Date,Time,Symbol,Last,%Change,StandardDeviation,52High,52Low,SimpleMovingAvg,SimpleMovingAvg,SimpleMovingAvg,A_MCADays_Streak,A_MACD_BRR,A_MACDH_D_BRR,Volume,A_VolumeSpike,VolumeAvg,VolumeAvg,VolumeRateOfChange,A_Perf2M,A_Perf2Wk,A_Perf3D,A_3mnHigh,A_3mnLow,A_3mnHighLow,A_3wkHighLow,A_EarningsDays
06/01/2026,1630,$COMP,27086.8082,+0.42%,352.27,27190.2067,18985.3026,26254.39,24388.96,23221.18,5.0,0.86,0.26,<empty>,NaN,NaN,NaN,NaN,25.46,3.29,1.54,26707.11,20690.43,-20690.43,-25464.17,NaN
06/01/2026,1630,$DJI,51078.88,+0.09%,536.17,51161.1,41853.62,49995.79,48669.33,47768.31,8.0,0.98,0.53,"630,838,734",100100.02,5.2206662938E8,5.20015319E8,27.9,10.22,3.14,0.86,50381.06,45057.43,-45057.43,-49236.07,NaN
06/01/2026,1630,$DXY,99.194,+0.29%,0.221,100.643,95.551,98.788,98.883,98.577,-9.0,0.62,-0.65,<empty>,NaN,NaN,NaN,NaN,-0.36,0.243,-0.025,101.43,98.18,-98.18,100.02,NaN
06/01/2026,1630,/6B[M26],1.3456,-0.04%,0.005,1.3869,1.3011,1.348,1.3447,1.3425,8.0,0.32,0.4,"97,328",-100000.57,92631.6,105759.0938,-12.7189,1.7544,0.9907,0.2085,1.2,1.42,1.2,-1.09,NaN
06/01/2026,1630,/6C[M26],.72300,-0.32%,0.00261,0.74315,0.70845,0.72907,0.72878,0.72558,-1.0,-0.16,-0.29,"72,791",-200106.55,66125.96,74545.34375,35.98677,0.27739,-0.70045,-0.02765,1.58,1.42,-1.42,-1.02,NaN
06/01/2026,1630,/6E[M26],1.16385,-0.30%,0.00395,1.21105,1.13655,1.16892,1.16935,1.17084,7.0,-0.39,0.39,"183,412",-200000.57,176009.04,210811.26563,49.83416,0.38382,-0.02577,0.02578,1.3,1.54,1.3,-1.06,NaN
06/01/2026,1630,/6J[M26],.0062695,-0.28%,2.58E-5,0.007078,0.006243,0.0063302,0.006323,0.0064879,-1.0,-0.35,-0.24,"161,340",200109.18,148836.26,154843.078125,102.9331858,-1.1275824,-0.7126455,-0.1433463,0.17,0.21,0.17,0.17,NaN
06/01/2026,1630,/BTC[M26],71540,-0.27%,2767.0,127240.0,60005.0,78169.0,75131.0,90287.0,-1.0,-1.0,0.0,<empty>,-100128.0,8610.0,8910.0,-10.0,5.0,-10.0,-5.0,83215.0,65090.0,83215.0,83215.0,NaN
06/01/2026,1630,/BZ[Q26],95.30,+4.59%,6.55,119.4,58.72,103.47,103.07,76.71,1.0,0.0,0.12,"55,403",-101000.59,46743.02,64349.05,65.65,-7.73,-12.76,2.63,119.58,77.62,119.58,113.09,NaN
06/01/2026,1630,/CL[N26],92.47,+5.85%,5.45,119.48,54.98,97.66,97.55,72.11,1.0,0.0,0.27,"288,669",100321.58,313557.56,390243.55,25.47,-8.95,-8.59,3.42,119.58,70.62,119.58,105.09,NaN
06/01/2026,1630,/GC[Q26],4514.8,-1.70%,72.8,5626.8,3250.5,4592.6,4641.6,4400.7,5.0,0.3,0.6,"113,459",0.0,148788.5,154713.7,-17.7,-3.9,-0.6,0.6,5394.6,4100.5,-4100.5,-4396.0,NaN
06/01/2026,1630,/HG[N26],6.5705,+2.84%,0.1283,6.716,4.3325,6.3402,6.0215,5.4851,1.0,0.76,0.44,"59,859",0.0,44777.74,44916.0469,0.4497,16.2509,4.4678,3.6765,7.12,5.48,7.12,7.12,NaN
06/01/2026,1630,/NG[N26],3.187,-3.13%,0.142,7.439,2.495,2.962,2.841,3.411,-1.0,0.55,-0.35,"156,422",0.0,111694.36,120613.391,1.742,10.66,7.633,3.206,3.58,2.25,-2.25,-3.16,NaN
06/01/2026,1630,/NKD[M26],67265,+1.56%,2030.0,67635.0,37320.0,63060.0,59101.0,52456.0,7.0,1.0,1.0,"6,837",200500.0,6044.0,6183.0,22.0,27.0,9.0,3.0,63880.0,50410.0,-50410.0,-59355.0,NaN
06/01/2026,1630,/SI[N26],75.150,-0.96%,4.466,121.785,34.165,78.325,76.002,66.233,3.0,-0.23,0.57,"34,831",0.0,43659.1,45159.859,-43.669,-0.259,-1.501,0.354,92.62,61.48,-61.48,-72.02,NaN
06/01/2026,1630,AAAU,44.175,-1.42%,0.76,54.71,32.15,45.19,45.63,43.22,3.0,-0.26,0.55,"2,795,690",0.0,2169016.66,2346110.95,133.16,-4.36,-1.46,0.67,52.57,43.47,-43.47,-43.03,NaN
06/01/2026,1630,AAL,14.34,-2.05%,1.01,16.5,10.09,13.25,12.11,13.06,-3.0,-0.98,-0.77,"68,281,267",-100272.58,6.016671332E7,6.847798978E7,46.91,33.52,16.49,-3.89,14.06,10.43,-10.43,15.03,36.0
06/01/2026,1630,AAPL,306.31,-1.84%,5.72,315.0,195.07,298.85,276.43,263.6,-5.0,-0.97,-0.36,"48,755,333",300027.21,4.63765463E7,4.433774969E7,15.4,20.69,2.03,-1.46,306.06,246.43,-246.43,-281.17,41.0
06/01/2026,1630,ABBV,212.93,-2.20%,3.18,244.81,181.73,210.37,208.36,219.64,-2.0,-0.95,-0.85,"4,855,502",-100136.5,6682866.22,6657750.41,-1.54,-2.1,1.21,-1.15,237.61,191.22,-191.22,220.05,41.0
06/01/2026,1630,ABNB,137.87,+3.42%,1.66,147.25,110.81,135.53,134.53,128.65,8.0,0.4,0.46,"4,352,754",0.0,3713127.33,3727891.47,-15.85,9.18,3.78,4.37,147.27,122.4,147.27,-128.07,45.0
06/01/2026,1630,ABR,5.49,-4.52%,0.17,12.575,5.39,6.32,7.16,8.95,11.0,0.06,0.56,"6,692,424",-401162.14,4048933.61,4090653.45,-40.81,-28.79,-5.18,-0.18,9.61,5.03,9.61,9.16,42.0
06/01/2026,1630,ABT,87.78,+2.55%,1.58,139.06,81.97,86.24,93.82,116.38,1.0,0.62,0.89,"10,559,000",-100135.5,1.344889444E7,1.244004816E7,-35.85,-14.5,3.92,2.45,114.62,82.14,-82.14,89.08,31.0
06/01/2026,1630,ACHC,23.31,+0.47%,1.36,30.1991,11.43,24.85,25.39,20.71,5.0,-0.2,0.2,"2,016,252",-100568.22,2925342.35,2981375.74,18.14,-0.34,-9.69,-3.24,30.19,22.21,30.19,-22.06,41.0
06/01/2026,1630,ACHR,6.84,+0.44%,0.34,14.62,4.8,6.32,5.91,7.96,7.0,1.0,0.6,"62,859,707",-100187.05,3.76493288E7,3.594417941E7,-7.27,32.3,13.06,4.43,7.62,5.43,-5.43,7.02,48.0
06/01/2026,1630,ACI,15.47,-0.90%,0.51,22.78,15.36,16.21,16.67,17.58,-7.0,-0.08,-0.29,"6,802,680",-100131.14,6788230.39,6595656.37,58.18,-9.21,-5.67,-3.49,18.38,16.13,18.38,18.08,34.0
06/01/2026,1630,ADBE,274.03,+5.72%,10.26,421.48,224.13,249.16,245.01,303.54,2.0,0.81,0.72,"8,484,909",300661.02,5145224.36,5535829.01,163.03,12.73,10.67,15.02,285.6,224.35,-224.35,-232.11,8.0
06/01/2026,1630,ADYEY,10.610,-2.66%,0.31,19.94,9.45,10.87,10.72,14.14,-4.0,-0.8,-0.59,"1,082,551",100000.14,1653518.0,1743206.33,-83.82,6.42,3.61,-3.55,12.3,9.4,12.3,-10.12,NaN
06/01/2026,1630,AFK,27.48,-0.68%,0.58,30.85,19.0,27.5,27.05,25.93,7.0,0.52,0.54,"46,061",-200043.53,65429.62,86500.92,-55.99,6.72,2.27,0.22,29.3,24.49,29.3,-26.08,NaN
06/01/2026,1630,AFRM,72.91,-1.00%,3.27,100.0,42.095,67.41,59.58,67.34,5.0,0.87,0.5,"5,729,680",-100679.52,5138307.97,5370148.58,-26.45,59.12,10.77,3.51,71.15,42.44,-42.44,-60.12,61.0
