Date,Time,Symbol,Beta,Market Cap,Long-term Debt to Capital - Current (LTM),Price / Earnings Ratio - Current,Price / Book Value Ratio - Current,Return on Equity (ROE) - Current (LTM),EPS,Div. Yield - Current,Sector,Free Cash Flow Per Share - Current (LTM)
05/04/2026,1630,AFK,.7406,120 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/04/2026,1630,AFRM,3.502,"22,345 M",72.071,93.669,6.9713,8.9169,.81,<empty>,Financials,$1.88
05/04/2026,1630,AGCO,1.129,"8,781 M",34.09,10.699,1.773,16.691,9.75,1.112,Industrials,$9.95
05/04/2026,1630,AHR,.5604,"9,618 M",29.602,112.49,2.6347,<empty>,.42,2.125,Real Estate,$1.77
05/04/2026,1630,AIQUY,.7868,"119,283 M",<empty>,26.359,3.5333,13.357,1.428,2.3088,Materials,<empty>
05/04/2026,1630,AKAM,.4829,"15,573 M",50.116,28.42,2.5367,9.1729,3.07,<empty>,Information Technology,$4.60
05/04/2026,1630,ALB,1.379,"22,480 M",24.595,-24.556,2.2813,-4.6564,-5.76,1.1454,Materials,$4.47
05/04/2026,1630,ALCO,1.003,312 M,<empty>,-1.9632,2.7962,-80.757,-18.54,.54975,Consumer Staples,$2.52
05/04/2026,1630,ALGN,1.795,"12,310 M",1.9708,28.802,2.9509,10.824,5.95,<empty>,Health Care,$8.18
05/04/2026,1630,ALLY,1.114,"13,228 M",<empty>,9.5773,.90776,9.3562,4.12,3.0589,Financials,($2.12)
05/04/2026,1630,ALNY,.3413,"39,777 M",<empty>,83.727,41.058,90.356,3.98,<empty>,Health Care,$4.88
05/04/2026,1630,AMAT,1.669,"310,603 M",24.178,33.023,11.781,38.863,9.75,.57076,Information Technology,$7.75
05/04/2026,1630,AMBA,2.17,"3,097 M",1.8756,-35.978,4.6627,-13.123,-1.78,<empty>,Information Technology,$1.36
05/04/2026,1630,AMD,2.284,"556,826 M",4.4369,82.372,5.5625,7.0815,2.65,<empty>,Information Technology,$4.15
05/04/2026,1630,AMG,1.146,"7,901 M",38.805,12.684,2.635,19.932,24.38,.01388,Financials,$33.93
05/04/2026,1630,AMH,.8182,"11,634 M",39.841,27.203,1.6733,<empty>,1.18,3.7383,Real Estate,$2.29
05/04/2026,1630,AMLP,.5066,"12,641 M",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/04/2026,1630,AMN,.266,801 M,<empty>,-6.3436,.9435,<empty>,-2.48,<empty>,Health Care,$6.07
05/04/2026,1630,AMPH,.9304,"1,013 M",<empty>,13.192,1.5497,12.898,2.03,<empty>,Health Care,$2.55
05/04/2026,1630,AMZN,1.451,"2,926,472 M",32.201,24.908,5.0683,24.285,8.36,<empty>,Consumer Discretionary,($0.23)
05/04/2026,1630,AN,.79,"6,781 M",<empty>,12.117,3.1046,27.055,18.44,<empty>,Consumer Discretionary,($5.25)
05/04/2026,1630,AQWA,.9227,25 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/04/2026,1630,AR,.4416,"12,248 M",32.483,13.743,1.6308,12.837,3.09,<empty>,Energy,$3.08
05/04/2026,1630,ARE,1.142,"7,169 M",33.533,-7.4065,.50365,-4.1438,-6.27,8.7893,Real Estate,$8.24
05/04/2026,1630,ARGT,.9442,873 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/04/2026,1630,ARHS,2.372,"1,004 M",<empty>,23.451,3.7816,17.653,.48,<empty>,Consumer Discretionary,$0.42
05/04/2026,1630,ARKK,1.982,"6,696 M",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/04/2026,1630,ARQQ,2.677,226 M,<empty>,-15.078,21.756,-181.44,-2.56,<empty>,Information Technology,($2.18)
05/04/2026,1630,AS,1.125,"19,735 M",19.187,49.145,3.59,8.1334,.76,<empty>,Consumer Discretionary,$0.80
05/04/2026,1630,ASBFF,.4235,"16,746 M",<empty>,<empty>,<empty>,<empty>,1.797,<empty>,Consumer Staples,<empty>
05/04/2026,1630,ASO,1.043,"3,340 M",42.865,9.9296,1.6454,18.047,5.54,.98164,Consumer Discretionary,$3.32
05/04/2026,1630,ATRO,1.096,"2,587 M",71.862,66.963,13.816,14.821,.81,<empty>,Industrials,$1.22
05/04/2026,1630,AVB,.8046,"25,380 M",37.033,20.26,1.9375,9.7185,8.07,4.3036,Real Estate,$11.77
05/04/2026,1630,AVGO,1.425,"1,971,989 M",43.723,64.567,19.644,33.371,5.13,.74857,Information Technology,$6.12
05/04/2026,1630,AVO,.6074,944 M,<empty>,28.743,1.6246,5.6857,.46,<empty>,Consumer Staples,$0.54
05/04/2026,1630,AVTR,.9337,"5,455 M",40.184,-9.653,.94873,-9.4362,-.81,<empty>,Health Care,$0.65
05/04/2026,1630,AWI,1.198,"6,984 M",37.055,23.367,7.8648,<empty>,7.05,.804,Industrials,<empty>
05/04/2026,1630,AXP,1.082,"217,805 M",62.2,18.882,6.0683,34.419,16.02,1.1274,Financials,$20.73
05/04/2026,1630,AZO,.4218,"57,376 M",125.97,26.997,-21.911,-66.383,142.7,<empty>,Consumer Discretionary,$95.97
05/04/2026,1630,B,-.1054,"64,239 M",12.408,14.892,2.748,20.685,2.93,1.1478,Materials,$2.27
05/04/2026,1630,BA,1.214,"174,451 M",84.097,79.736,26.22,169.95,2.53,<empty>,Industrials,($1.82)
05/04/2026,1630,BABA,.4716,"319,721 M",18.807,26.53,2.2884,8.2334,5.534,.5988,Consumer Discretionary,$0.52
05/04/2026,1630,BAC,1.211,"370,371 M",<empty>,12.103,1.2609,10.644,4.03,2.2564,Financials,$1.68
05/04/2026,1630,BALL,1.072,"16,217 M",56.858,16.052,2.593,16.122,3.3,1.5103,Materials,$2.87
05/04/2026,1630,BBN,.6824,991 M,<empty>,<empty>,<empty>,<empty>,1.27,<empty>,,<empty>
05/04/2026,1630,BBWI,1.449,"3,738 M",121.88,7.0097,-3.4206,<empty>,3.11,3.6697,Consumer Discretionary,$4.16
05/04/2026,1630,BBY,1.253,"12,144 M",49.31,12.917,4.5926,37.041,5.04,5.8372,Consumer Discretionary,$5.96
05/04/2026,1630,BCO,1.062,"4,297 M",82.012,24.836,17.276,58.516,4.69,.8631,Industrials,$10.34
05/04/2026,1630,BDRY,.7057,41 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/04/2026,1630,BEAM,2.152,"3,091 M",10.037,-34.274,2.2207,-8.1131,-.81,<empty>,Health Care,($3.64)
05/04/2026,1630,BEPC,1.137,"6,476 M",51.472,-5.5506,-32.046,-21.959,-25.21,3.9411,Utilities,($1.87)
05/04/2026,1630,BIDU,.4436,"43,375 M",16.859,77.518,1.1673,1.9035,1.681,<empty>,Communication Services,($6.89)
05/04/2026,1630,BIO,1.105,"6,901 M",11.441,44.664,1.0915,2.495,6.01,<empty>,Health Care,<empty>
05/04/2026,1630,BIP,1.04,"16,506 M",65.325,54.785,3.5979,6.7303,.66,4.8311,Utilities,($2.85)
05/04/2026,1630,BIRK,1.056,"6,790 M",31.254,17.098,2.3097,13.722,2.384,<empty>,Consumer Discretionary,$1.67
05/04/2026,1630,BITO,1.72,"1,950 M",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/04/2026,1630,BJ,1.5,"12,271 M",48.557,21.105,5.453,28.596,4.38,<empty>,Consumer Staples,$2.50
05/04/2026,1630,BJRI,1.244,777 M,<empty>,18.19,2.2654,13.259,2.16,<empty>,Consumer Discretionary,$1.86
05/04/2026,1630,BK,1.061,"90,520 M",<empty>,14.717,2.0639,13.472,8.06,1.7365,Financials,$6.95
05/04/2026,1630,BKNG,-1.288,"128,304 M",153.34,22.108,-15.058,-82.96,7.583,.9358,Consumer Discretionary,$11.24
05/04/2026,1630,BKV,1.101,"3,511 M",19.317,13.712,1.2872,9.6948,1.98,<empty>,Energy,($3.81)
05/04/2026,1630,BLDR,1.472,"7,933 M",55.466,31.246,2.2107,6.9579,2.62,<empty>,Industrials,$7.80
05/04/2026,1630,BLK,1.47,"163,483 M",19.283,24.148,2.6684,10.716,39.73,2.221,Financials,$22.92
05/04/2026,1630,BLMN,1.076,480 M,<empty>,67.9,1.7346,5.7766,.1,6.6274,Consumer Discretionary,$1.14
05/04/2026,1630,BLOK,1,"1,215 M",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/04/2026,1630,BNDD,.4788,9.7 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/04/2026,1630,BNO,.0218,941 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/04/2026,1630,BOOT,1.695,"5,100 M",31.448,26.041,4.413,18.451,7.14,<empty>,Consumer Discretionary,$2.93
05/04/2026,1630,BP,.1977,"120,870 M",42.118,39.526,2.2186,5.8419,1.236,4.1472,Energy,$0.74
05/04/2026,1630,BRBR,.6441,"2,036 M",172.14,18.492,-6.1379,-55.682,1.45,<empty>,Consumer Staples,$1.98
05/04/2026,1630,BRCB,2.264,205 M,<empty>,-6313.8,8.5144,-37.569,0,<empty>,Consumer Discretionary,($1.95)
05/04/2026,1630,BRKR,1.133,"5,539 M",43.73,-314.07,2.9178,-.3837,-.15,.42454,Health Care,$0.03
05/04/2026,1630,BROS,2.261,"7,235 M",52.78,96.32,11.425,14.115,.64,<empty>,Consumer Discretionary,$0.43
05/04/2026,1630,BTAL,-.6205,310 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/04/2026,1630,BTC,1.482,0,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/04/2026,1630,BTC-USD,5.346,0,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/04/2026,1630,BTI,.323,"126,258 M",38.104,12.071,1.9895,15.824,4.701,5.8149,Consumer Staples,$3.49
05/04/2026,1630,BUD,.5594,"143,229 M",42.248,19.026,1.4414,9.0937,3.39,2.0935,Consumer Staples,$5.66
05/04/2026,1630,BULL,2.779,"3,813 M",6.756,-6.3273,4.002,3.0021,-1.23,<empty>,Financials,$1.41
05/04/2026,1630,BURL,1.438,"19,432 M",70.53,31.11,10.148,<empty>,9.51,<empty>,Consumer Discretionary,<empty>
05/04/2026,1630,BUXX,.0004,471 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/04/2026,1630,BXP,1.074,"9,295 M",64.828,26.08,1.5984,5.5253,1.99,5.9345,Real Estate,$7.86
05/04/2026,1630,BYD,1.147,"6,161 M",48.873,3.5618,2.406,<empty>,22.62,.90046,Consumer Discretionary,$3.71
05/04/2026,1630,BYDDF,.207,"120,092 M",<empty>,<empty>,<empty>,<empty>,.2821,<empty>,Consumer Discretionary,<empty>
05/04/2026,1630,C,1.118,"214,275 M",<empty>,14.103,1.0106,7.649,8.09,2.081,Financials,($40.48)
05/04/2026,1630,CACC,1.372,"5,285 M",52.963,12.19,3.1086,25.901,36.38,<empty>,Financials,$91.95
05/04/2026,1630,CAG,-.014,"6,626 M",41.668,-186.26,1.0824,-.5111,-.1,7.5799,Consumer Staples,$1.76
05/04/2026,1630,CAH,.516,"46,153 M",132.05,32.324,-18.585,-67.746,6.55,.96673,Health Care,$18.48
05/04/2026,1630,CAKE,1.026,"2,952 M",73.791,16.044,5.6878,33.738,3.41,1.4795,Consumer Discretionary,$3.29
05/04/2026,1630,CAMT,1.6,"8,505 M",46.06,101.76,7.8988,8.6983,1.04,0,Information Technology,$2.78
05/04/2026,1630,CANE,-.0335,71 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/04/2026,1630,CARR,1.367,"54,727 M",41.09,37.53,3.4953,9.9074,1.53,1.6516,Industrials,$2.00
05/04/2026,1630,CASY,.6376,"31,512 M",41.401,34.82,5.8222,17.882,17.42,.36439,Consumer Staples,$17.98
05/04/2026,1630,CAT,1.571,"402,917 M",49.642,35.278,17.593,51.331,20.08,.63942,Industrials,$16.91
05/04/2026,1630,CAVA,1.937,"10,383 M",33.527,111.39,8.9591,8.6418,.54,<empty>,Consumer Discretionary,$0.23
05/04/2026,1630,CBRL,1.271,650 M,<empty>,-156.53,1.5809,-.9048,-.2,3.3201,Consumer Discretionary,($0.96)
05/04/2026,1630,CCK,.6532,"11,069 M",58.92,15.939,3.7978,26.185,6.29,1.1272,Materials,$8.72
05/04/2026,1630,CCL,2.33,"35,557 M",62.876,14.142,3.3533,27.853,2.27,.47544,Consumer Discretionary,$2.25
05/04/2026,1630,CCRN,.4061,332 M,<empty>,-2.7645,.79593,-25.574,-2.93,<empty>,Health Care,$1.24
05/04/2026,1630,CELH,.9906,"8,624 M",18.8,182.47,9.946,5.1849,.25,<empty>,Consumer Staples,$1.13
05/04/2026,1630,CF,.4593,"19,339 M",30.9,8.6221,2.4547,23.401,8.97,2.586,Materials,$11.12
05/04/2026,1630,CFG,1.01,"27,078 M",<empty>,14.203,1.0618,7.7393,4.22,2.9348,Financials,$4.40
05/04/2026,1630,CFLT,.9658,"11,134 M",<empty>,-35.21,9.2116,-27.721,-.86,<empty>,Information Technology,$0.11
05/04/2026,1630,CFRUY,1.255,"108,769 M",22.702,24.973,4.2963,18.13,.8176,1.9355,Consumer Discretionary,$7.78
05/04/2026,1630,CG,1.904,"17,981 M",65.959,27.115,3.6665,14.095,2.18,2.3685,Financials,($9.38)
05/04/2026,1630,CHD,.4899,"22,010 M",36.936,27.765,4.956,17.62,3.04,1.4073,Consumer Staples,$4.50
05/04/2026,1630,CHDN,.7218,"6,391 M",80.27,16.361,5.7125,35.001,5.43,.48759,Consumer Discretionary,$5.38
05/04/2026,1630,CHEF,2.162,"3,180 M",58.208,32.521,3.9845,13.812,1.83,<empty>,Consumer Staples,$2.09
05/04/2026,1630,CHH,.6514,"4,469 M",93.884,13.932,34.753,940.81,7.4,.83333,Consumer Discretionary,$2.18
05/04/2026,1630,CHPT,1.763,152 M,80.327,-.63656,6.8387,-277.38,-9.41,<empty>,Industrials,($2.86)
05/04/2026,1630,CHRD,.4539,"8,460 M",15.574,125.53,.65122,.5298,.74,5.6095,Energy,$11.98
05/04/2026,1630,CHTR,.788,"20,334 M",81.439,5.8334,1.6204,27.505,36.96,<empty>,Communication Services,$30.73
05/04/2026,1630,CHWY,1.516,"10,234 M",49.18,55.981,24.271,58.678,.52,<empty>,Consumer Discretionary,$1.36
05/04/2026,1630,CI,.2817,"73,897 M",40.047,11.177,1.665,16.269,23.59,1.6982,Health Care,$28.85
05/04/2026,1630,CLOX,.1097,283 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/04/2026,1630,CLOZ,.1313,637 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/04/2026,1630,CLX,.5836,"10,457 M",61.381,16.792,-187.03,546.1,6.15,1.1966,Consumer Staples,$3.11
05/04/2026,1630,CMCSA,.7373,"96,700 M",48.713,5.6022,1.1633,20.918,5.1,4.5977,Communication Services,$4.84
05/04/2026,1630,CMG,1.014,"41,022 M",64.49,29.335,17.112,49.232,1.09,<empty>,Consumer Discretionary,$1.14
05/04/2026,1630,CMI,1.229,"90,798 M",33.528,24.9,5.7084,23.928,20.5,1.4967,Industrials,$17.30
05/04/2026,1630,CNA,.356,"11,963 M",21.303,10.179,<empty>,<empty>,4.69,3.8542,Financials,$8.86
05/04/2026,1630,CNC,.9386,"26,448 M",43.031,-2.5001,.75447,-26.044,-13.05,<empty>,Health Care,$14.45
05/04/2026,1630,CNH,1.59,"12,672 M",77.514,7.5026,<empty>,<empty>,.32,3.6265,,<empty>
05/04/2026,1630,CNX,.6599,"5,420 M",31.768,5.3162,1.1827,28.081,7.5,<empty>,Energy,$3.98
05/04/2026,1630,COAL,.8684,69 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/04/2026,1630,COCO,.7053,"3,841 M",3.5226,34.685,7.7688,26.32,1.38,<empty>,Consumer Staples,$1.13
05/04/2026,1630,COF,1.052,"120,446 M",<empty>,42.481,1.0515,3.2593,3.91,1.5348,Financials,$47.88
05/04/2026,1630,COIN,3.213,"53,605 M",26.973,50.848,4.0944,10.055,4.45,<empty>,Financials,$9.33
05/04/2026,1630,COM,.0006,269 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/04/2026,1630,COP,.1943,"152,177 M",25.336,22.449,2.4917,11.284,5.9,1.8182,Energy,$4.72
05/04/2026,1630,COPJ,1.219,157 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/04/2026,1630,COPX,1.073,"6,714 M",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/04/2026,1630,CORN,-.0828,269 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/04/2026,1630,COST,.911,"449,327 M",20.199,52.961,14.083,29.651,19.23,.51056,Consumer Staples,$20.49
05/04/2026,1630,CP,1.097,"73,798 M",30.505,24.398,2.1134,8.4275,3.216,.8331,Industrials,$1.62
05/04/2026,1630,CPAY,.8335,"20,556 M",47.112,20.022,<empty>,<empty>,15.03,<empty>,Financials,$18.52
05/04/2026,1630,CPER,.4789,740 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/04/2026,1630,CPNG,1.216,"36,606 M",33.809,214.45,9.3023,4.8636,.11,<empty>,Consumer Discretionary,$0.29
05/04/2026,1630,CPRI,1.493,"2,218 M",<empty>,-2.579,28.357,<empty>,-4.28,<empty>,Consumer Discretionary,($1.12)
05/04/2026,1630,CPT,.8313,"10,343 M",50.871,27.15,2.541,9.0651,3.58,3.2255,Real Estate,$7.60
05/04/2026,1630,CRCL,2.909,"29,549 M",.3541,-180.23,5.7703,-2.758,-.44,<empty>,Information Technology,$2.98
05/04/2026,1630,CRI,.8903,"1,223 M",<empty>,13.135,1.3073,<empty>,2.53,4.6687,Consumer Discretionary,$1.94
05/04/2026,1630,CRM,1.125,"151,733 M",16.77,27.217,3.3346,12.396,7.8,.78383,Information Technology,$15.16
05/04/2026,1630,CRSP,1.517,"5,167 M",8.8401,-8.1051,2.6166,-30.182,-6.47,<empty>,Health Care,($4.12)
05/04/2026,1630,CRWD,1.011,"119,006 M",15.15,-679.08,25.254,-4.1369,-.65,<empty>,Information Technology,$4.95
05/04/2026,1630,CSCO,.9114,"365,879 M",28.461,26.831,6.1722,23.755,2.78,2.1987,Information Technology,$3.09
05/04/2026,1630,CSX,1.233,"83,096 M",56.707,25.175,5.618,23.684,1.63,1.2911,Industrials,$1.02
05/04/2026,1630,CTA,-.2468,"1,714 M",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/04/2026,1630,CUBE,1.13,"8,841 M",56.446,25.63,3.1329,11.562,1.43,4.2838,Real Estate,$2.66
05/04/2026,1630,CURB,.5558,"2,880 M",23.903,86.088,<empty>,<empty>,.3,2.5204,Real Estate,$1.15
05/04/2026,1630,CVNA,1.96,"53,944 M",51.464,36.757,12.085,60.172,8.63,<empty>,Consumer Discretionary,$5.29
05/04/2026,1630,CVS,.597,"105,104 M",47.733,57.094,1.3411,2.287,1.39,3.3518,Health Care,$6.16
05/04/2026,1630,CVX,.5078,"380,138 M",18.389,22.988,1.6187,7.2307,5.74,4.4879,Energy,$8.97
05/04/2026,1630,CWH,2.169,472 M,<empty>,-4.5786,2.0183,-26.629,-1.49,5.4905,Consumer Discretionary,($1.68)
05/04/2026,1630,CZR,1.835,"5,583 M",87.459,-11.184,1.5784,-10.716,-2.36,<empty>,Consumer Discretionary,$2.59
05/04/2026,1630,D,.639,"55,362 M",54.142,16.885,1.8333,9.7407,3.37,4.5571,Utilities,($8.54)
05/04/2026,1630,DAL,1.279,"45,004 M",39.196,9.7016,2.132,24.99,6.85,1.1282,Industrials,$6.03
05/04/2026,1630,DAPP,3.376,468 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/04/2026,1630,DAR,1.124,"10,219 M",44.862,46.564,1.257,1.5179,1.38,<empty>,Consumer Staples,$4.29
05/04/2026,1630,DASH,1.914,"75,197 M",23.883,106.5,9.8025,10.439,2.13,<empty>,Consumer Discretionary,$4.28
05/04/2026,1630,DDOG,1.268,"52,213 M",24.737,443.36,12.845,3.3425,.31,<empty>,Information Technology,$2.63
05/04/2026,1630,DDS,1.2,"8,602 M",<empty>,16.682,5.3336,31.897,36.42,.18105,Consumer Discretionary,$39.84
05/04/2026,1630,DE,.9695,"156,227 M",47.057,29.765,5.4227,19.566,17.73,1.2273,Industrials,$13.22
05/04/2026,1630,DECK,1.112,"13,861 M",9.0135,14.785,5.6546,39.688,7.04,<empty>,Consumer Discretionary,$6.28
05/04/2026,1630,DELL,1,"137,606 M",80.645,13.184,-30.208,-307.8,8.68,1.835,Information Technology,$12.67
05/04/2026,1630,DEO,.539,"43,643 M",55.252,19.969,4.142,<empty>,4.328,3.8389,Consumer Staples,$1.13
05/04/2026,1630,DG,.3173,"25,212 M",58.487,20.939,3.7108,18.992,6.85,1.6454,Consumer Staples,$10.87
05/04/2026,1630,DGX,.6162,"21,198 M",40.493,21.655,2.9533,14.539,9.05,1.6634,Health Care,$11.97
05/04/2026,1630,DIN,.9565,346 M,<empty>,30.721,-1.6591,-6.981,1.11,5.044,Consumer Discretionary,$3.73
05/04/2026,1630,DIS,1.418,"179,473 M",22.298,16.713,1.8592,12.024,6.79,1.3209,Communication Services,$3.93
05/04/2026,1630,DK,.5657,"2,944 M",86.979,-55.17,52.555,3.7735,-.94,2.2632,Energy,$7.70
05/04/2026,1630,DKL,.4732,"2,720 M",100.37,15.698,-132.13,439.37,3.17,6.7524,Energy,$1.79
05/04/2026,1630,DKNG,1.5,"11,685 M",74.566,-4237.6,27.016,.4518,-.01,<empty>,Consumer Discretionary,$1.03
05/04/2026,1630,DLTR,.5929,"18,314 M",56.014,19.796,6.2165,31.693,6.22,<empty>,Consumer Staples,$6.41
05/04/2026,1630,DOC,.9913,"11,326 M",49.484,160.8,1.4901,<empty>,.1,7.5873,Real Estate,$1.80
05/04/2026,1630,DOCU,1,"9,413 M",8.0124,35.5,5.4179,15.768,1.48,<empty>,Information Technology,$5.24
05/04/2026,1630,DOV,1.218,"29,741 M",24.093,26.042,3.7477,14.998,8.02,.99544,Industrials,$8.33
05/04/2026,1630,DOW,1,"29,248 M",50.552,-10.419,1.9686,-15.262,-4,4.2017,Materials,($0.53)
05/04/2026,1630,DPZ,1.057,"10,990 M",413.25,21.491,-3.2017,-15.138,17.37,1.9312,Consumer Discretionary,$19.33
05/04/2026,1630,DRI,.5856,"22,001 M",74.084,22.886,11.845,51.539,9.44,2.7155,Consumer Discretionary,$8.56
05/04/2026,1630,DRLL,.4958,302 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/04/2026,1630,DRVN,.9843,"2,245 M",<empty>,-10.942,3.3368,-27.287,-1.25,<empty>,Consumer Discretionary,$0.19
05/04/2026,1630,DT,.7254,"11,557 M",2.4084,71.904,4.7228,6.9613,.6,<empty>,Information Technology,$1.54
05/04/2026,1630,DVN,.5384,"31,855 M",31.335,8.7842,1.4673,17.736,4.17,2.6208,Energy,$4.43
05/04/2026,1630,DXCM,1.335,"23,168 M",30.568,26.916,8.1959,35.624,2.33,<empty>,Health Care,$3.68
05/04/2026,1630,EA,.6667,"50,506 M",21.17,76.412,8.3084,10.027,2.67,.37195,Communication Services,$9.14
05/04/2026,1630,EAT,1.277,"6,012 M",79.833,14.328,15.653,139.22,10.26,<empty>,Consumer Discretionary,$11.42
05/04/2026,1630,EBAY,1.387,"48,543 M",55.066,21.023,9.201,42.875,4.41,1.2745,Consumer Discretionary,$3.71
05/04/2026,1630,ECH,.7731,"1,003 M",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/04/2026,1630,ECPG,1.331,"1,786 M",<empty>,4.9817,1.2068,29.452,10.91,<empty>,Financials,$5.46
05/04/2026,1630,EDEN,.8784,197 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/04/2026,1630,EDU,.1848,"8,457 M",10.215,20.624,2.1086,10.842,2.7,2.1958,Consumer Discretionary,$4.09
05/04/2026,1630,EDV,.7322,"3,921 M",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
