Date,Time,Symbol,Beta,Market Cap,Long-term Debt to Capital - Current (LTM),Price / Earnings Ratio - Current,Price / Book Value Ratio - Current,Return on Equity (ROE) - Current (LTM),EPS,Div. Yield - Current,Sector,Free Cash Flow Per Share - Current (LTM)
05/04/2026,1630,EEM,.7181,"28,383 M",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/04/2026,1630,EFNL,.779,41 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/04/2026,1630,EFX,1.347,"20,509 M",40.593,31.686,4.7311,14.37,5.68,1.144,Industrials,$9.32
05/04/2026,1630,EGP,1.073,"10,662 M",26.926,33.641,<empty>,<empty>,5.5,3.2687,Real Estate,$9.22
05/04/2026,1630,EIS,1.029,996 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/04/2026,1630,EL,1.252,"29,425 M",66.865,-207.82,9.3955,-4.3414,-.7,1.3369,Consumer Staples,$3.15
05/04/2026,1630,ELS,2.159,"12,146 M",64.38,31.299,<empty>,<empty>,2,3.3443,Real Estate,$2.97
05/04/2026,1630,ELV,.6211,"80,763 M",40.546,12.448,1.4495,12.086,23.6,2.3399,Health Care,$29.01
05/04/2026,1630,EMB,.3552,"14,300 M",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/04/2026,1630,EMR,1.239,"76,129 M",23.545,32.531,3.6785,9.6462,4.09,1.6105,Industrials,$4.58
05/04/2026,1630,ENB,.585,"119,417 M",58.126,20.398,2.5815,11.555,2.351,5.74,Energy,$0.90
05/04/2026,1630,ENPH,1.141,"4,289 M",35.202,37.064,4.5201,14.113,1.01,<empty>,Information Technology,$1.11
05/04/2026,1630,ENR,.7758,"1,324 M",95.344,6.5909,9.638,151.33,2.97,6.0332,Consumer Staples,$2.07
05/04/2026,1630,ENVX,2.182,"1,471 M",64.832,-10.108,5.9394,-59.841,-.75,<empty>,Industrials,($0.55)
05/04/2026,1630,ENZL,.8934,71 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/04/2026,1630,EOG,.3177,"75,863 M",22.162,11.514,1.8926,16.829,9.12,3.7996,Energy,$6.35
05/04/2026,1630,EPD,.4993,"83,595 M",50.629,14.029,2.7506,19.504,2.7,5.7875,Energy,$1.37
05/04/2026,1630,EPHE,.5912,130 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/04/2026,1630,EPOL,1.065,604 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/04/2026,1630,EPR,1.057,"4,227 M",56.763,15.213,1.6314,11.788,3.28,7.0541,Real Estate,$5.54
05/04/2026,1630,EPU,.7828,491 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/04/2026,1630,EQR,.7786,"24,444 M",37.098,23.607,2.0802,<empty>,2.51,4.6999,Real Estate,$4.33
05/04/2026,1630,EQRR,.9203,45 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/04/2026,1630,EQT,.6151,"36,953 M",15.77,12.068,1.5847,13.402,5.27,1.0135,Energy,$6.55
05/04/2026,1630,ESI,1.267,"10,426 M",41.999,55.607,<empty>,<empty>,.62,.93732,Materials,$0.50
05/04/2026,1630,ESPO,1.017,255 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/04/2026,1630,ESS,.7314,"17,008 M",50.527,27.221,2.8632,10.558,8.89,3.186,Real Estate,$16.69
05/04/2026,1630,ET,.5709,"69,082 M",58.502,13.634,1.8291,11.93,1.21,8.0352,Energy,$1.05
05/04/2026,1630,ETH,2.373,"1,896 M",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/04/2026,1630,ETH-USD,4.073,"-1,663 M",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/04/2026,1630,ETHA,2.224,"7,845 M",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/04/2026,1630,ETHE,3.282,"1,991 M",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/04/2026,1630,ETSY,1.791,"6,077 M",125.15,20.154,-4.1715,-29.576,2.48,<empty>,Consumer Discretionary,$6.75
05/04/2026,1630,EWA,.9993,"1,328 M",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/04/2026,1630,EWC,.874,"5,262 M",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/04/2026,1630,EWD,1.104,305 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/04/2026,1630,EWG,.967,"1,344 M",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/04/2026,1630,EWH,.3878,933 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/04/2026,1630,EWI,.8881,646 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/04/2026,1630,EWJ,.6887,"20,409 M",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/04/2026,1630,EWJV,.4735,725 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/04/2026,1630,EWK,.6856,112 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/04/2026,1630,EWM,.4837,370 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/04/2026,1630,EWN,1.141,465 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/04/2026,1630,EWO,.8061,129 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/04/2026,1630,EWP,.6797,"1,819 M",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/04/2026,1630,EWQ,.8492,434 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/04/2026,1630,EWS,.5424,797 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/04/2026,1630,EWUS,1.041,42 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/04/2026,1630,EWW,.7838,"2,171 M",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/04/2026,1630,EWY,1.383,"21,610 M",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/04/2026,1630,EWZ,.7155,"11,392 M",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/04/2026,1630,EWZS,.8203,324 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/04/2026,1630,EXAS,1.418,"20,026 M",<empty>,-92.153,8.0706,-8.6585,-1.1,<empty>,Health Care,$1.89
05/04/2026,1630,EXP,1.385,"6,437 M",54.078,15.687,4.3664,28.773,13.23,.48384,Materials,$7.15
05/04/2026,1630,EXPD,1.05,"18,579 M",15.696,25.044,<empty>,35.431,5.95,1.0335,Industrials,$7.02
05/04/2026,1630,EXPE,1.278,"29,585 M",52.28,28.88,27.029,48.672,9.81,.56475,Consumer Discretionary,$24.81
05/04/2026,1630,EXR,1.212,"29,435 M",46.497,29.461,2.0772,6.8299,4.45,4.9417,Real Estate,$8.63
05/04/2026,1630,EYE,1.066,"1,755 M",<empty>,70.135,2.3701,3.5115,.37,<empty>,Consumer Discretionary,$0.93
05/04/2026,1630,EZA,.7912,718 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/04/2026,1630,F,1.701,"45,824 M",54.64,-7.5219,1.2297,-14.813,-1.55,5.1993,Consumer Discretionary,$2.40
05/04/2026,1630,FAF,1.3,"6,961 M",20.999,9.2668,<empty>,12.796,6.5,3.6324,Financials,$8.00
05/04/2026,1630,FANG,.4604,"60,114 M",23.913,26.242,1.1572,3.7354,5.73,2.6941,Energy,($1.35)
05/04/2026,1630,FAST,.7619,"51,524 M",7.089,41.062,13.352,33.842,1.13,1.9397,Industrials,$1.01
05/04/2026,1630,FCFS,.5071,"9,710 M",<empty>,23.565,3.5861,16.274,7.98,.87234,Financials,$12.47
05/04/2026,1630,FCG,.5439,825 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/04/2026,1630,FDX,1.362,"85,373 M",51.48,20.594,3.1034,15.869,18.73,1.4987,Industrials,$18.48
05/04/2026,1630,FICO,1.21,"24,582 M",235.16,33.883,-11.833,-47.099,31.54,<empty>,Information Technology,$36.29
05/04/2026,1630,FISV,.7975,"33,478 M",51.099,10.595,1.3907,13.048,6.34,<empty>,Financials,$7.86
05/04/2026,1630,FIVE,.9704,"12,779 M",40.967,29.62,4.8256,17.925,6.47,<empty>,Consumer Discretionary,$7.47
05/04/2026,1630,FLG,1.006,"5,777 M",<empty>,-61.508,.72062,-.6881,-.21,.30372,Financials,($0.68)
05/04/2026,1630,FLNG,.2126,"1,755 M",<empty>,18.08,1.8764,<empty>,1.38,12.024,Energy,$2.60
05/04/2026,1630,FLO,.4451,"1,769 M",47.437,27.204,1.7481,6.1781,.4,9.1057,Consumer Staples,$1.51
05/04/2026,1630,FLUT,1.26,"18,171 M",55.973,-122.78,4.1691,-3.8826,-1.75,<empty>,Consumer Discretionary,$2.33
05/04/2026,1630,FND,1.62,"5,212 M",36.967,28.578,2.3148,8.5274,1.84,<empty>,Consumer Discretionary,$0.98
05/04/2026,1630,FNF,1.001,"13,754 M",33.755,24.701,1.9927,7.7582,2.21,3.7003,Financials,$20.96
05/04/2026,1630,FORM,1.252,"10,475 M",2.0555,112.58,7.1982,6.7511,.87,<empty>,Information Technology,$0.47
05/04/2026,1630,FOUR,1.416,"3,490 M",69.816,58.349,8.699,9.8823,1.08,<empty>,Financials,$5.04
05/04/2026,1630,FOXA,.5377,"26,528 M",40.033,17.504,2.8435,16.823,4.17,.7527,Communication Services,$5.19
05/04/2026,1630,FR,1.099,"8,095 M",47.537,22.393,<empty>,12.838,2.59,3.172,Real Estate,$3.48
05/04/2026,1630,FROG,.9782,"6,370 M",.7418,-101.06,8.4187,-8.6478,-.62,<empty>,Information Technology,$1.22
05/04/2026,1630,FRPT,1.785,"3,123 M",28.787,23.074,2.4686,12.291,2.64,<empty>,Consumer Staples,$0.25
05/04/2026,1630,FRT,.9579,"9,889 M",51.195,21.543,2.8151,12.235,5.77,4.4246,Real Estate,$5.94
05/04/2026,1630,FSLY,.5844,"4,299 M",27.005,-12.29,1.6595,-12.843,-.83,<empty>,Information Technology,$0.33
05/04/2026,1630,FTNT,.9358,"65,333 M",22.877,32.814,47.678,135.72,2.42,<empty>,Information Technology,$2.94
05/04/2026,1630,FTV,1.081,"18,316 M",27.728,32.951,2.8173,6.8137,1.67,.35663,Industrials,$2.98
05/04/2026,1630,FTWO,.8019,79 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/04/2026,1630,FUTU,.4133,"21,876 M",.6813,15.927,4.4782,33.083,10.31,1.5835,Financials,$37.57
05/04/2026,1630,FUTY,.6494,"2,436 M",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/04/2026,1630,FWONK,.6606,"22,084 M",37.329,45.304,3.1809,7.6898,2.151,<empty>,Communication Services,$3.00
05/04/2026,1630,FWRG,1.084,752 M,<empty>,51.323,1.553,3.1812,.31,<empty>,Consumer Discretionary,($0.52)
05/04/2026,1630,FXA,.3875,107 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/04/2026,1630,FXB,.2838,85 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/04/2026,1630,FXC,.2234,79 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/04/2026,1630,FXE,.1787,453 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/04/2026,1630,FXF,.2009,495 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/04/2026,1630,FXI,.3035,"6,036 M",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/04/2026,1630,FXY,.2082,438 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/04/2026,1630,FYBR,.9018,"9,636 M",<empty>,-24.43,1.9898,-7.8033,-1.53,<empty>,Communication Services,($5.68)
05/04/2026,1630,GAP,2.002,"8,648 M",52.879,13.136,2.7384,<empty>,2.13,2.3588,Consumer Discretionary,$2.21
05/04/2026,1630,GD,.3409,"94,402 M",18.359,21.969,3.6169,17.974,15.89,1.7445,Industrials,$22.98
05/04/2026,1630,GDAXI:DE,<empty>,0,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/04/2026,1630,GDX,.6484,"26,402 M",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/04/2026,1630,GDXJ,.8397,"8,435 M",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/04/2026,1630,GE,1.377,"292,677 M",47.796,35.23,16.396,45.428,8.12,.54622,Industrials,$7.07
05/04/2026,1630,GEL,.7456,"2,071 M",<empty>,<empty>,-6.0775,<empty>,-4.19,4.3269,Energy,($0.05)
05/04/2026,1630,GII,.6405,979 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/04/2026,1630,GIL,1.084,"10,742 M",53.475,34.542,2.9192,10.563,1.69,1.6607,Consumer Discretionary,$2.16
05/04/2026,1630,GIS,-.0297,"18,375 M",47.126,10.96,2.5488,23.591,4.09,5.446,Consumer Staples,$3.05
05/04/2026,1630,GK,1.386,29 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,Industrials,<empty>
05/04/2026,1630,GLASF,.6183,808 M,<empty>,-16.091,<empty>,<empty>,-.55,<empty>,Consumer Staples,<empty>
05/04/2026,1630,GLBE,1.593,"5,442 M",1.9294,100.79,7.125,7.477,.39,<empty>,Consumer Discretionary,$1.65
05/04/2026,1630,GLD,.1697,"150,332 M",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/04/2026,1630,GLIN,.7167,97 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/04/2026,1630,GM,1.306,"68,256 M",47.801,29.172,1.0725,4.0146,2.74,.84564,Consumer Discretionary,$15.77
05/04/2026,1630,GME,1.779,"10,689 M",43.588,31.013,1.9663,8.0661,.77,<empty>,Consumer Discretionary,$1.33
05/04/2026,1630,GO,.6747,787 M,<empty>,-4.4217,1.0056,-20.624,-2.3,<empty>,Consumer Staples,$0.02
05/04/2026,1630,GOLF,.8665,"5,471 M",55.505,25.666,<empty>,<empty>,3.11,1.1777,Consumer Discretionary,$1.99
05/04/2026,1630,GOOG,1.081,"4,599,507 M",15.896,21.944,7.2673,38.885,13.11,.21908,Communication Services,$5.33
05/04/2026,1630,GOOGL,1.082,"4,643,244 M",15.896,21.944,7.2673,38.885,13.11,.21908,Communication Services,$5.33
05/04/2026,1630,GOOS,1.679,"1,084 M",<empty>,78.527,2.9908,<empty>,.1606,<empty>,Consumer Discretionary,$1.40
05/04/2026,1630,GPI,.8651,"3,926 M",<empty>,12.748,1.6801,11.233,26.42,.45713,Consumer Discretionary,$37.77
05/04/2026,1630,GPN,.7602,"19,762 M",43.216,17.472,.80039,4.8238,5.78,1.292,Financials,$8.44
05/04/2026,1630,GRID,1.267,"10,014 M",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/04/2026,1630,GRMN,.9599,"46,015 M",1.7758,25.687,4.789,19.899,8.96,1.8248,Consumer Discretionary,$7.54
05/04/2026,1630,GRNY,1.294,"4,361 M",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/04/2026,1630,GS,1.266,"266,471 M",76.606,15.487,2.3515,14.591,54.75,1.8322,Financials,($151.00)
05/04/2026,1630,GSG,.0771,"1,092 M",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/04/2026,1630,GTBIF,1.241,"1,768 M",<empty>,16.449,.97143,<empty>,.48,<empty>,Health Care,$0.91
05/04/2026,1630,GTLB,.8591,"4,152 M",.0438,-104.27,6.005,-6.3054,-.34,<empty>,Information Technology,$1.33
05/04/2026,1630,GTM,1.053,"1,943 M",<empty>,26.763,2.0714,7.7571,.38,<empty>,Communication Services,$1.20
05/04/2026,1630,GVAL,.6465,533 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/04/2026,1630,GVIP,1.084,506 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/04/2026,1630,GVZ:CGI,-1.481,0,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/04/2026,1630,H,1.301,"14,983 M",54.96,-393.98,4.5492,<empty>,-.34,.31296,Consumer Discretionary,$1.66
05/04/2026,1630,HACK,.7931,"2,039 M",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/04/2026,1630,HAL,.7718,"35,070 M",40.982,21.522,3.0201,14.627,1.81,1.744,Energy,$1.98
05/04/2026,1630,HBB,1,273 M,<empty>,8.4359,1.206,15.171,1.95,2.8875,Consumer Discretionary,$0.81
05/04/2026,1630,HBDC,.0817,86 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/04/2026,1630,HCA,1.193,"94,766 M",88.149,16.279,-16.787,-457.49,29.03,.62125,Health Care,$34.38
05/04/2026,1630,HD,.9998,"311,179 M",69.942,26.324,29.118,145.54,14.23,2.464,Consumer Discretionary,$12.74
05/04/2026,1630,HELE,1.22,545 M,49.345,-.45135,.51,-72.451,-39.08,<empty>,Consumer Discretionary,$5.73
05/04/2026,1630,HII,.2927,"14,308 M",36.293,22.097,2.6306,12.424,15.39,1.5967,Industrials,$20.20
05/04/2026,1630,HIMS,2.169,"6,301 M",67.152,63.383,13.641,25.228,.51,<empty>,Health Care,$0.26
05/04/2026,1630,HLN,.2046,"41,018 M",31.039,20.259,2.0324,10.273,.4982,1.8943,Health Care,$0.33
05/04/2026,1630,HLT,1.068,"70,885 M",181.24,46.367,-11.758,-30.257,6.55,.19732,,$9.08
05/04/2026,1630,HOOD,2.157,"68,934 M",.867,33.656,6.7018,21.461,2.06,<empty>,Financials,$3.33
05/04/2026,1630,HPP,1.767,490 M,<empty>,-.84543,.23028,<empty>,-12.81,3.6232,Real Estate,$1.75
05/04/2026,1630,HQY,.1733,"6,942 M",31.897,34.825,3.456,10.194,2.46,<empty>,Health Care,$4.74
05/04/2026,1630,HSI:HK,<empty>,0,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/04/2026,1630,HSY,.0737,"36,920 M",46.418,39.787,9.1752,23.234,5.37,2.6024,Consumer Staples,$8.62
05/04/2026,1630,HTZ,2.116,"1,830 M",<empty>,-2.1192,-3.4909,488.24,-2.43,<empty>,Industrials,($1.84)
05/04/2026,1630,HUBS,1.269,"12,737 M",<empty>,466.63,10.207,2.3102,.86,<empty>,Information Technology,$10.99
05/04/2026,1630,HUM,.6096,"28,570 M",37.266,18.528,1.1204,6.2799,9.37,2.0416,Health Care,$10.57
05/04/2026,1630,HYG,.4051,"16,782 M",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/04/2026,1630,HYLS,.4023,"1,638 M",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/04/2026,1630,IAK,.5661,360 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/04/2026,1630,IBB,.7438,"8,066 M",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/04/2026,1630,IBIT,.7143,"64,907 M",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/04/2026,1630,IDX,.3947,28 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/04/2026,1630,IDXX,1.599,"44,726 M",18.453,51.722,33.592,66.202,13.08,<empty>,Health Care,$12.98
05/04/2026,1630,IEF,.2662,"47,809 M",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/04/2026,1630,IFF,.9826,"17,904 M",25.402,-47.789,1.2174,-2.5592,-1.41,2.3742,Materials,$0.99
05/04/2026,1630,IGLB,.6352,"2,612 M",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/04/2026,1630,IGSB,.1247,"22,126 M",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/04/2026,1630,IIGD,.1442,31 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/04/2026,1630,IJT,1.076,"7,295 M",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/04/2026,1630,ILMN,1.466,"21,087 M",38.23,21.328,6.7278,33.822,5.5,<empty>,Health Care,$6.38
05/04/2026,1630,INDA,.4676,"6,546 M",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/04/2026,1630,INDY,.4654,580 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/04/2026,1630,INFL,.7194,"1,520 M",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/04/2026,1630,INMD,2.028,907 M,<empty>,10.273,1.3623,13.53,1.43,<empty>,Health Care,$1.30
05/04/2026,1630,INTC,1.903,"481,390 M",25.307,-64.07,1.9448,-2.9109,-.6,0,Information Technology,($0.66)
05/04/2026,1630,INVH,.8454,"16,960 M",49.09,26.165,1.6236,6.1925,.95,4.7485,Real Estate,$1.97
05/04/2026,1630,IONQ,2.908,"17,075 M",.5507,-24.647,4.282,-24.401,-1.82,<empty>,Information Technology,($1.07)
05/04/2026,1630,IPO,1.329,146 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/04/2026,1630,IRM,1.227,"38,149 M",103.55,111.02,-32.311,-43.894,.92,2.383,Real Estate,($3.73)
05/04/2026,1630,IRT,1.004,"3,880 M",40.864,74.737,1.0375,<empty>,.2,3.4251,Real Estate,$0.63
05/04/2026,1630,ITA,.7309,"13,363 M",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/04/2026,1630,ITB,1.321,"2,401 M",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/04/2026,1630,ITW,1.055,"72,495 M",53.345,24.162,23.24,96.848,10.77,2.4319,Industrials,$9.29
05/04/2026,1630,IVOL,.0304,339 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/04/2026,1630,IWC,1.101,"1,393 M",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/04/2026,1630,IWF,.1339,"125,290 M",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/04/2026,1630,IWM,1.118,"77,459 M",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/04/2026,1630,IWN,1.035,"13,416 M",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/04/2026,1630,IWO,1.195,"14,027 M",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/04/2026,1630,J,.7457,"15,355 M",37.968,35.558,4.6189,9.726,3.61,.94619,Industrials,$7.29
05/04/2026,1630,JACK,1.516,229 M,145.52,-4.504,-.46713,11.04,-4.24,1.9147,Consumer Discretionary,($0.94)
05/04/2026,1630,JBHT,1.284,"22,475 M",29.681,32.823,5.5593,16.676,6.44,.8353,Industrials,$10.78
05/04/2026,1630,JBLU,1.775,"1,782 M",<empty>,-2.2712,.90847,-33.514,-1.93,<empty>,Industrials,($3.18)
05/04/2026,1630,JBSAY,.1408,"32,030 M",<empty>,16.662,4.1911,<empty>,.8606,6.1101,Consumer Staples,<empty>
05/04/2026,1630,JETS,1.168,726 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/04/2026,1630,JNJ,.2693,"539,698 M",27.558,27.845,7.1276,26.416,8.63,2.1626,Health Care,$7.23
05/04/2026,1630,JNK,.4196,"7,253 M",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/04/2026,1630,JOBY,2.476,"8,711 M",2.3118,-11.729,8.5684,-80.087,-1.13,<empty>,Industrials,($0.68)
05/04/2026,1630,JOE,1.345,"3,742 M",41.937,32.491,4.7145,<empty>,1.93,.92357,Real Estate,$3.45
05/04/2026,1630,JOET,1.037,235 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/04/2026,1630,JPM,1.022,"824,352 M",<empty>,14.091,2.2913,16.465,20.89,2.0057,Financials,($53.23)
05/04/2026,1630,JPXN,.5731,143 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/04/2026,1630,JYNT,1.13,126 M,<empty>,-436.02,8.1918,-1.4998,.19,<empty>,Health Care,$0.02
05/04/2026,1630,K,.2238,"29,031 M",45.493,21.302,6.452,32.112,3.66,2.9382,Consumer Staples,$1.73
05/04/2026,1630,KBA,.3682,190 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/04/2026,1630,KBWP,.4395,247 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/04/2026,1630,KCE,1.25,452 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/04/2026,1630,KDP,1,"39,279 M",37.97,19.527,1.418,6.3121,1.35,3.4941,Consumer Staples,$1.16
05/04/2026,1630,KEMX,.8776,121 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/04/2026,1630,KHC,1,"26,540 M",31.054,-4.8945,.68572,-12.837,-4.93,6.6308,Consumer Staples,$3.08
05/04/2026,1630,KLAC,1.474,"223,807 M",50.241,41.682,33.059,94.976,35.31,.12904,Information Technology,$30.51
05/04/2026,1630,KMX,1.225,"5,230 M",72.691,25.707,1.0395,4.0767,1.68,<empty>,Consumer Discretionary,$8.44
05/04/2026,1630,KNX,1.136,"10,097 M",21.103,274.94,1.3259,.4781,.21,1.2852,Industrials,<empty>
05/04/2026,1630,KO,.3629,"336,411 M",49.062,24.126,9.8155,43.372,3.18,2.6851,Consumer Staples,$2.92
05/04/2026,1630,KR,.4739,"41,379 M",72.564,40.812,6.5215,14.405,1.54,2.1798,Consumer Staples,$5.30
05/04/2026,1630,KRE,.8523,"4,112 M",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/04/2026,1630,KSA,.3072,713 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/04/2026,1630,KSS,1.527,"1,593 M",60.414,7.3403,.48336,6.9299,2.38,2.8621,Consumer Discretionary,$9.00
05/04/2026,1630,KVUE,.2263,"32,927 M",36.926,22.618,3.0597,14.388,.76,4.7993,Consumer Staples,$0.90
05/04/2026,1630,KW,.9125,"1,516 M",<empty>,-34.374,1.7891,<empty>,-.28,4.9638,Real Estate,($0.23)
05/04/2026,1630,KWEB,.3038,"6,424 M",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/04/2026,1630,LAMR,1.191,"14,154 M",74.617,21.938,12.68,57.224,5.77,4.8981,Real Estate,$7.06
05/04/2026,1630,LCID,.8353,"2,450 M",38.347,-.89482,4.8241,-66.02,-12.09,<empty>,Consumer Discretionary,($12.19)
05/04/2026,1630,LEVI,1.326,"8,496 M",45.32,16.313,3.8621,25.413,1.56,2.482,Consumer Discretionary,$1.20
05/04/2026,1630,LFMD,1.809,242 M,<empty>,-10.538,6.8707,-131.16,.25,<empty>,Health Care,($0.10)
05/04/2026,1630,LFST,1.324,"2,820 M",20.77,352,1.7973,.6512,.02,<empty>,Health Care,$0.29
