Date,Time,Symbol,Last,%Change,Sector,Beta,StandardDeviation,Free Cash Flow Per Share - Current (LTM),52High,52Low,SimpleMovingAvg,SimpleMovingAvg,SimpleMovingAvg,A_MCADays_Streak,A_MACD_BRR,A_MACDH_D_BRR,Volume,A_VolumeSpike,VolumeAvg,VolumeAvg,VolumeRateOfChange,A_Perf2M,A_Perf2Wk,A_Perf3D,A_3mnHigh,A_3mnLow,A_3mnHighLow,A_3wkHighLow,A_EarningsDays,Market Cap
05/11/2026,1630,$COMP,26274.1255,+0.10%,,1.212,587.36,<empty>,26359.3082,18472.7088,24880.72,23275.07,22853.04,4.0,1.0,0.57,<empty>,NaN,NaN,NaN,NaN,15.66,5.57,1.68,25223.06,20690.29,-20690.29,-23895.17,NaN,0
05/11/2026,1630,$DJI,49704.47,+0.19%,,1,290.58,<empty>,50512.79,41354.09,49251.66,47890.02,47356.7,-3.0,-0.94,-0.41,"493,233,969",-100100.36,5.1221277356E8,5.3061415113E8,3.48,4.82,1.09,-0.41,50513.62,45057.29,-45057.29,50130.02,NaN,0
05/11/2026,1630,$DXY,97.937,+0.04%,,<empty>,0.321,<empty>,101.977,95.551,98.317,98.975,98.53,-2.0,-0.3,-0.52,<empty>,NaN,NaN,NaN,NaN,-1.323,-0.538,-0.08,101.28,96.62,101.28,-98.03,NaN,0
05/11/2026,1630,/6B[M26],1.3609,-0.10%,,.3089,0.0048,<empty>,1.3869,1.3011,1.3543,1.3426,1.342,2.0,0.69,0.52,"111,511",-100000.43,109538.76,105351.8594,7.6486,1.4764,0.5616,0.1251,1.61,1.28,-1.28,1.06,NaN,0
05/11/2026,1630,/6C[M26],.73220,+0.01%,,.2666,0.0019,<empty>,0.74315,0.70845,0.7333,0.73058,0.72563,-6.0,-0.58,-0.4,"53,528",-300106.41,77077.72,74664.125,-22.37481,-0.50955,-0.43514,-0.34027,1.61,1.28,-1.28,1.06,NaN,0
05/11/2026,1630,/6E[M26],1.18025,+0.03%,,.1322,0.00306,<empty>,1.21105,1.11115,1.17648,1.16746,1.17064,4.0,0.7,0.49,"122,410",-200000.43,223317.72,209675.60938,-29.11206,2.00951,0.46391,0.27187,1.62,1.4,-1.4,-1.07,NaN,0
05/11/2026,1630,/6J[M26],.0063810,-0.31%,,.041,5.26E-5,<empty>,0.007078,0.006243,0.006339,0.0063312,0.0065215,-3.0,0.88,-0.61,"79,504",200109.04,164005.1,168264.21875,-41.3380162,1.4064362,1.3178787,-0.5300078,0.6,0.07,-0.07,0.03,NaN,0
05/11/2026,1630,/BTC[K26],82070,+2.10%,,.9922,1979.0,<empty>,127240.0,60005.0,78037.0,73483.0,93148.0,1.0,1.0,1.0,"9,329",100762.0,8900.0,8959.0,10.0,16.0,6.0,0.0,79930.0,62591.0,-62591.0,83215.0,NaN,0
05/11/2026,1630,/BZ[N26],104.42,+3.09%,,.055,4.04,<empty>,119.4,58.72,103.32,100.76,74.32,-5.0,-0.25,-0.34,"33,446",-101000.45,71658.02,67444.69,-26.8,12.22,-3.55,2.41,119.44,67.58,119.44,115.05,NaN,0
05/11/2026,1630,/CL[M26],98.25,+2.97%,,1.29,4.51,<empty>,119.48,54.98,96.44,95.01,69.92,-5.0,-0.25,-0.42,"230,067",100321.44,429914.5,405543.84,-37.23,11.13,1.62,2.12,119.44,62.58,119.44,111.07,NaN,0
