Date,Time,Symbol,Last,%Change,Sector,Beta,StandardDeviation,Free Cash Flow Per Share - Current (LTM),52High,52Low,SimpleMovingAvg,SimpleMovingAvg,SimpleMovingAvg,A_MCADays_Streak,A_MACD_BRR,A_MACDH_D_BRR,Volume,A_VolumeSpike,VolumeAvg,VolumeAvg,VolumeRateOfChange,A_Perf2M,A_Perf2Wk,A_Perf3D,A_3mnHigh,A_3mnLow,A_3mnHighLow,A_3wkHighLow,A_EarningsDays,Market Cap
05/12/2026,1630,$COMP,26088.2033,-0.71%,,1.212,609.09,<empty>,26359.3082,18599.6866,25003.18,23341.86,22877.94,-1.0,-1.0,-0.52,<empty>,NaN,NaN,NaN,NaN,16.92,5.78,1.09,25223.07,20690.3,-20690.3,-24199.15,NaN,0
05/12/2026,1630,$DJI,49760.56,+0.11%,,1,305.42,<empty>,50512.79,41354.09,49312.89,47907.14,47380.99,-4.0,-0.93,-0.4,"498,364,244",-100100.37,5.1113313022E8,5.2865671589E8,16.87,6.6,1.26,0.33,50499.62,45057.3,-45057.3,50130.03,NaN,0
05/12/2026,1630,$DXY,98.289,+0.34%,,<empty>,0.318,<empty>,101.259,95.551,98.325,98.969,98.521,1.0,0.32,0.56,<empty>,NaN,NaN,NaN,NaN,-1.459,-0.324,0.033,101.29,97.62,101.29,-98.04,NaN,0
05/12/2026,1630,/6B[M26],1.3539,+0.05%,,.3089,0.0041,<empty>,1.3869,1.3011,1.354,1.3433,1.3422,-2.0,-0.63,-0.4,649,-100000.45,104913.74,104068.7969,-99.3138,2.413,0.4899,-0.6749,1.62,1.3,-1.3,1.08,NaN,0
05/12/2026,1630,/6C[M26],.73125,+0.03%,,.2666,0.00206,<empty>,0.74315,0.70845,0.73352,0.73056,0.72564,-8.0,-0.51,-0.33,"1,009",-300106.43,73353.6,73497.03125,-98.35412,-0.08881,-0.12293,-0.15702,1.46,1.3,-1.3,1.08,NaN,0
05/12/2026,1630,/6E[M26],1.17570,-0.02%,,.1322,0.00289,<empty>,1.21105,1.1151,1.17575,1.16785,1.1707,-2.0,-0.67,-0.44,"1,642",-200000.45,211424.1,206655.40625,-99.06535,2.53347,0.49147,-0.42348,1.62,1.42,-1.42,-1.09,NaN,0
05/12/2026,1630,/6J[M26],.0063630,-0.02%,,.041,4.79E-5,<empty>,0.007078,0.006243,0.0063426,0.0063316,0.0065173,-5.0,-0.85,-0.48,"1,085",200109.06,158711.2,164121.046875,-99.2157741,0.8239582,1.6697292,-0.5936572,0.62,0.09,-0.09,0.05,NaN,0
05/12/2026,1630,/BTC[K26],80795,-0.25%,,.9922,2033.0,<empty>,127240.0,60005.0,78654.0,73956.0,92770.0,-2.0,-1.0,-1.0,55,100762.0,8470.0,8816.0,-99.0,13.0,6.0,1.0,82120.0,62591.0,83215.0,83215.0,NaN,0
05/12/2026,1630,/BZ[N26],107.41,-0.33%,,.055,3.81,<empty>,119.4,58.72,104.56,101.87,74.7,2.0,0.26,0.41,87,-101000.47,64875.64,66408.03,-99.83,3.42,-4.02,6.89,119.46,67.6,119.46,115.07,NaN,0
05/12/2026,1630,/CL[M26],102.02,-0.16%,,1.29,4.1,<empty>,119.48,54.98,97.47,96.18,70.28,2.0,0.28,0.5,"1,527",100321.46,397446.36,400940.95,-99.56,2.73,-5.96,7.75,119.46,62.6,119.46,111.09,NaN,0
05/12/2026,1630,/GC[M26],4728.3,+0.89%,,.1486,69.9,<empty>,5626.8,3123.3,4698.9,4764.2,4333.1,7.0,0.4,0.7,"3,510",0.0,150448.4,148824.5,-97.6,-5.9,3.7,0.1,5434.5,4100.4,-4100.4,-4510.1,NaN,0
05/12/2026,1630,/HG[N26],6.6345,+1.58%,,.037,0.2499,<empty>,6.659,4.3325,6.1251,5.8773,5.376,7.0,0.96,0.94,543,0.0,42999.5,44778.7031,-98.78,16.9075,11.9463,5.6029,6.15,5.36,-5.36,-6.07,NaN,0
