Date,Time,Symbol,Beta,Market Cap,Long-term Debt to Capital - Current (LTM),Price / Earnings Ratio - Current,Price / Book Value Ratio - Current,Return on Equity (ROE) - Current (LTM),EPS,Div. Yield - Current,Sector,Free Cash Flow Per Share - Current (LTM)
05/22/2026,1630,AMN,.3147,"1,073 M",51.763,-21.859,.99462,-4.5444,-.86,<empty>,Health Care,$18.27
05/22/2026,1630,AMPH,.8902,812 M,46.24,11.753,1.1307,10.393,1.66,<empty>,Health Care,$2.88
05/22/2026,1630,AMZN,1.446,"2,864,833 M",32.192,24.908,5.0683,24.285,8.36,<empty>,Consumer Discretionary,($0.23)
05/22/2026,1630,AN,.7589,"6,357 M",<empty>,10.644,2.9736,29.33,18.44,<empty>,Consumer Discretionary,($2.85)
05/22/2026,1630,AQWA,.9081,25 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/22/2026,1630,AR,.4239,"11,386 M",32.483,13.743,1.6308,12.837,3.09,<empty>,Energy,$3.08
05/22/2026,1630,ARE,1.175,"8,429 M",33.533,-7.4065,.50365,-4.1438,-6.27,8.7893,Real Estate,$8.24
05/22/2026,1630,ARGT,.9372,802 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/22/2026,1630,ARHS,2.333,895 M,<empty>,14.783,2.571,<empty>,.47,<empty>,Consumer Discretionary,$0.10
05/22/2026,1630,ARKK,1.979,"5,982 M",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/22/2026,1630,ARQQ,2.708,274 M,1.624,-15.078,21.756,-181.44,-3.03,<empty>,Information Technology,($2.18)
05/22/2026,1630,AS,1.128,"20,515 M",8.9098,40.553,2.7574,7.8822,.81,<empty>,Consumer Discretionary,$0.78
05/22/2026,1630,ASBFF,.4235,"18,028 M",<empty>,<empty>,<empty>,<empty>,1.797,<empty>,Consumer Staples,<empty>
05/22/2026,1630,ASO,1.023,"3,388 M",42.865,9.9296,1.6454,18.047,5.54,.98164,Consumer Discretionary,$3.32
05/22/2026,1630,ATRO,1.107,"2,898 M",68.993,56.662,15.48,21.179,1.22,<empty>,Industrials,$0.68
05/22/2026,1630,AVB,.8031,"26,339 M",37.521,20.258,1.9748,9.7185,8.07,4.3036,Real Estate,$11.84
05/22/2026,1630,AVGO,1.41,"1,960,815 M",43.723,64.567,19.644,33.371,5.13,.74857,Information Technology,$6.12
05/22/2026,1630,AVO,.5783,844 M,22.661,28.743,1.6246,5.6857,.46,<empty>,Consumer Staples,$0.54
05/22/2026,1630,AVTR,.9292,"5,544 M",40.184,-9.653,.94873,-9.4362,-.81,<empty>,Health Care,$0.65
05/22/2026,1630,AWI,1.175,"6,719 M",37.055,23.367,7.8648,36.34,7.05,.804,Industrials,$5.53
05/22/2026,1630,AXP,1.066,"212,736 M",62.2,18.882,6.0683,34.419,16.02,1.1274,Financials,$20.73
05/22/2026,1630,AZO,.4007,"56,128 M",125.97,26.997,-21.911,-66.383,142.7,<empty>,Consumer Discretionary,$95.97
05/22/2026,1630,B,-.1014,"68,160 M",11.241,11.311,2.5041,25.176,3.62,1.4073,Materials,$2.99
05/22/2026,1630,BA,1.201,"172,654 M",84.097,79.736,26.22,169.95,2.53,<empty>,Industrials,($1.82)
05/22/2026,1630,BABA,.4709,"311,887 M",17.698,19.667,1.8946,9.2156,6.366,.83685,Consumer Discretionary,($3.17)
05/22/2026,1630,BAC,1.198,"367,603 M",<empty>,12.112,1.2609,10.644,4.03,2.2564,Financials,$7.63
05/22/2026,1630,BALL,1.054,"15,046 M",52.968,17.183,2.8095,16.786,3.44,1.3534,Materials,$2.21
05/22/2026,1630,BBN,.6738,970 M,<empty>,<empty>,<empty>,<empty>,1.27,<empty>,,<empty>
05/22/2026,1630,BBWI,1.425,"3,577 M",121.88,7.0097,-3.4206,-48.76,3.11,3.6697,Consumer Discretionary,$4.16
05/22/2026,1630,BBY,1.252,"12,985 M",49.31,12.917,4.5926,37.041,5.04,5.8372,Consumer Discretionary,$5.96
05/22/2026,1630,BCO,1.054,"4,314 M",<empty>,24.13,16.296,<empty>,4.28,.98427,Industrials,$13.03
05/22/2026,1630,BDRY,.7177,40 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/22/2026,1630,BEAM,2.13,"2,946 M",<empty>,-37.102,2.0342,-5.7685,-.49,<empty>,Health Care,($3.74)
05/22/2026,1630,BEPC,1.138,"6,839 M",57.568,-3.0048,-5.1773,-47.773,-25.06,3.8413,Utilities,($1.86)
05/22/2026,1630,BIDU,.4501,"43,481 M",16.874,-705,.9722,.3193,-.1505,<empty>,Communication Services,($4.60)
05/22/2026,1630,BIO,1.104,"7,700 M",11.441,44.664,1.0915,2.495,6.01,<empty>,Health Care,$13.21
05/22/2026,1630,BIP,1.056,"18,235 M",<empty>,54.605,3.5808,6.7303,.66,4.8311,Utilities,($2.86)
05/22/2026,1630,BIRK,1.07,"7,610 M",30.557,16.1,1.9705,12.504,2.2,<empty>,Consumer Discretionary,$1.94
05/22/2026,1630,BITO,1.723,"1,752 M",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/22/2026,1630,BJ,1.5,"11,063 M",48.557,21.105,5.453,28.596,4.38,<empty>,Consumer Staples,$2.50
05/22/2026,1630,BJRI,1.266,937 M,50.092,17.635,1.9833,11.922,1.99,<empty>,Consumer Discretionary,$3.71
05/22/2026,1630,BK,1.06,"94,144 M",<empty>,14.717,<empty>,<empty>,8.06,1.7365,Financials,$1.83
05/22/2026,1630,BKNG,-1.282,"124,802 M",153.34,22.108,-15.058,-82.96,7.583,.9358,Consumer Discretionary,$11.24
05/22/2026,1630,BKV,1.049,"3,095 M",<empty>,8.7586,1.4073,<empty>,3.37,<empty>,Energy,($4.94)
05/22/2026,1630,BLDR,1.449,"7,976 M",55.466,31.246,2.2107,6.9579,2.62,<empty>,Industrials,$7.80
05/22/2026,1630,BLK,1.463,"166,566 M",17.203,24.148,2.6358,11.899,39.73,2.221,Financials,$23.68
05/22/2026,1630,BLMN,1.121,669 M,75.687,21.564,1.1358,6.8196,.25,5.7034,Consumer Discretionary,$1.40
05/22/2026,1630,BLOK,1,"1,349 M",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/22/2026,1630,BNDD,.4798,9.8 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/22/2026,1630,BNO,.006,861 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/22/2026,1630,BOOT,1.665,"4,693 M",32.681,20.303,3.4385,18.441,7.35,<empty>,Consumer Discretionary,$4.13
05/22/2026,1630,BP,.1832,"114,227 M",42.118,39.526,2.2186,5.8419,1.236,4.1472,Energy,$0.74
05/22/2026,1630,BRBR,.5019,"1,036 M",168.71,12.539,-3.7584,-42.08,1.29,<empty>,Consumer Staples,$1.53
05/22/2026,1630,BRCB,2.017,147 M,57.964,799.31,4.9246,-30.512,.0177,<empty>,Consumer Discretionary,($2.20)
05/22/2026,1630,BRKR,1.169,"6,955 M",39.519,-150.68,2.245,-.4317,-.24,.55371,Health Care,$0.01
05/22/2026,1630,BROS,2.236,"7,150 M",53.694,79.911,9.2594,13.8,.64,<empty>,Consumer Discretionary,$0.72
05/22/2026,1630,BTAL,-.6205,301 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/22/2026,1630,BTC,1.473,"4,018 M",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/22/2026,1630,BTC-USD,4.752,"-1,868 M",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/22/2026,1630,BTI,.3408,"141,342 M",38.104,12.071,1.9895,15.824,4.701,5.8149,Consumer Staples,$3.49
05/22/2026,1630,BUD,.5756,"161,587 M",42.248,19.159,1.5426,9.0937,3.61,2.0935,Consumer Staples,$5.66
05/22/2026,1630,BULL,2.706,"3,287 M",6.756,-6.3273,4.002,3.0021,-1.251,<empty>,Financials,$1.41
05/22/2026,1630,BURL,1.43,"20,389 M",70.53,31.11,10.148,38.402,9.51,<empty>,Consumer Discretionary,$2.72
05/22/2026,1630,BUXX,.0005,462 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/22/2026,1630,BXP,1.079,"9,615 M",60.266,26.08,1.5984,5.5253,1.99,5.9345,Real Estate,$7.52
05/22/2026,1630,BYD,1.123,"5,895 M",51.477,3.5618,2.4246,94.281,22.62,.90046,Consumer Discretionary,$2.46
05/22/2026,1630,BYDDF,.1774,"106,534 M",<empty>,<empty>,<empty>,<empty>,.2821,<empty>,Consumer Discretionary,<empty>
05/22/2026,1630,C,1.107,"213,351 M",<empty>,14.103,1.0106,7.649,8.09,2.081,Financials,($20.72)
05/22/2026,1630,CACC,1.382,"5,699 M",<empty>,10.573,2.9151,28.118,40.12,<empty>,Financials,$94.71
05/22/2026,1630,CAG,-.0242,"6,488 M",41.668,-186.26,1.0824,-.5111,-.1,7.5799,Consumer Staples,$1.76
05/22/2026,1630,CAH,.5169,"47,000 M",132.05,32.324,-17.535,-67.746,6.55,.96673,Health Care,$18.48
05/22/2026,1630,CAKE,1.012,"3,038 M",73.15,16.044,5.9351,41.329,3.41,2.0274,Consumer Discretionary,$3.68
05/22/2026,1630,CAMT,1.552,"7,706 M",41.681,152.73,10.228,7.5651,.97,0,Information Technology,$2.78
05/22/2026,1630,CANE,-.0284,90 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/22/2026,1630,CARR,1.346,"52,443 M",41.09,37.53,3.4802,9.9074,1.53,1.6516,Industrials,$2.00
05/22/2026,1630,CASY,.6311,"30,492 M",41.401,34.82,5.8222,17.882,17.42,.36439,Consumer Staples,$17.98
05/22/2026,1630,CAT,1.554,"405,270 M",49.642,35.278,17.488,51.331,20.08,.85255,Industrials,$16.91
05/22/2026,1630,CAVA,1.882,"9,367 M",33.527,169.61,<empty>,8.6418,.52,<empty>,Consumer Discretionary,$0.23
05/22/2026,1630,CBRL,1.275,724 M,61.293,-156.53,1.5809,-.9048,-.2,3.3201,Consumer Discretionary,($0.96)
05/22/2026,1630,CCK,.6482,"10,807 M",59.304,15.939,3.7975,26.185,6.29,1.1272,Materials,$8.72
05/22/2026,1630,CCL,2.319,"35,986 M",62.876,14.142,3.3533,27.853,2.27,.47544,Consumer Discretionary,$2.25
05/22/2026,1630,CCRN,.4544,405 M,<empty>,-3.0667,.93881,<empty>,-3.05,<empty>,Health Care,$1.23
05/22/2026,1630,CELH,.9621,"7,700 M",18.143,80.641,7.2775,8.1189,.43,<empty>,Consumer Staples,$0.96
05/22/2026,1630,CF,.4495,"18,697 M",29.581,11.718,3.7336,27.3,11.1,1.5404,Materials,$10.23
05/22/2026,1630,CFG,.9973,"26,595 M",<empty>,14.203,1.0618,7.7393,4.22,2.9348,Financials,$5.50
05/22/2026,1630,CFLT,.9658,"11,134 M",<empty>,-35.21,9.2116,-27.721,-.86,<empty>,Information Technology,$0.11
05/22/2026,1630,CFRUY,1.258,"116,001 M",22.702,24.973,4.2963,18.13,.8176,1.9355,Consumer Discretionary,$7.78
05/22/2026,1630,CG,1.876,"16,354 M",66.466,32.626,3.2225,9.3635,1.46,2.8932,Financials,($11.89)
05/22/2026,1630,CHD,.4841,"22,806 M",35.847,30.756,5.2811,16.779,3.04,1.2832,Consumer Staples,$4.44
05/22/2026,1630,CHDN,.6865,"5,933 M",80.27,16.361,5.7125,35.001,5.43,.48759,Consumer Discretionary,$5.38
05/22/2026,1630,CHEF,2.138,"3,118 M",58.208,32.521,3.9845,13.812,1.83,<empty>,Consumer Staples,$2.09
05/22/2026,1630,CHH,.6726,"5,146 M",93.884,13.935,34.063,940.81,7.4,1.1111,Consumer Discretionary,$2.18
05/22/2026,1630,CHPT,1.785,171 M,80.327,-.63656,6.8387,-277.38,-9.41,<empty>,Industrials,($2.86)
05/22/2026,1630,CHRD,.4463,"8,106 M",15.606,-119.21,.99455,-.8013,-1.03,3.6573,Energy,$8.77
05/22/2026,1630,CHTR,.7731,"17,851 M",81.439,5.8334,1.6204,27.505,36.96,<empty>,Communication Services,$30.73
05/22/2026,1630,CHWY,1.469,"8,638 M",49.18,55.981,24.271,58.678,.52,<empty>,Consumer Discretionary,$1.36
05/22/2026,1630,CI,.2731,"75,720 M",40.047,11.302,1.6722,16.269,113.7,2.283,Health Care,$28.94
05/22/2026,1630,CLOX,.1085,284 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/22/2026,1630,CLOZ,.1305,667 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/22/2026,1630,CLX,.5761,"11,501 M",61.381,16.795,-187.03,546.1,6.15,4.7863,Consumer Staples,$3.11
05/22/2026,1630,CMCSA,.7232,"90,038 M",48.713,5.6022,1.1633,20.918,5.1,4.5977,Communication Services,$4.84
05/22/2026,1630,CMG,1.001,"42,189 M",64.49,29.335,17.112,49.232,1.09,<empty>,Consumer Discretionary,$1.14
05/22/2026,1630,CMI,1.209,"88,251 M",33.07,27.944,6.0109,21.994,19.25,1.4535,Industrials,$19.34
05/22/2026,1630,CNA,.3385,"11,917 M",<empty>,10.272,1.1442,11.497,4.47,4.0505,Financials,<empty>
05/22/2026,1630,CNC,.9495,"29,203 M",43.031,-2.5001,.75447,-26.044,-13.05,<empty>,Health Care,$14.45
05/22/2026,1630,CNH,1.59,"12,536 M",77.514,7.5026,2.065,29.735,.32,3.6265,,($0.37)
05/22/2026,1630,CNX,.6347,"4,996 M",<empty>,5.3135,1.1827,28.081,7.5,<empty>,Energy,$3.98
05/22/2026,1630,COAL,.8534,67 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/22/2026,1630,COCO,.7318,"4,343 M",3.5226,34.685,7.7688,<empty>,1.38,<empty>,Consumer Staples,$1.13
05/22/2026,1630,COF,1.043,"116,860 M",<empty>,42.481,1.0514,3.2593,3.91,1.5348,Financials,$45.02
05/22/2026,1630,COIN,3.208,"48,738 M",28.579,60.984,3.4119,6.6859,2.72,<empty>,Financials,$6.68
05/22/2026,1630,COM,.0011,291 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/22/2026,1630,COP,.1812,"146,756 M",25.336,22.449,2.4917,11.284,5.9,2.4545,Energy,$4.72
05/22/2026,1630,COPJ,1.229,164 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/22/2026,1630,COPX,1.074,"7,533 M",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/22/2026,1630,CORN,-.0855,274 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/22/2026,1630,COST,.9097,"456,181 M",20.199,52.961,14.083,29.651,19.23,.51056,Consumer Staples,$20.49
05/22/2026,1630,CP,1.091,"76,576 M",30.505,24.398,2.1035,8.4275,3.216,.8331,Industrials,$1.62
05/22/2026,1630,CPAY,.8534,"22,739 M",46.5,17.454,5.4825,32.124,16.7,<empty>,Financials,$18.87
05/22/2026,1630,CPER,.4858,753 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/22/2026,1630,CPNG,1.17,"28,936 M",33.959,-191.08,8.6896,-3.9865,-.1,<empty>,Consumer Discretionary,$0.16
05/22/2026,1630,CPRI,1.48,"2,202 M",<empty>,-2.579,28.357,-195.59,-4.28,<empty>,Consumer Discretionary,($1.12)
05/22/2026,1630,CPT,.8304,"10,649 M",40.137,27.15,2.5204,9.0651,3.58,4.3109,Real Estate,$7.67
05/22/2026,1630,CRCL,2.86,"28,119 M",.3431,-1373.5,6.8942,-2.9755,-.23,<empty>,Information Technology,$2.10
05/22/2026,1630,CRI,.8951,"1,372 M",50.026,14.437,1.4252,10.204,2.49,2.7847,Consumer Discretionary,$3.58
05/22/2026,1630,CRM,1.123,"147,307 M",16.77,27.217,3.3346,12.396,7.8,.78383,Information Technology,$15.16
05/22/2026,1630,CRSP,1.504,"4,857 M",29.553,-7.7297,2.5268,-31.206,-6.17,<empty>,Health Care,($4.61)
05/22/2026,1630,CRWD,1.076,"168,875 M",15.15,-679.08,25.254,-4.1369,-.65,<empty>,Information Technology,$4.95
05/22/2026,1630,CSCO,.9537,"474,588 M",25.236,29.668,7.1775,25.229,3,1.8537,Information Technology,$2.98
05/22/2026,1630,CSX,1.229,"84,582 M",56.707,25.175,5.618,23.684,1.63,1.2911,Industrials,$1.02
05/22/2026,1630,CTA,-.2573,"1,642 M",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/22/2026,1630,CUBE,1.124,"9,072 M",50.96,25.63,3.1329,11.562,1.43,5.7299,Real Estate,<empty>
05/22/2026,1630,CURB,.5616,"2,989 M",23.903,86.088,1.437,1.7152,.3,2.5204,Real Estate,$1.15
05/22/2026,1630,CVNA,1.96,"48,908 M",51.087,36.757,12.085,60.172,1.726,<empty>,Consumer Discretionary,$1.06
05/22/2026,1630,CVS,.6154,"118,993 M",47.352,31.288,1.1804,3.7519,2.28,3.7037,Health Care,$5.82
05/22/2026,1630,CVX,.5003,"381,252 M",16.865,35.99,2.227,6.6377,5.74,3.3398,Energy,$7.22
05/22/2026,1630,CWH,2.145,473 M,<empty>,-4.5786,2.0183,-26.629,-1.49,5.4905,Consumer Discretionary,($1.68)
05/22/2026,1630,CZR,1.835,"5,799 M",87.459,-11.184,1.5784,-10.716,-2.36,<empty>,Consumer Discretionary,$2.59
05/22/2026,1630,D,.6474,"59,517 M",53.021,18.262,1.93,9.7873,3.37,4.319,Utilities,($8.61)
05/22/2026,1630,DAL,1.293,"50,024 M",39.196,9.7016,2.132,24.99,6.85,1.1282,Industrials,$6.03
05/22/2026,1630,DAPP,3.39,531 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/22/2026,1630,DAR,1.1,"9,313 M",45.302,46.916,2.107,4.8787,1.38,<empty>,Consumer Staples,$3.48
05/22/2026,1630,DASH,1.897,"69,824 M",23.576,71.569,6.4188,9.922,2.11,<empty>,Consumer Discretionary,$4.07
05/22/2026,1630,DDOG,1.358,"79,137 M",23.584,309.47,10.533,3.9297,.39,<empty>,Information Technology,$2.74
05/22/2026,1630,DDS,1.183,"8,774 M",<empty>,13.433,4.3553,33.835,42.07,.1503,Consumer Discretionary,$48.36
05/22/2026,1630,DE,.9429,"142,927 M",47.057,29.765,5.4227,19.566,17.65,1.2273,Industrials,$13.22
05/22/2026,1630,DECK,1.106,"15,142 M",9.0135,14.785,5.6546,39.688,7.02,<empty>,Consumer Discretionary,$6.28
05/22/2026,1630,DELL,1,"191,746 M",80.645,13.184,-30.208,-307.8,8.68,1.835,Information Technology,$12.67
05/22/2026,1630,DEO,.5518,"47,879 M",55.252,19.969,4.142,19.717,4.328,3.8389,Consumer Staples,$1.13
05/22/2026,1630,DG,.2993,"23,267 M",58.487,20.939,3.7108,18.992,6.85,1.6454,Consumer Staples,$10.87
05/22/2026,1630,DGX,.6114,"21,609 M",40.493,21.655,2.9533,14.539,9.05,1.6634,Health Care,$11.97
05/22/2026,1630,DIN,.9725,385 M,116.25,22.8,-1.1264,-6.4459,1.15,5.56,Consumer Discretionary,$2.62
05/22/2026,1630,DIS,1.414,"178,861 M",23.65,14.768,1.4835,11.01,6.25,1.623,Communication Services,$3.98
05/22/2026,1630,DK,.5429,"2,677 M",86.979,-55.17,52.555,3.7735,-.94,2.2632,Energy,$7.70
05/22/2026,1630,DKL,.4664,"2,728 M",100.37,15.698,-132.15,439.37,3.17,9.0233,Energy,$1.89
05/22/2026,1630,DKNG,1.5,"12,463 M",75.584,236.04,17.715,7.9357,.09,<empty>,Consumer Discretionary,$1.15
05/22/2026,1630,DLTR,.5865,"18,495 M",56.014,19.796,6.2165,31.693,6.22,<empty>,Consumer Staples,$6.41
05/22/2026,1630,DOC,1.027,"13,602 M",49.664,51.525,1.4596,2.7996,.32,7.4257,Real Estate,$1.77
05/22/2026,1630,DOCU,1,"9,623 M",8.0124,35.5,5.4179,15.768,1.48,<empty>,Information Technology,$5.24
05/22/2026,1630,DOV,1.196,"28,265 M",24.093,26.042,3.7477,14.998,8.02,.99544,Industrials,$8.33
05/22/2026,1630,DOW,1,"25,954 M",50.552,-10.419,1.9686,-15.262,-4,4.2017,Materials,($0.53)
05/22/2026,1630,DPZ,1.04,"10,528 M",413.25,21.491,-3.2017,-15.138,17.37,1.9312,Consumer Discretionary,$19.33
05/22/2026,1630,DRI,.5771,"23,309 M",74.084,22.886,11.845,51.539,9.44,2.7155,Consumer Discretionary,$8.56
05/22/2026,1630,DRLL,.4786,297 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/22/2026,1630,DRVN,.9839,"2,271 M",69.55,18.525,3.1782,19.217,.85,<empty>,Consumer Discretionary,$0.66
05/22/2026,1630,DT,.7404,"12,012 M",5.1062,68.481,4.1726,6.2175,.54,<empty>,Information Technology,$1.76
05/22/2026,1630,DVN,.5166,"54,444 M",31.467,13.941,2.0255,15.178,3.59,1.9078,Energy,$3.88
05/22/2026,1630,DXCM,1.368,"27,821 M",31.423,26.856,8.1959,35.624,2.33,<empty>,Health Care,$3.68
05/22/2026,1630,EA,.6621,"50,394 M",20.782,58.083,7.5565,13.49,3.51,.37279,Communication Services,$9.29
05/22/2026,1630,EAT,1.246,"5,893 M",74.615,14.328,15.544,139.22,10.26,<empty>,Consumer Discretionary,$11.42
05/22/2026,1630,EBAY,1.403,"51,393 M",54.484,21.023,9.201,42.875,4.41,1.2964,Consumer Discretionary,$3.71
05/22/2026,1630,ECH,.7637,"1,007 M",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/22/2026,1630,ECPG,1.321,"1,720 M",79.461,5.4583,1.4568,31.964,12.84,<empty>,Financials,$7.32
05/22/2026,1630,EDEN,.8804,202 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/22/2026,1630,EDU,.1596,"7,389 M",10.215,20.624,2.1086,10.842,2.7,2.1958,Consumer Discretionary,$4.09
