Date,Time,Symbol,Beta,Market Cap,Long-term Debt to Capital - Current (LTM),Price / Earnings Ratio - Current,Price / Book Value Ratio - Current,Return on Equity (ROE) - Current (LTM),EPS,Div. Yield - Current,Sector,Free Cash Flow Per Share - Current (LTM)
05/22/2026,1630,EDV,.7294,"3,809 M",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/22/2026,1630,EEM,.7206,"29,172 M",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/22/2026,1630,EFNL,.7801,57 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/22/2026,1630,EFX,1.33,"19,533 M",40.593,31.686,4.7311,14.37,5.68,1.144,Industrials,$9.32
05/22/2026,1630,EGP,1.071,"11,028 M",<empty>,33.641,2.7775,8.4553,5.5,3.2687,Real Estate,$9.22
05/22/2026,1630,EIS,1.025,997 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/22/2026,1630,EL,1.26,"31,954 M",63.169,-104.34,6.5029,-5.9486,-.7,1.9507,Consumer Staples,$3.55
05/22/2026,1630,ELS,2.097,"12,325 M",64.38,31.299,6.8717,21.85,2,3.3443,Real Estate,<empty>
05/22/2026,1630,ELV,.6248,"85,712 M",40.546,12.448,1.4495,12.086,23.6,2.3399,Health Care,$29.01
05/22/2026,1630,EMB,.3422,"13,952 M",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/22/2026,1630,EMR,1.224,"76,409 M",23.589,30.324,3.6145,12.328,4.33,1.6524,Industrials,$5.55
05/22/2026,1630,ENB,.5885,"126,742 M",57.884,25.561,2.8322,10.127,2.118,5.0391,Energy,$0.41
05/22/2026,1630,ENPH,1.263,"8,439 M",35.202,37.064,4.5201,14.113,1.01,<empty>,Information Technology,$1.11
05/22/2026,1630,ENR,.7532,"1,245 M",94.522,5.8786,6.4915,127.06,2.73,7.3082,Consumer Staples,$2.31
05/22/2026,1630,ENVX,2.166,"1,457 M",67.521,-6.2301,4.4627,-71.313,-.81,<empty>,Industrials,($0.60)
05/22/2026,1630,ENZL,.8902,71 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/22/2026,1630,EOG,.3128,"75,218 M",20.156,14.25,2.5017,18.195,10.17,2.791,Energy,$7.36
05/22/2026,1630,EPD,.4981,"85,740 M",50.629,14.029,2.7506,19.504,2.7,5.7875,Energy,$1.37
05/22/2026,1630,EPHE,.5933,132 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/22/2026,1630,EPOL,1.065,633 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/22/2026,1630,EPR,1.061,"4,485 M",<empty>,15.421,1.6503,11.69,3.24,7.1157,Real Estate,$5.71
05/22/2026,1630,EPU,.7852,512 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/22/2026,1630,EQR,.7771,"24,803 M",40.147,23.607,2.0802,8.6705,2.51,4.6999,Real Estate,$4.27
05/22/2026,1630,EQRR,.9214,58 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/22/2026,1630,EQT,.5997,"36,228 M",15.77,12.068,1.5847,13.402,5.27,1.0135,Energy,$6.55
05/22/2026,1630,ESI,1.249,"9,927 M",41.999,55.607,3.0408,5.6388,.62,.93732,Materials,$0.50
05/22/2026,1630,ESPO,1.005,249 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/22/2026,1630,ESS,.7363,"17,781 M",50.527,27.221,2.8632,10.558,8.89,4.2562,Real Estate,$16.77
05/22/2026,1630,ET,.5634,"69,064 M",58.538,16.123,2.1371,12.352,1.2,6.9171,Energy,$0.98
05/22/2026,1630,ETH,2.351,"1,877 M",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/22/2026,1630,ETH-USD,3.92,"-2,290 M",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/22/2026,1630,ETHA,2.208,"6,254 M",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/22/2026,1630,ETHE,3.261,"1,682 M",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/22/2026,1630,ETSY,1.776,"5,920 M",125.15,20.154,-4.1715,-29.576,2.48,<empty>,Consumer Discretionary,$6.75
05/22/2026,1630,EWA,.9913,"1,433 M",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/22/2026,1630,EWC,.8685,"5,377 M",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/22/2026,1630,EWD,1.101,319 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/22/2026,1630,EWG,.9656,"1,455 M",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/22/2026,1630,EWH,.3879,"1,076 M",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/22/2026,1630,EWI,.8861,650 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/22/2026,1630,EWJ,.6891,"21,176 M",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/22/2026,1630,EWJV,.4767,705 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/22/2026,1630,EWK,.692,101 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/22/2026,1630,EWM,.4813,373 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/22/2026,1630,EWN,1.147,515 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/22/2026,1630,EWO,.8045,132 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/22/2026,1630,EWP,.6768,"1,653 M",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/22/2026,1630,EWQ,.8459,370 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/22/2026,1630,EWS,.5427,781 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/22/2026,1630,EWUS,1.041,43 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/22/2026,1630,EWW,.7823,"2,084 M",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/22/2026,1630,EWY,1.403,"22,253 M",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/22/2026,1630,EWZ,.699,"10,464 M",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/22/2026,1630,EWZS,.8072,255 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/22/2026,1630,EXAS,1.418,"20,026 M",50.547,-92.153,8.0706,-8.6585,-1.1,<empty>,Health Care,$1.89
05/22/2026,1630,EXP,1.368,"6,172 M",54.335,14.396,4.0113,28.914,13.16,.52784,Materials,$6.17
05/22/2026,1630,EXPD,1.056,"20,728 M",15.822,23.144,8.2779,36.641,6.19,1.0752,Industrials,$6.83
05/22/2026,1630,EXPE,1.248,"25,763 M",71.952,20.196,48.102,71.494,11.32,.72762,Consumer Discretionary,$33.16
05/22/2026,1630,EXR,1.208,"30,274 M",41.77,29.446,2.0772,6.8299,4.45,4.9417,Real Estate,$8.69
05/22/2026,1630,EYE,1.007,"1,372 M",36.738,41.323,2.1135,5.3737,.57,<empty>,Consumer Discretionary,$1.33
05/22/2026,1630,EZA,.787,700 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/22/2026,1630,F,1.718,"59,491 M",54.901,-7.5219,1.2278,-14.813,-1.55,5.1993,Consumer Discretionary,$2.40
05/22/2026,1630,FAF,1.287,"6,950 M",20.999,9.2668,1.1213,12.796,6.5,3.6324,Financials,$8.00
05/22/2026,1630,FANG,.4509,"56,462 M",23.257,203.73,1.5255,.474,.98,2.0982,Energy,($1.65)
05/22/2026,1630,FAST,.7507,"50,445 M",7.089,41.062,13.352,33.842,1.13,1.9397,Industrials,$1.01
05/22/2026,1630,FCFS,.5082,"9,977 M",51.051,23.565,3.5861,16.274,7.98,.87234,Financials,$12.47
05/22/2026,1630,FCG,.5306,761 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/22/2026,1630,FDX,1.347,"94,059 M",51.48,20.594,3.1034,15.869,18.73,1.4987,Industrials,$18.48
05/22/2026,1630,FICO,1.236,"28,755 M",235.16,33.883,-11.833,-47.099,31.54,<empty>,Information Technology,$36.29
05/22/2026,1630,FISV,.7749,"30,465 M",50.174,9.443,1.1351,12.191,5.9,<empty>,Financials,$7.64
05/22/2026,1630,FIVE,.9513,"12,137 M",40.967,29.62,4.8256,17.925,6.47,<empty>,Consumer Discretionary,$7.47
05/22/2026,1630,FLG,1,"5,773 M",<empty>,-61.508,.72062,-.6881,-.21,.30372,Financials,$0.44
05/22/2026,1630,FLNG,.2082,"1,729 M",67.91,21.375,2.3018,10.195,1.39,10.098,Energy,$2.04
05/22/2026,1630,FLO,.3972,"1,682 M",47.437,27.204,1.7481,6.1781,.4,9.1057,Consumer Staples,$1.51
05/22/2026,1630,FLUT,1.239,"16,880 M",54.946,-47.984,1.9616,-4.9622,-2.1,<empty>,Consumer Discretionary,$2.67
05/22/2026,1630,FND,1.619,"5,211 M",36.967,28.594,2.3148,8.5274,1.84,<empty>,Consumer Discretionary,$0.98
05/22/2026,1630,FNF,.9843,"13,084 M",35.336,16.509,1.7199,10.47,2.81,4.3985,Financials,$20.19
05/22/2026,1630,FORM,1.231,"10,055 M",2.0555,112.58,7.2101,6.7511,.87,<empty>,Information Technology,$0.47
05/22/2026,1630,FOUR,1.411,"3,430 M",71.581,48.796,5.3535,9.9427,.87,<empty>,Financials,$5.00
05/22/2026,1630,FOXA,.5356,"26,884 M",40.189,15.274,2.2403,15.2,3.8,.9589,Communication Services,$4.87
05/22/2026,1630,FR,1.095,"8,389 M",47.537,22.393,2.7809,12.838,2.59,3.172,Real Estate,$3.48
05/22/2026,1630,FROG,1.058,"8,962 M",1.1937,-89.831,6.1536,-7.144,-.53,<empty>,Information Technology,$1.28
05/22/2026,1630,FRPT,1.729,"2,535 M",27.866,16.14,2.2957,17.334,3.81,<empty>,Consumer Staples,$0.96
05/22/2026,1630,FRT,.9688,"10,345 M",55.087,18.413,2.9115,14.783,5.77,4.2275,Real Estate,$6.02
05/22/2026,1630,FSLY,.509,"2,554 M",26.885,-42.151,4.6503,-10.656,-.69,<empty>,Information Technology,$0.28
05/22/2026,1630,FTNT,1.011,"98,124 M",36.431,31.684,60.607,132.39,2.58,<empty>,Information Technology,$3.24
05/22/2026,1630,FTV,1.074,"18,026 M",27.728,32.951,2.8173,6.8137,1.67,.35663,Industrials,$2.98
05/22/2026,1630,FTWO,.796,78 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/22/2026,1630,FUTU,.3699,"12,584 M",.6813,15.927,4.4782,33.083,10.31,1.5835,Financials,$37.57
05/22/2026,1630,FUTY,.6379,"2,398 M",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/22/2026,1630,FWONK,.6633,"22,194 M",37.148,35.433,2.7545,2.7296,2.131,<empty>,Communication Services,$2.95
05/22/2026,1630,FWRG,1.051,708 M,56.745,36.801,1.0123,2.872,.28,<empty>,Consumer Discretionary,($0.17)
05/22/2026,1630,FXA,.3852,106 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/22/2026,1630,FXB,.2806,78 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/22/2026,1630,FXC,.2202,74 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/22/2026,1630,FXE,.1763,407 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/22/2026,1630,FXF,.1984,489 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/22/2026,1630,FXI,.2986,"5,839 M",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/22/2026,1630,FXY,.206,439 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/22/2026,1630,FYBR,.9018,"9,636 M",71.831,-24.43,1.9898,-7.8033,-1.53,<empty>,Communication Services,($5.68)
05/22/2026,1630,GAP,1.984,"8,545 M",52.879,13.136,2.7384,23.1,2.13,2.3588,Consumer Discretionary,$2.21
05/22/2026,1630,GD,.3343,"92,728 M",21.637,21.969,3.6145,17.974,15.89,1.7445,Industrials,$22.98
05/22/2026,1630,GDAXI:DE,<empty>,0,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/22/2026,1630,GDX,.6369,"25,910 M",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/22/2026,1630,GDXJ,.8261,"8,186 M",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/22/2026,1630,GE,1.372,"315,964 M",47.796,35.23,16.396,45.428,8.12,.54622,Industrials,$7.07
05/22/2026,1630,GEL,.7282,"1,981 M",85.572,-96.127,-6.3628,13.517,-.19,3.8699,Energy,$0.95
05/22/2026,1630,GII,.633,976 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/22/2026,1630,GIL,1.065,"10,774 M",52.994,34.757,2.958,10.563,1.69,1.7029,Consumer Discretionary,$2.16
05/22/2026,1630,GIS,-.0382,"17,980 M",47.126,10.96,2.5488,23.591,4.09,5.446,Consumer Staples,$3.05
05/22/2026,1630,GK,1.389,31 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,Industrials,<empty>
05/22/2026,1630,GLASF,.6219,863 M,28.522,-12.81,7.8508,-20.426,-.6507,<empty>,Consumer Staples,($0.44)
05/22/2026,1630,GLBE,1.548,"5,031 M",1.993,46.773,5.6956,12.974,.67,<empty>,Consumer Discretionary,$1.65
05/22/2026,1630,GLD,.1625,"150,341 M",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/22/2026,1630,GLIN,.7102,97 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/22/2026,1630,GM,1.3,"71,042 M",47.801,29.172,1.0725,4.0146,2.74,.84564,Consumer Discretionary,$15.77
05/22/2026,1630,GME,1.758,"9,846 M",43.588,31.013,1.9663,8.0661,.77,<empty>,Consumer Discretionary,$1.33
05/22/2026,1630,GO,.683,793 M,65.571,-1.8559,.88493,-38.448,-3.89,<empty>,Consumer Staples,$0.04
05/22/2026,1630,GOLF,.8429,"5,178 M",59.228,33.03,6.6331,21.019,2.85,1.027,Consumer Discretionary,$1.48
05/22/2026,1630,GOOG,1.081,"4,596,357 M",16.101,21.939,7.2775,38.885,13.11,.29211,Communication Services,$5.33
05/22/2026,1630,GOOGL,1.082,"4,639,852 M",16.101,21.939,7.2775,38.885,13.11,.29211,Communication Services,$5.33
05/22/2026,1630,GOOS,1.649,953 M,48.705,63.696,2.3392,4.6943,.1651,<empty>,Consumer Discretionary,$1.11
05/22/2026,1630,GPI,.8376,"3,881 M",36.186,12.75,1.3707,11.176,26.42,.01512,Consumer Discretionary,$30.78
05/22/2026,1630,GPN,.763,"20,040 M",43.501,26.557,.77334,2.9346,-2.05,1.4859,Financials,$4.27
05/22/2026,1630,GRID,1.259,"10,905 M",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/22/2026,1630,GRMN,.9433,"46,422 M",1.7667,25.687,4.789,19.899,8.96,1.8248,Consumer Discretionary,$7.54
05/22/2026,1630,GRNY,1.293,"4,405 M",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/22/2026,1630,GS,1.27,"294,043 M",34.075,15.49,2.3746,14.548,54.75,1.8322,Financials,($135.91)
05/22/2026,1630,GSG,.0675,"1,036 M",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/22/2026,1630,GTBIF,1.22,"1,564 M",21.135,12.244,.7617,6.6263,.51,<empty>,Health Care,$0.97
05/22/2026,1630,GTLB,.8967,"4,513 M",.0438,-104.27,6.005,-6.3054,-.34,<empty>,Information Technology,$1.33
05/22/2026,1630,GTM,.9552,"1,064 M",51.184,14.91,1.2015,8.1225,.4,<empty>,Communication Services,$1.19
05/22/2026,1630,GVAL,.6415,438 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/22/2026,1630,GVIP,1.086,558 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/22/2026,1630,GVZ:CGI,-1.525,0,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/22/2026,1630,H,1.3,"16,398 M",48.469,-402.31,4.1935,-.8751,-.34,.41728,Consumer Discretionary,$1.19
05/22/2026,1630,HACK,.819,"2,348 M",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/22/2026,1630,HAL,.7638,"34,644 M",40.982,21.522,3.0201,14.627,1.81,1.744,Energy,$1.98
05/22/2026,1630,HBB,1,266 M,30.925,9.0848,1.3874,16.203,2.08,2.533,Consumer Discretionary,$0.59
05/22/2026,1630,HBDC,.0774,84 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/22/2026,1630,HCA,1.166,"87,420 M",88.149,16.279,-16.708,-457.49,29.03,.62125,Health Care,$34.38
05/22/2026,1630,HD,.9861,"311,826 M",68.793,23.003,23.204,128.38,14.08,2.1397,Consumer Discretionary,$14.41
05/22/2026,1630,HELE,1.238,597 M,49.345,-.45135,.51,-72.451,-39.08,<empty>,Consumer Discretionary,$5.73
05/22/2026,1630,HII,.2632,"12,634 M",36.284,24.685,2.9065,12.198,15.39,1.4372,Industrials,$20.15
05/22/2026,1630,HIMS,2.135,"5,497 M",71.376,-355.36,10.735,-2.6591,-.09,<empty>,Health Care,$0.27
05/22/2026,1630,HLN,.1983,"41,148 M",31.039,20.259,2.0324,10.273,.4982,1.8943,Health Care,$0.33
05/22/2026,1630,HLT,1.058,"73,093 M",181.24,46.367,-11.758,-30.257,6.55,.19732,,$9.08
05/22/2026,1630,HOOD,2.153,"66,313 M",.867,33.656,6.7018,21.461,2.06,<empty>,Financials,$3.33
05/22/2026,1630,HPP,1.811,609 M,54.02,-.59832,.12847,-18.035,-9.93,3.6232,Real Estate,$1.67
05/22/2026,1630,HQY,.1827,"7,386 M",31.897,34.825,3.456,10.194,2.46,<empty>,Health Care,$4.74
05/22/2026,1630,HSI:HK,<empty>,0,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/22/2026,1630,HSY,.0768,"39,510 M",47.604,39.787,9.158,23.234,5.37,2.6024,Consumer Staples,$9.12
05/22/2026,1630,HTZ,2.066,"1,674 M",92.606,-2.1394,-1.8478,121.56,-2.05,<empty>,Industrials,($3.72)
05/22/2026,1630,HUBS,1.25,"10,339 M",9.3649,129.78,6.3512,5.0112,1.9,<empty>,Information Technology,$11.56
05/22/2026,1630,HUM,.6559,"36,973 M",37.42,18.528,1.1204,6.2799,9.37,2.0416,Health Care,$10.57
05/22/2026,1630,HYG,.4038,"16,350 M",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/22/2026,1630,HYLS,.4002,"1,637 M",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/22/2026,1630,IAK,.5645,376 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/22/2026,1630,IBB,.7404,"7,891 M",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/22/2026,1630,IBIT,.7156,"61,122 M",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/22/2026,1630,IDX,.363,24 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/22/2026,1630,IDXX,1.591,"44,125 M",14.976,41.333,28.613,72.915,13.59,<empty>,Health Care,$13.35
05/22/2026,1630,IEF,.2634,"47,691 M",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/22/2026,1630,IFF,.9949,"19,219 M",25.683,22.485,1.3112,6.0513,3.23,2.2054,Materials,$1.55
05/22/2026,1630,IGLB,.6327,"2,603 M",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/22/2026,1630,IGSB,.1232,"21,990 M",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/22/2026,1630,IIGD,.1428,31 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/22/2026,1630,IJT,1.07,"7,473 M",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/22/2026,1630,ILMN,1.493,"21,849 M",37.644,21.328,6.6838,33.822,5.5,<empty>,Health Care,$6.35
05/22/2026,1630,INDA,.4596,"6,758 M",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/22/2026,1630,INDY,.4577,564 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/22/2026,1630,INFL,.7132,"1,605 M",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/22/2026,1630,INMD,2.016,836 M,.7249,10.07,1.3116,13.617,1.35,<empty>,Health Care,$1.35
05/22/2026,1630,INTC,1.939,"602,316 M",25.307,-64.07,1.9448,-2.9109,-.6,0,Information Technology,($0.66)
05/22/2026,1630,INVH,.8442,"17,399 M",49.197,26.165,1.6236,6.1925,.95,4.7485,Real Estate,$1.96
05/22/2026,1630,IONQ,2.941,"23,755 M",.4238,31.291,2.1621,11.286,.39,<empty>,Information Technology,($1.35)
05/22/2026,1630,IPO,1.342,154 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/22/2026,1630,IRM,1.22,"37,625 M",101.73,111.02,-25.008,-43.894,.92,3.2289,Real Estate,($2.64)
05/22/2026,1630,IRT,1.005,"3,974 M",38.71,74.737,1.0324,1.38,.2,4.5668,Real Estate,$0.59
05/22/2026,1630,ITA,.7286,"13,826 M",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/22/2026,1630,ITB,1.303,"2,524 M",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/22/2026,1630,ITW,1.044,"72,558 M",53.345,24.162,23.192,96.848,10.77,2.4319,Industrials,$9.44
05/22/2026,1630,IVOL,.0286,326 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/22/2026,1630,IWC,1.103,"1,410 M",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/22/2026,1630,IWF,.1451,"129,219 M",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/22/2026,1630,IWM,1.116,"76,868 M",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/22/2026,1630,IWN,1.032,"13,714 M",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/22/2026,1630,IWO,1.194,"14,354 M",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/22/2026,1630,J,.7178,"13,543 M",56.584,36.691,4.5186,9.3811,3.22,1.0485,Industrials,$4.07
05/22/2026,1630,JACK,1.497,220 M,144.96,-2.0759,-.23664,11.114,1.87,0,Consumer Discretionary,$0.57
05/22/2026,1630,JBHT,1.283,"24,402 M",29.681,32.823,5.5593,16.676,6.44,.8353,Industrials,$10.78
05/22/2026,1630,JBLU,1.789,"1,879 M",76.49,-2.2712,.90847,-33.514,-1.93,<empty>,Industrials,($3.18)
05/22/2026,1630,JBSAY,.1408,"32,030 M",66.335,16.662,4.1911,25.443,.8606,6.1101,Consumer Staples,$1.04
05/22/2026,1630,JETS,1.176,796 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/22/2026,1630,JNJ,.2679,"564,107 M",27.558,27.845,7.1276,26.416,8.63,2.1626,Health Care,$7.23
05/22/2026,1630,JNK,.4182,"7,669 M",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/22/2026,1630,JOBY,2.491,"10,741 M",27.181,-7.5094,4.1375,-67.968,-1.14,<empty>,Industrials,($0.76)
05/22/2026,1630,JOE,1.334,"3,663 M",41.359,32.491,4.7145,14.867,1.93,.95541,Real Estate,$3.45
05/22/2026,1630,JOET,1.033,234 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/22/2026,1630,JPM,1.009,"820,949 M",<empty>,14.091,2.2913,16.465,20.89,2.0057,Financials,($39.16)
05/22/2026,1630,JPXN,.5451,133 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/22/2026,1630,JYNT,1.133,128 M,10.048,102.42,7.841,6.995,.22,<empty>,Health Care,$0.18
05/22/2026,1630,K,.2238,"29,031 M",45.493,21.302,6.452,32.112,3.66,2.9382,Consumer Staples,$1.73
05/22/2026,1630,KBA,.3669,183 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/22/2026,1630,KBWP,.4379,253 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/22/2026,1630,KCE,1.243,453 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/22/2026,1630,KDP,1,"39,619 M",37.97,19.527,1.418,6.3121,1.35,3.4941,Consumer Staples,$1.16
05/22/2026,1630,KEMX,.8806,127 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/22/2026,1630,KHC,1,"28,210 M",30.425,-4.5311,.62351,-12.576,-4.86,7.2595,Consumer Staples,$3.33
05/22/2026,1630,KLAC,1.47,"246,674 M",50.888,41.682,33.009,94.976,35.31,.51616,Information Technology,$30.49
05/22/2026,1630,KMX,1.222,"5,720 M",72.691,25.707,1.0395,4.0767,1.68,<empty>,Consumer Discretionary,$8.44
05/22/2026,1630,KNX,1.145,"11,394 M",21.103,274.94,1.3263,.4781,.21,1.2852,Industrials,$3.05
05/22/2026,1630,KO,.3656,"350,566 M",49.492,24.126,9.8155,43.372,3.18,2.6851,Consumer Staples,$2.92
05/22/2026,1630,KR,.4666,"41,464 M",72.564,40.812,6.5215,14.405,1.54,2.1798,Consumer Staples,$5.30
05/22/2026,1630,KRE,.8472,"3,854 M",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/22/2026,1630,KSA,.3041,686 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/22/2026,1630,KSS,1.507,"1,466 M",60.414,7.3403,.48336,6.9299,2.38,2.8621,Consumer Discretionary,$9.00
05/22/2026,1630,KVUE,.23,"33,658 M",36.945,20.858,3.1709,15.701,.84,4.7232,Consumer Staples,$0.95
05/22/2026,1630,KW,.9129,"1,531 M",64.936,95.2,2.071,4.951,.12,4.4362,Real Estate,($0.49)
05/22/2026,1630,KWEB,.2987,"6,916 M",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/22/2026,1630,LAMR,1.205,"15,536 M",76.042,23.366,13.253,55.202,5.42,4.9345,Real Estate,$7.25
05/22/2026,1630,LCID,.8315,"2,279 M",45.826,-.74152,-8.9544,-97.588,-13.14,<empty>,Consumer Discretionary,($14.63)
05/22/2026,1630,LEVI,1.316,"8,469 M",45.32,16.313,3.8621,25.413,1.56,2.482,Consumer Discretionary,$1.20
05/22/2026,1630,LFMD,1.783,203 M,25.941,-7.8269,11.411,-238.45,.07,<empty>,Health Care,($0.10)
05/22/2026,1630,LFST,1.319,"2,822 M",21.046,109.03,1.6721,1.5809,.06,<empty>,Health Care,$0.37
