Date,Time,Symbol,Beta,Market Cap,Long-term Debt to Capital - Current (LTM),Price / Earnings Ratio - Current,Price / Book Value Ratio - Current,Return on Equity (ROE) - Current (LTM),EPS,Div. Yield - Current,Sector,Free Cash Flow Per Share - Current (LTM)
05/29/2026,1630,AVTR,.9684,"6,227 M",<empty>,-9.653,.94873,<empty>,-.81,<empty>,Health Care,$0.65
05/29/2026,1630,AWI,1.153,"6,739 M",37.055,23.367,7.8648,<empty>,7.05,.804,Industrials,$5.53
05/29/2026,1630,AXP,1.056,"215,936 M",62.2,18.882,6.0683,34.419,16.02,1.1274,Financials,$20.73
05/29/2026,1630,AZO,.3319,"48,046 M",123.37,24.011,-20.552,-73.329,145.4,<empty>,Consumer Discretionary,$95.97
05/29/2026,1630,B,-.0864,"71,293 M",11.241,11.311,2.5041,25.176,3.62,1.4073,Materials,$2.99
05/29/2026,1630,BA,1.201,"182,216 M",84.097,79.736,26.22,169.95,2.53,<empty>,Industrials,($1.82)
05/29/2026,1630,BABA,.4486,"298,020 M",17.698,19.667,1.8946,9.2156,6.366,.83685,Consumer Discretionary,($3.17)
05/29/2026,1630,BAC,1.181,"366,184 M",<empty>,12.112,1.2609,10.644,4.03,2.2564,Financials,$7.63
05/29/2026,1630,BALL,1.023,"14,556 M",52.968,17.183,2.8095,16.786,3.44,1.3534,Materials,$2.21
05/29/2026,1630,BBN,.6724,991 M,<empty>,<empty>,<empty>,<empty>,1.27,<empty>,,<empty>
05/29/2026,1630,BBWI,1.446,"4,035 M",125.82,5.4409,-3.408,-56.335,3.52,4.1645,Consumer Discretionary,$4.44
05/29/2026,1630,BBY,1.323,"16,424 M",48.564,11.117,4.0981,39.104,5.4,6.3447,Consumer Discretionary,$7.62
05/29/2026,1630,BCO,1.038,"4,284 M",85.285,24.13,16.296,<empty>,4.28,.98427,Industrials,$13.03
05/29/2026,1630,BDRY,.7333,41 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/29/2026,1630,BEAM,2.157,"3,388 M",<empty>,-37.102,2.0342,-5.7685,-.49,<empty>,Health Care,($3.74)
05/29/2026,1630,BEPC,1.153,"7,292 M",<empty>,-3.0048,-5.1773,-47.773,-25.06,3.8413,Utilities,($1.86)
05/29/2026,1630,BIDU,.4624,"46,040 M",16.874,-705,.9722,.3193,-.1505,<empty>,Communication Services,($4.60)
05/29/2026,1630,BIO,1.127,"8,362 M",11.441,44.664,1.0915,<empty>,6.01,<empty>,Health Care,$13.21
05/29/2026,1630,BIP,1.055,"17,959 M",<empty>,54.605,3.5808,6.7303,.66,4.8311,Utilities,($2.86)
05/29/2026,1630,BIRK,1.102,"8,289 M",30.557,16.1,1.9705,12.504,2.2,<empty>,Consumer Discretionary,$1.94
05/29/2026,1630,BITO,1.691,"1,699 M",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/29/2026,1630,BJ,1.5,"10,890 M",46.203,21.499,5.6579,<empty>,4.35,<empty>,Consumer Staples,$1.67
05/29/2026,1630,BJRI,1.295,989 M,50.092,17.635,1.9833,11.922,1.99,<empty>,Consumer Discretionary,$3.71
05/29/2026,1630,BK,1.06,"94,144 M",<empty>,<empty>,<empty>,<empty>,8.06,<empty>,,<empty>
05/29/2026,1630,BKNG,-1.256,"129,738 M",153.34,22.108,-15.058,-82.96,7.583,.9358,Consumer Discretionary,$11.24
05/29/2026,1630,BKV,1.042,"2,903 M",30.48,8.7586,1.4073,16.61,3.37,<empty>,Energy,($4.94)
05/29/2026,1630,BLDR,1.435,"8,203 M",55.466,31.246,2.2107,6.9579,2.62,<empty>,Industrials,$7.80
05/29/2026,1630,BLK,1.443,"162,511 M",17.203,24.148,2.6358,11.899,39.73,2.221,Financials,$23.68
05/29/2026,1630,BLMN,1.177,723 M,75.687,21.564,1.1358,6.8196,.25,5.7034,Consumer Discretionary,$1.40
05/29/2026,1630,BLOK,1,"1,424 M",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/29/2026,1630,BNDD,.4782,6.4 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/29/2026,1630,BNO,-.0353,792 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/29/2026,1630,BOOT,1.664,"5,155 M",32.681,20.303,3.4385,18.441,7.35,<empty>,Consumer Discretionary,$4.13
05/29/2026,1630,BP,.1495,"107,815 M",42.118,39.526,2.2186,5.8419,1.236,4.1472,Energy,$0.74
05/29/2026,1630,BRBR,.3588,972 M,168.71,12.539,-3.7584,<empty>,1.29,<empty>,Consumer Staples,$1.53
05/29/2026,1630,BRCB,2.061,179 M,<empty>,799.31,4.9246,-30.512,.0177,<empty>,Consumer Discretionary,<empty>
05/29/2026,1630,BRKR,1.278,"8,965 M",39.519,-150.68,2.245,-.4317,-.24,.55371,Health Care,$0.01
05/29/2026,1630,BROS,2.231,"7,957 M",53.694,79.911,9.2594,13.8,.64,<empty>,Consumer Discretionary,$0.72
05/29/2026,1630,BTAL,-.6358,285 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/29/2026,1630,BTC,1.466,"3,892 M",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/29/2026,1630,BTC-USD,4.611,"-2,081 M",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/29/2026,1630,BTI,.3323,"133,588 M",<empty>,12.071,1.9895,15.824,4.701,5.8149,Consumer Staples,$3.49
05/29/2026,1630,BUD,.5709,"154,846 M",<empty>,19.159,1.5426,<empty>,3.61,2.0935,Consumer Staples,$5.66
05/29/2026,1630,BULL,2.699,"3,404 M",<empty>,-4.7337,2.5023,<empty>,-1.251,<empty>,Financials,$1.41
05/29/2026,1630,BURL,1.423,"20,383 M",70.236,32.722,11.106,39.141,9.72,<empty>,Consumer Discretionary,$6.08
05/29/2026,1630,BUXX,.0003,461 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/29/2026,1630,BXP,1.074,"9,570 M",60.266,26.08,1.5984,5.5253,1.99,5.9345,Real Estate,$7.52
05/29/2026,1630,BYD,1.112,"6,146 M",51.477,3.5618,2.4246,<empty>,22.62,.90046,Consumer Discretionary,$2.46
05/29/2026,1630,BYDDF,.156,"106,261 M",<empty>,<empty>,<empty>,<empty>,.2821,<empty>,Consumer Discretionary,<empty>
05/29/2026,1630,C,1.094,"214,732 M",<empty>,14.103,1.0106,7.649,8.09,2.081,Financials,($20.72)
05/29/2026,1630,CACC,1.395,"6,000 M",58.302,10.573,2.9151,28.118,40.12,<empty>,Financials,$94.71
05/29/2026,1630,CAG,-.0341,"6,354 M",41.668,-186.26,1.0824,-.5111,-.1,7.5799,Consumer Staples,$1.76
05/29/2026,1630,CAH,.5084,"46,092 M",132.05,32.324,-17.535,-67.746,6.55,.96673,Health Care,$18.48
05/29/2026,1630,CAKE,1.026,"3,281 M",73.15,16.044,5.9351,41.329,3.41,2.0274,Consumer Discretionary,$3.68
05/29/2026,1630,CAMT,1.53,"7,904 M",41.681,152.73,10.228,<empty>,.97,0,Information Technology,$2.78
05/29/2026,1630,CANE,-.0415,85 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/29/2026,1630,CARR,1.33,"53,049 M",41.09,37.53,3.4802,9.9074,1.53,1.6516,Industrials,$2.00
05/29/2026,1630,CASY,.5987,"28,353 M",41.401,34.82,5.8222,17.882,17.42,.36439,Consumer Staples,$17.98
05/29/2026,1630,CAT,1.536,"403,419 M",49.642,35.278,17.488,51.331,20.08,.85255,Industrials,$16.91
05/29/2026,1630,CAVA,1.873,"9,045 M",33.527,182.3,14.117,8.6418,.52,<empty>,Consumer Discretionary,$0.23
05/29/2026,1630,CBRL,1.29,756 M,61.293,-156.53,1.5809,<empty>,-.2,3.3201,Consumer Discretionary,($0.96)
05/29/2026,1630,CCK,.6348,"10,625 M",59.304,15.939,3.7975,<empty>,6.29,1.1272,Materials,$8.72
05/29/2026,1630,CCL,2.319,"38,867 M",62.876,14.142,3.3533,27.853,2.27,.47544,Consumer Discretionary,$2.25
05/29/2026,1630,CCRN,.4888,406 M,<empty>,-3.0667,.93881,<empty>,-3.05,<empty>,Health Care,$1.23
05/29/2026,1630,CELH,.972,"8,505 M",18.143,80.641,7.2775,8.1189,.43,<empty>,Consumer Staples,$0.96
05/29/2026,1630,CF,.4141,"17,260 M",29.581,11.718,3.7336,27.3,11.1,1.5404,Materials,$10.23
05/29/2026,1630,CFG,.9796,"26,329 M",<empty>,14.203,1.0618,7.7393,4.22,2.9348,Financials,$5.50
05/29/2026,1630,CFLT,.9658,"11,134 M",<empty>,-35.21,9.2116,-27.721,-.86,<empty>,Information Technology,$0.11
05/29/2026,1630,CFRUY,1.275,"126,407 M",22.556,25.519,3.6636,14.961,.677,2.38,Consumer Discretionary,$7.55
05/29/2026,1630,CG,1.845,"16,354 M",66.466,32.626,3.2225,9.3635,1.46,2.8932,Financials,($11.89)
05/29/2026,1630,CHD,.4772,"22,659 M",35.847,30.756,5.2811,16.779,3.04,1.2832,Consumer Staples,$4.44
05/29/2026,1630,CHDN,.6627,"6,078 M",80.27,16.361,5.7125,35.001,5.43,.48759,Consumer Discretionary,$5.38
05/29/2026,1630,CHEF,2.061,"3,121 M",58.208,32.521,3.9845,<empty>,1.83,<empty>,Consumer Staples,$2.09
05/29/2026,1630,CHH,.676,"4,954 M",<empty>,13.935,34.063,940.81,7.4,1.1111,Consumer Discretionary,$2.18
05/29/2026,1630,CHPT,1.823,197 M,<empty>,-.63656,6.8387,-277.38,-9.41,<empty>,Industrials,<empty>
05/29/2026,1630,CHRD,.4119,"7,424 M",15.606,-119.21,.99455,-.8013,-1.03,3.6573,Energy,$8.77
05/29/2026,1630,CHTR,.7437,"17,716 M",81.439,5.8334,1.6204,27.505,36.96,<empty>,Communication Services,$30.73
05/29/2026,1630,CHWY,1.464,"9,218 M",49.18,55.981,24.271,58.678,.52,<empty>,Consumer Discretionary,$1.36
05/29/2026,1630,CI,.2606,"73,381 M",40.047,11.302,1.6722,16.269,113.7,2.283,Health Care,$28.94
05/29/2026,1630,CLOX,.1082,284 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/29/2026,1630,CLOZ,.1306,671 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/29/2026,1630,CLX,.552,"10,885 M",61.381,16.795,-187.03,546.1,6.15,4.7863,Consumer Staples,$3.11
05/29/2026,1630,CMCSA,.7047,"88,841 M",48.713,5.6022,1.1633,20.918,5.1,4.5977,Communication Services,$4.84
05/29/2026,1630,CMG,.9765,"40,868 M",64.49,29.335,17.112,49.232,1.09,<empty>,Consumer Discretionary,$1.14
05/29/2026,1630,CMI,1.193,"89,228 M",33.07,27.944,6.0109,21.994,19.25,1.4535,Industrials,$19.34
05/29/2026,1630,CNA,.306,"11,379 M",21.491,10.272,1.1442,<empty>,4.47,4.0505,Financials,$7.98
05/29/2026,1630,CNC,.9623,"29,430 M",43.031,-2.5001,.75447,-26.044,-13.05,<empty>,Health Care,$14.45
05/29/2026,1630,CNH,1.59,"12,660 M",77.514,7.5026,2.065,<empty>,.32,3.6265,,($0.37)
05/29/2026,1630,CNX,.5957,"4,766 M",31.768,5.3135,1.1827,28.081,7.5,<empty>,Energy,$3.98
05/29/2026,1630,COAL,.8656,65 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/29/2026,1630,COCO,.7299,"4,291 M",3.5226,34.685,7.7688,26.32,1.38,<empty>,Consumer Staples,$1.13
05/29/2026,1630,COF,1.031,"116,947 M",<empty>,42.481,1.0514,3.2593,3.91,1.5348,Financials,$45.02
05/29/2026,1630,COIN,3.175,"49,802 M",28.579,60.984,3.4119,6.6859,2.72,<empty>,Financials,$6.68
05/29/2026,1630,COM,-.0028,287 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/29/2026,1630,COP,.153,"138,861 M",25.336,22.449,2.4917,11.284,5.9,2.4545,Energy,$4.72
05/29/2026,1630,COPJ,1.234,175 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/29/2026,1630,COPX,1.088,"7,998 M",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/29/2026,1630,CORN,-.0943,264 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/29/2026,1630,COST,.873,"424,141 M",20.199,52.961,14.083,29.651,19.88,.51056,Consumer Staples,$20.49
05/29/2026,1630,CP,1.09,"79,293 M",30.505,24.398,2.1035,8.4275,3.216,.8331,Industrials,$1.62
05/29/2026,1630,CPAY,.8766,"23,648 M",46.5,17.454,5.4825,32.124,16.7,<empty>,Financials,$18.87
05/29/2026,1630,CPER,.491,752 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/29/2026,1630,CPNG,1.145,"29,798 M",33.959,-191.08,8.6896,-3.9865,-.1,<empty>,Consumer Discretionary,$0.16
05/29/2026,1630,CPRI,1.463,"2,132 M",<empty>,26.569,24.863,<empty>,1.14,<empty>,Consumer Discretionary,$0.12
05/29/2026,1630,CPT,.8259,"10,559 M",40.137,27.15,2.5204,9.0651,3.58,4.3109,Real Estate,$7.67
05/29/2026,1630,CRCL,2.836,"28,089 M",.3431,-1373.5,6.8942,-2.9755,-.23,<empty>,Information Technology,$2.10
05/29/2026,1630,CRI,.9175,"1,422 M",50.026,14.437,1.4252,10.204,2.49,2.7847,Consumer Discretionary,$3.58
05/29/2026,1630,CRM,1.14,"156,511 M",54.378,20.492,4.2231,16.908,8.63,.95621,Information Technology,$15.82
05/29/2026,1630,CRSP,1.524,"5,418 M",29.553,-7.7297,2.5268,-31.206,-6.17,<empty>,Health Care,($4.61)
05/29/2026,1630,CRWD,1.158,"186,066 M",15.15,-679.08,25.254,-4.1369,-.65,<empty>,Information Technology,$4.95
05/29/2026,1630,CSCO,.9864,"474,628 M",25.236,29.668,7.1775,25.229,3,1.8537,Information Technology,$2.98
05/29/2026,1630,CSX,1.214,"84,099 M",<empty>,25.175,5.618,23.684,1.63,1.2911,Industrials,$1.02
05/29/2026,1630,CTA,-.2885,"1,554 M",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/29/2026,1630,CUBE,1.112,"9,057 M",50.96,25.63,3.1329,11.562,1.43,5.7299,Real Estate,$2.67
05/29/2026,1630,CURB,.5623,"3,074 M",23.903,86.088,<empty>,1.7152,.3,2.5204,Real Estate,$1.15
05/29/2026,1630,CVNA,1.96,"52,289 M",51.087,36.757,12.085,60.172,1.726,<empty>,Consumer Discretionary,$1.06
05/29/2026,1630,CVS,.6177,"116,084 M",47.352,31.288,1.1804,3.7519,2.28,3.7037,Health Care,$5.82
05/29/2026,1630,CVX,.4774,"363,387 M",16.865,35.99,2.227,6.6377,5.74,3.3398,Energy,$7.22
05/29/2026,1630,CWH,2.112,466 M,<empty>,-4.5786,2.0183,<empty>,-1.49,5.4905,Consumer Discretionary,($1.68)
05/29/2026,1630,CZR,1.835,"5,917 M",<empty>,-11.184,1.5784,<empty>,-2.36,<empty>,Consumer Discretionary,<empty>
05/29/2026,1630,D,.6434,"58,875 M",53.021,18.262,1.93,9.7873,3.37,4.319,Utilities,($8.61)
05/29/2026,1630,DAL,1.324,"54,189 M",39.196,9.7016,2.132,24.99,6.85,1.1282,Industrials,$6.03
05/29/2026,1630,DAPP,3.396,546 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/29/2026,1630,DAR,1.082,"9,393 M",45.302,46.916,2.107,<empty>,1.38,<empty>,Consumer Staples,$3.48
05/29/2026,1630,DASH,1.871,"69,406 M",23.576,71.569,6.4188,9.922,2.11,<empty>,Consumer Discretionary,$4.07
05/29/2026,1630,DDOG,1.458,"88,047 M",23.584,309.47,10.533,3.9297,.39,<empty>,Information Technology,$2.74
05/29/2026,1630,DDS,1.187,"9,217 M",17.435,13.433,4.3553,<empty>,42.07,.1503,Consumer Discretionary,<empty>
05/29/2026,1630,DE,.9247,"146,355 M",46.297,32.709,5.6892,18.349,17.65,1.1225,Industrials,$13.94
05/29/2026,1630,DECK,1.129,"15,812 M",10.131,14.258,5.605,40.859,7.02,<empty>,Consumer Discretionary,$7.54
05/29/2026,1630,DELL,1,"273,410 M",79.346,16.8,-97.151,-379.81,8.68,.74939,Information Technology,$14.21
05/29/2026,1630,DEO,.5443,"45,839 M",55.252,19.969,4.142,<empty>,4.328,3.8389,Consumer Staples,$1.13
05/29/2026,1630,DG,.3008,"24,359 M",58.487,20.939,3.7108,18.992,6.85,1.6454,Consumer Staples,$10.87
05/29/2026,1630,DGX,.6064,"21,575 M",40.493,21.655,2.9533,14.539,9.05,1.6634,Health Care,$11.97
05/29/2026,1630,DIN,.9904,398 M,116.25,22.8,-1.1264,<empty>,1.15,5.56,Consumer Discretionary,$2.62
05/29/2026,1630,DIS,1.397,"176,829 M",23.65,14.768,1.4835,11.01,6.25,1.623,Communication Services,$3.98
05/29/2026,1630,DK,.5407,"2,728 M",<empty>,-55.17,52.555,<empty>,-.94,2.2632,Energy,$7.70
05/29/2026,1630,DKL,.4423,"2,625 M",100.37,15.698,-132.15,<empty>,3.17,9.0233,Energy,$1.89
05/29/2026,1630,DKNG,1.5,"12,150 M",75.584,236.04,17.715,7.9357,.09,<empty>,Consumer Discretionary,$1.15
05/29/2026,1630,DLTR,.6436,"22,377 M",59.351,15.21,5.2206,33.976,6.37,<empty>,Consumer Staples,$7.33
05/29/2026,1630,DOC,1.039,"13,202 M",<empty>,51.525,1.4596,2.7996,.32,7.4257,Real Estate,$1.77
05/29/2026,1630,DOCU,1,"10,204 M",8.0124,35.5,5.4179,15.768,1.48,<empty>,Information Technology,$5.24
05/29/2026,1630,DOV,1.177,"28,462 M",24.093,26.042,3.7477,14.998,8.02,.99544,Industrials,$8.33
05/29/2026,1630,DOW,1,"24,325 M",50.552,-10.419,1.9686,-15.262,-4,4.2017,Materials,($0.53)
05/29/2026,1630,DPZ,1.015,"10,330 M",413.25,21.491,-3.2017,-15.138,17.37,1.9312,Consumer Discretionary,$19.33
05/29/2026,1630,DRI,.5797,"23,355 M",74.084,22.886,11.845,51.539,9.44,2.7155,Consumer Discretionary,$8.56
05/29/2026,1630,DRLL,.4713,281 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/29/2026,1630,DRVN,.9844,"2,283 M",68.607,18.525,3.1782,20.149,.85,<empty>,Consumer Discretionary,$0.66
05/29/2026,1630,DT,.7734,"12,414 M",<empty>,68.481,4.1726,6.2175,.54,<empty>,Information Technology,$1.76
05/29/2026,1630,DVN,.4789,"51,315 M",31.467,13.941,2.0255,15.178,3.59,1.9078,Energy,$3.88
05/29/2026,1630,DXCM,1.392,"28,454 M",31.423,26.856,8.1959,35.624,2.33,<empty>,Health Care,$3.68
05/29/2026,1630,EA,.6546,"50,582 M",<empty>,58.083,7.5565,13.49,3.51,.37279,Communication Services,$9.29
05/29/2026,1630,EAT,1.231,"6,106 M",74.615,14.328,15.544,139.22,10.26,<empty>,Consumer Discretionary,$11.42
05/29/2026,1630,EBAY,1.384,"48,516 M",54.484,21.023,9.201,42.875,4.41,1.2964,Consumer Discretionary,$3.71
05/29/2026,1630,ECH,.7621,"1,049 M",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/29/2026,1630,ECPG,1.299,"1,714 M",79.461,5.4583,1.4568,<empty>,12.84,<empty>,Financials,$7.32
05/29/2026,1630,EDEN,.8748,202 M,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,<empty>
05/29/2026,1630,EDU,.1271,"7,287 M",10.215,20.624,2.1086,10.842,2.7,2.1958,Consumer Discretionary,$4.09
