Date,Time,Symbol,Last,%Change,Sector,Beta,StandardDeviation,Free Cash Flow Per Share - Current (LTM),52High,52Low,SimpleMovingAvg,SimpleMovingAvg,SimpleMovingAvg,A_MCADays_Streak,A_MACD_BRR,A_MACDH_D_BRR,Volume,A_VolumeSpike,VolumeAvg,VolumeAvg,VolumeRateOfChange,A_Perf2M,A_Perf2Wk,A_Perf3D,A_3mnHigh,A_3mnLow,A_3mnHighLow,A_3wkHighLow,A_EarningsDays,Market Cap
05/13/2026,1630,AAAU,46.23,-0.58%,,.1687,0.71,<empty>,54.71,31.27,46.19,46.85,42.53,-1.0,0.36,-0.66,"643,899",0.0,2386755.45,2533306.74,-70.56,-6.57,3.12,-0.78,53.51,43.35,-43.35,-44.07,NaN,"2,847 M"
05/13/2026,1630,AAL,12.71,+0.16%,Industrials,1.343,0.63,$1.67,16.5,10.09,12.22,11.5,12.95,-3.0,-0.78,-0.64,"37,122,078",-100272.46,6.567727512E7,6.540934812E7,-49.32,23.4,12.38,-4.79,15.62,10.31,-10.31,13.03,49.0,"8,406 M"
05/13/2026,1630,AAPL,298.87,+1.38%,Information Technology,1.067,10.33,$8.74,300.92,193.46,278.31,264.68,258.24,1.0,1.0,0.76,"52,556,444",300027.09,4.399755891E7,4.465485854E7,57.36,19.49,10.62,1.89,287.08,246.31,-246.31,-265.12,54.0,"4,389,610 M"
05/13/2026,1630,ABBV,208.50,+0.31%,Health Care,.3042,4.13,$11.29,244.81,176.57,204.3,210.7,218.58,2.0,0.54,0.88,"5,534,614",-100136.38,6956812.28,6892039.07,-25.82,-5.09,2.26,3.45,237.49,191.1,-191.1,215.09,53.0,"368,376 M"
05/13/2026,1630,ABNB,132.97,-1.85%,Consumer Discretionary,1.208,2.53,$7.52,147.25,110.81,140.14,134.06,128.28,-3.0,-0.57,-0.11,"3,419,498",0.0,3679007.68,4303662.77,7.22,5.28,-5.21,-6.02,147.15,116.62,147.15,147.15,58.0,"78,918 M"
05/13/2026,1630,ABR,5.88,+0.51%,Financials,1.159,0.79,$1.72,12.575,5.69,7.69,7.73,9.31,-4.0,-0.48,0.0,"5,624,072",-401162.02,3649707.85,4051095.5,97.77,-23.34,-24.42,-18.45,9.49,7.03,9.49,9.04,54.0,"1,131 M"
05/13/2026,1630,ABT,83.83,-0.62%,Health Care,.6345,3.45,$4.24,139.06,81.97,89.88,99.38,118.97,2.0,0.08,0.58,"11,773,021",-100135.38,1.289256012E7,1.190378772E7,-9.49,-22.4,-8.21,-0.58,117.52,84.03,117.52,-82.02,44.0,"146,016 M"
05/13/2026,1630,ACHC,27.15,+4.34%,Health Care,.7627,1.28,($3.23),30.1991,11.43,26.79,25.34,20.48,4.0,0.5,0.22,"3,226,342",-100568.1,3118253.51,3501861.31,62.74,15.43,-3.93,7.82,30.07,15.62,30.07,30.07,53.0,"2,497 M"
05/13/2026,1630,ACHR,6.52,+2.03%,Industrials,2.853,0.34,($0.90),14.62,4.8,6.05,5.89,8.18,-2.0,1.0,-0.66,"44,639,637",-100082.02,3.027937371E7,3.085764816E7,56.31,8.13,16.43,0.62,8.51,5.31,-5.31,7.02,61.0,"4,953 M"
05/13/2026,1630,ACI,16.54,+3.89%,Consumer Staples,.2493,0.29,$0.97,22.78,15.545,16.47,16.9,17.77,2.0,0.08,0.51,"6,022,134",-100131.02,6693578.94,6402109.38,27.28,-4.23,0.36,3.25,19.6,16.05,19.6,17.15,47.0,"8,180 M"
05/13/2026,1630,ADBE,236.07,-1.98%,Information Technology,1.444,6.09,$24.58,422.95,224.13,247.2,248.93,309.42,-4.0,-0.7,-0.48,"3,864,284",200143.42,5594287.71,5678272.74,-59.82,-5.31,-3.08,-6.71,285.48,224.23,-224.23,259.04,20.0,"95,419 M"
05/13/2026,1630,ADYEY,10.300,-3.56%,Financials,2.352,0.31,$33.73,19.94,9.45,11.18,10.66,14.52,-18.0,-0.79,-0.44,"1,887,970",100000.02,1895959.92,2150842.5,-33.72,-0.39,-7.12,-6.96,12.53,9.28,-9.28,12.13,NaN,"32,483 M"
05/13/2026,1630,AFK,28.17,-1.40%,,.7471,0.82,<empty>,30.85,18.0,27.71,26.92,25.59,-1.0,0.68,-0.67,"48,013",-200043.41,80686.29,80908.26,88.24,11.04,7.03,-0.67,31.54,24.37,-24.37,29.02,NaN,127 M
05/13/2026,1630,AFRM,63.53,-2.90%,Financials,3.499,1.52,$2.37,100.0,42.095,64.98,54.81,67.61,-8.0,-0.85,-0.26,"6,859,046",-100679.4,5427898.22,5912181.5,20.11,35.52,0.08,-0.75,69.07,42.32,-42.32,71.03,73.0,"21,276 M"
05/13/2026,1630,AGCO,115.96,-1.75%,Industrials,1.123,2.15,$7.39,143.78,95.96,117.9,118.15,113.65,-2.0,-0.33,-0.52,"607,828",-100144.07,727725.02,748470.71,-19.87,-2.2,1.34,-1.18,144.62,108.37,-108.37,123.07,53.0,"8,396 M"
05/13/2026,1630,AHR,51.61,+0.27%,Real Estate,.5644,0.65,$1.81,54.67,33.705,50.24,49.93,46.74,2.0,0.57,0.67,"2,138,990",0.0,2475076.89,2459683.76,-14.61,-1.05,2.79,-0.19,55.52,47.31,-47.31,52.02,59.0,"9,946 M"
05/13/2026,1630,AIQUY,41.399991,+0.15%,Materials,.7777,0.98,<empty>,44.415,36.169,42.62,41.41,39.94,3.0,-0.22,0.14,"106,413",100100.59,200069.58,263480.53,-15.0,6.29,-1.22,0.49,44.21,38.46,44.21,-41.04,52.0,"119,457 M"
05/13/2026,1630,AKAM,161.14,+7.74%,Information Technology,.5346,22.97,$5.29,165.45,69.78,112.44,109.55,90.55,4.0,1.0,1.0,"10,929,149",100255.04,5477291.84,5646047.94,247.62,49.66,61.46,9.09,121.33,89.21,-89.21,-94.14,59.0,"23,427 M"
05/13/2026,1630,ALB,200.94,-2.23%,Materials,1.381,6.51,$3.47,221.0,53.7,197.33,182.12,134.76,-1.0,-0.5,-0.63,"1,861,866",-100466.05,2056429.79,2192091.66,20.22,27.0,5.27,-1.27,216.19,155.37,221.04,221.04,53.0,"23,698 M"
05/13/2026,1630,ALCO,41.32,+0.36%,Consumer Staples,.9968,0.5,$1.66,45.01,29.5,41.61,41.01,37.11,7.0,0.23,0.34,"13,274",300200.38,30062.72,28493.96,-70.6,7.28,0.36,1.57,45.24,37.44,45.24,44.17,62.0,306 M
05/13/2026,1630,ALGN,161.75,-2.44%,Health Care,1.787,7.6,$8.11,208.305,122.0,178.87,176.15,157.32,-1.0,0.0,-0.13,"636,418",-100247.39,1157629.31,1170515.21,-37.89,-1.51,-9.33,-4.17,200.16,162.42,200.16,200.16,53.0,"11,584 M"
05/13/2026,1630,ALLY,41.71,-2.64%,Financials,1.108,0.79,($0.36),47.27,32.5018,44.03,41.12,41.24,-3.0,-0.59,-0.18,"2,792,707",-100133.16,3652794.12,3663160.38,-9.41,15.41,-4.79,-5.72,47.16,36.43,47.16,47.16,44.0,"12,785 M"
05/13/2026,1630,ALNY,291.48,-0.19%,Health Care,.3278,6.65,$4.88,495.55,261.85,302.89,314.21,391.71,2.0,-0.55,0.55,"975,681",100140.1,1133834.25,1169988.96,65.85,-7.0,-3.22,-1.21,346.57,287.09,346.57,-284.02,53.0,"38,916 M"
05/13/2026,1630,AMAT,436.61,+1.25%,Information Technology,1.674,20.61,$7.75,448.45,153.47,406.88,377.35,278.71,-2.0,0.77,-0.78,"7,329,960",-100162.38,6394642.85,6825543.09,65.81,27.84,14.12,0.27,420.13,317.46,-317.46,448.02,1.0,"346,498 M"
05/13/2026,1630,AMBA,82.10,+5.00%,Information Technology,2.187,5.57,$1.36,96.69,48.3,68.52,59.33,71.2,1.0,1.0,0.93,"1,224,289",-100163.53,817763.21,869807.85,50.27,57.01,24.51,7.6,74.06,48.31,-48.31,-55.17,10.0,"3,595 M"
05/13/2026,1630,AMD,445.50,-0.62%,Information Technology,2.308,49.46,$5.27,469.215,107.6671,355.85,269.77,221.6,-2.0,1.0,-0.86,"30,255,007",400369.06,3.930838273E7,3.876603325E7,-33.68,130.36,32.15,-2.13,363.08,188.5,-188.5,469.02,57.0,"726,433 M"
05/13/2026,1630,AMG,303.48,+0.65%,Financials,1.145,5.88,$37.82,334.78,172.54,297.12,287.11,269.43,-3.0,0.6,-0.55,"174,448",-101047.58,357631.06,392783.63,-74.8,11.59,4.97,0.22,335.59,254.28,-254.28,318.08,53.0,"8,016 M"
05/13/2026,1630,AMH,31.44,-0.41%,Real Estate,.8161,0.62,$2.25,38.85,27.215,31.33,29.81,31.83,-6.0,-0.89,-0.25,"3,597,911",100146.53,3223893.07,3826996.0,74.54,10.82,0.42,-1.84,32.06,27.37,33.04,33.04,54.0,"11,337 M"
05/13/2026,1630,AMLP,53.17,+0.25%,,.5009,0.68,<empty>,54.2499,44.64,52.74,52.63,49.23,-1.0,-0.59,-0.59,"1,173,050",-100016.3,1591969.44,1586001.35,-26.25,1.84,0.08,0.02,54.06,50.62,54.06,54.06,NaN,"12,501 M"
05/13/2026,1630,AMN,30.87,+4.75%,Health Care,.3224,4.04,$18.27,31.65,14.865,22.66,20.54,18.99,5.0,1.0,1.0,"1,310,738",300472.03,1004615.71,1236383.85,170.93,63.33,45.89,6.56,23.48,16.6,-16.6,32.02,59.0,"1,197 M"
05/13/2026,1630,AMPH,18.32,+4.69%,Health Care,.8962,2.05,$2.88,31.2641,17.03,21.43,20.43,25.04,-4.0,-0.64,-0.35,"971,189",-100485.03,569293.44,579290.75,220.96,0.77,-15.3,-3.58,29.6,17.43,-17.43,24.04,59.0,808 M
05/13/2026,1630,AMZN,270.13,+1.62%,Consumer Discretionary,1.447,4.66,($0.23),278.56,196.0,262.97,234.8,229.07,-7.0,-0.88,-0.36,"39,553,509",-100334.1,4.640305318E7,4.82634272E7,1.18,30.08,2.7,-0.94,279.06,196.6,279.06,279.06,54.0,"2,905,818 M"
05/13/2026,1630,AN,191.11,-2.18%,Consumer Discretionary,.7739,5.16,($2.85),228.9166,176.25,203.58,196.93,206.32,-3.0,-0.56,0.0,"311,939",-100334.09,415676.15,428157.02,9.15,4.16,-7.09,-7.21,218.08,180.38,218.08,218.08,54.0,"6,402 M"
05/13/2026,1630,AQWA,18.885,-0.68%,,.9159,0.25,<empty>,20.92,17.96,19.35,19.31,19.5,-2.0,-0.38,-0.41,"3,372",-100124.48,32120.17,36394.01,-70.37,-1.15,-1.38,-1.25,21.53,18.38,-18.38,20.12,NaN,25 M
05/13/2026,1630,AR,36.74,+1.13%,Energy,.4259,1.24,$3.08,45.75,29.1,37.7,39.42,34.98,1.0,-0.08,0.56,"5,623,298",0.0,5729701.62,5825681.08,21.26,-10.37,-5.82,2.23,46.31,33.6,46.31,-36.04,53.0,"11,383 M"
05/13/2026,1630,ARE,47.27,+1.66%,Real Estate,1.164,2.59,$8.24,88.236,39.41,45.26,46.53,59.83,8.0,0.73,0.65,"1,717,674",-200849.12,2388250.96,2464262.31,-34.75,-2.35,15.15,2.18,55.53,39.11,-39.11,-39.11,46.0,"8,238 M"
05/13/2026,1630,ARGT,88.27,-1.69%,,.936,1.4,<empty>,103.9699,66.49,91.6,90.47,86.95,-4.0,-0.27,-0.39,"408,451",100032.1,283891.75,258134.32,11.2,3.23,-2.43,-1.36,97.62,83.5,-83.5,95.15,NaN,789 M
05/13/2026,1630,ARHS,5.87,-0.51%,Consumer Discretionary,2.333,0.63,$0.10,12.63,5.63,7.25,7.0,9.37,-5.0,-0.4,0.0,"1,622,517",200457.05,1368313.81,1442040.75,165.9,-13.04,-20.03,-9.76,10.53,6.26,10.53,8.16,58.0,831 M
05/13/2026,1630,ARKK,78.05,-0.20%,,1.985,1.7,<empty>,92.65,55.02,77.58,73.42,77.86,-2.0,-0.9,-0.5,"7,474,506",200150.37,9881954.06,1.020408788E7,-39.93,11.1,6.15,-1.35,81.18,63.31,-63.31,81.02,NaN,"6,572 M"
05/13/2026,1630,ARQQ,13.83,-3.96%,Information Technology,2.685,0.6,<empty>,62.0,11.52,14.83,14.26,26.41,-4.0,-0.97,-0.49,"404,282",-200218.19,309907.73,289544.21,21.91,1.47,4.61,-7.55,18.53,12.31,-12.31,-13.1,6.0,216 M
05/13/2026,1630,AS,32.78,-2.32%,Consumer Discretionary,1.126,1.13,$0.80,42.76,28.92,35.41,34.4,35.83,-3.0,-0.44,-0.29,"4,244,939",100054.51,4221569.02,4588321.82,54.06,1.36,-4.99,-9.02,43.57,31.37,-31.37,37.05,4.0,"19,072 M"
05/13/2026,1630,ASBFF,25.76,0.00%,Consumer Staples,.4235,2.36,<empty>,31.08,23.18,27.04,28.05,25.16,1.0,0.29,0.37,<empty>,NaN,2186.16,2774.45,-72.45,-11.17,-3.38,6.01,31.09,23.04,-23.04,-23.04,NaN,"18,053 M"
05/13/2026,1630,ASO,49.97,-2.25%,Consumer Discretionary,1.029,1.96,$3.32,62.445,39.87,54.82,55.61,52.98,-3.0,-0.15,-0.31,"1,673,858",-300851.41,1486304.3,1440642.93,113.74,-11.31,-6.39,-7.65,62.53,50.4,62.53,59.15,18.0,"3,223 M"
05/13/2026,1630,ATRO,80.09,+2.34%,Industrials,1.102,3.45,$1.22,83.96,27.2701,74.5,72.09,57.77,2.0,0.48,0.73,"1,706,859",101060.01,564089.81,582151.51,509.91,25.28,19.56,6.67,84.51,61.31,-61.31,-66.1,54.0,"2,873 M"
05/13/2026,1630,AVB,186.46,-0.30%,Real Estate,.8065,4.33,$11.84,209.86,160.095,180.12,173.13,180.93,-9.0,-1.0,-0.63,"948,601",-200124.04,999260.66,1025860.11,56.65,10.36,1.13,1.29,186.06,160.3,-160.3,-170.15,53.0,"25,939 M"
05/13/2026,1630,AVGO,416.79,-0.60%,Information Technology,1.416,8.22,$6.12,437.68,221.6,415.54,365.11,345.5,-3.0,-0.74,-0.33,"16,881,747",0.0,2.465910831E7,2.379580199E7,-13.43,29.37,2.8,-3.07,433.06,290.31,438.05,438.05,14.0,"1,973,362 M"
05/13/2026,1630,AVO,12.46,-1.35%,Consumer Staples,.5942,0.51,$0.54,15.53,10.0,13.51,13.58,12.78,-5.0,-0.12,-0.26,"690,419",-200548.18,982776.55,880812.36,-18.12,2.55,-9.38,-4.74,16.25,12.4,16.25,15.11,15.0,883 M
05/13/2026,1630,AVTR,7.87,-3.67%,Health Care,.9365,0.18,$0.65,15.93,7.265,8.13,8.01,10.99,-3.0,-0.73,-0.64,"9,051,403",0.0,9457580.38,1.00363465E7,-19.74,-0.76,0.25,-5.29,10.61,7.32,-7.32,-7.14,54.0,"5,373 M"
05/13/2026,1630,AWI,158.04,-0.67%,,1.184,6.06,$5.53,206.0799,149.06,169.93,168.97,186.09,1.0,-0.35,0.28,"392,306",200132.12,506313.56,538156.22,24.39,-5.53,-6.4,-2.3,206.62,159.31,206.62,183.16,52.0,"6,745 M"
05/13/2026,1630,AXP,309.61,-1.50%,Financials,1.073,3.54,$20.73,387.49,281.465,320.19,311.21,336.33,-5.0,-0.63,-0.3,"2,963,855",100039.38,3419633.47,3700561.95,-35.3,3.22,-1.91,-2.03,359.62,291.37,-291.37,338.16,50.0,"211,255 M"
05/13/2026,1630,AZO,3366.79,-1.26%,Consumer Discretionary,.4048,82.07,$95.97,4388.11,3210.72,3539.14,3505.2,3758.64,-9.0,-0.54,-0.25,"281,634",-100140.02,186959.48,178433.48,41.7,-5.5,-4.45,-3.7,3887.61,3281.37,-3281.37,3730.08,8.0,"55,474 M"
05/13/2026,1630,B,44.87,-2.14%,Materials,-.0884,2.78,$3.01,54.69,17.41,41.45,41.74,38.45,-1.0,0.68,-0.99,"14,830,984",100647.03,1.311703122E7,1.37507919E7,28.15,5.98,16.7,4.03,51.51,36.37,-36.37,48.02,61.0,"75,180 M"
05/13/2026,1630,BA,240.60,+1.57%,Industrials,1.216,5.51,($1.82),254.3499,176.77,229.33,217.92,219.68,6.0,0.72,0.59,"7,313,916",100240.16,6883187.07,6576346.56,-9.57,14.63,7.36,1.37,247.61,188.31,-188.31,-219.16,52.0,"189,666 M"
05/13/2026,1630,BABA,145.81,+8.18%,Consumer Discretionary,.475,4.61,$0.52,192.67,103.71,136.11,131.69,148.95,1.0,0.76,0.66,"40,028,663",201052.01,1.147590118E7,1.099793921E7,272.36,7.84,11.79,4.11,163.62,118.26,-118.26,-129.11,0.0,"349,806 M"
05/13/2026,1630,BAC,49.84,-1.85%,Financials,1.2,1.13,$7.63,57.55,42.35,52.58,50.54,51.59,-5.0,-0.53,-0.06,"29,757,011",100043.38,3.710786613E7,3.914981062E7,-6.88,6.68,-5.75,-2.86,55.2,46.38,55.2,55.16,42.0,"353,694 M"
05/13/2026,1630,BALL,56.45,-1.95%,Materials,1.063,1.74,$2.21,68.29,44.83,60.66,60.88,55.19,-1.0,-0.01,-0.26,"2,056,960",100130.06,2462386.05,2348202.18,28.68,-9.23,-6.37,-3.54,68.62,57.37,68.62,65.16,56.0,"15,030 M"
05/13/2026,1630,BBN,15.98,-0.19%,,.6804,0.06,<empty>,17.45,15.38,16.15,16.11,16.48,-2.0,-0.51,-0.48,"63,618",-100100.06,193488.9,189297.9,-58.36,0.44,-0.93,-0.93,17.52,16.31,-16.31,16.17,NaN,987 M
05/13/2026,1630,BBWI,18.74,-1.83%,Consumer Discretionary,1.446,0.47,$4.16,34.64,14.275,19.37,19.28,22.93,-3.0,-0.71,-0.61,"5,168,536",200559.19,6045554.0,5935582.01,9.5,-3.9,2.24,-5.02,25.6,17.32,-17.32,22.16,9.0,"3,774 M"
05/13/2026,1630,BBY,55.52,-2.94%,Consumer Discretionary,1.244,1.35,$5.96,84.99,55.1,60.45,62.36,69.99,-3.0,-0.2,-0.39,"2,971,924",100545.34,3942880.43,4330642.34,6.58,-11.3,-5.47,-6.53,68.49,57.06,68.49,68.16,10.0,"11,698 M"
05/13/2026,1630,BCO,104.58,-1.09%,Industrials,1.058,1.73,$13.03,136.37,80.1,108.41,107.15,113.89,-3.0,-0.65,-0.5,"1,031,321",101129.52,510044.19,535910.31,228.81,-2.33,-2.57,-2.46,136.53,96.37,-96.37,116.17,57.0,"4,307 M"
05/13/2026,1630,BDRY,13.33,+0.30%,,.7239,0.66,<empty>,13.34,5.03,11.82,11.01,9.46,3.0,0.88,0.86,"182,027",500157.47,187657.63,167731.57,770.02,27.07,12.49,10.11,13.51,10.31,-10.31,-11.13,NaN,44 M
05/13/2026,1630,BEAM,31.85,+0.85%,Health Care,2.157,1.45,($3.74),36.44,15.35,30.65,27.62,25.44,-3.0,-0.78,-0.5,"2,821,650",-201095.14,2103354.65,2081213.71,4.72,26.59,8.41,-1.45,34.54,22.31,-22.31,34.02,56.0,"3,277 M"
05/13/2026,1630,BEPC,37.21,+0.76%,Utilities,1.136,1.91,($1.86),45.18,27.72,38.62,39.84,38.92,7.0,0.09,0.62,"1,447,381",-200342.09,1574046.28,1467627.0,84.29,-5.12,5.71,1.44,45.6,34.07,-34.07,-34.07,54.0,"6,786 M"
05/13/2026,1630,BIDU,150.50,+7.55%,Communication Services,.4578,8.84,($6.89),165.3,81.17,130.73,121.87,123.03,1.0,0.87,0.89,"5,050,289",100869.01,2225803.87,2266994.84,224.64,21.3,24.37,6.7,145.62,106.31,-106.31,-119.1,3.0,"51,208 M"
05/13/2026,1630,BIO,243.51,+0.74%,Health Care,1.081,15.45,$13.21,343.12,211.43,273.11,273.78,292.3,1.0,-0.03,0.08,"424,739",-100242.09,328268.11,335457.86,0.28,-7.34,-11.5,-4.25,313.16,242.08,313.16,313.16,54.0,"6,517 M"
05/13/2026,1630,BIP,38.31,+0.63%,Utilities,1.047,0.96,($2.86),40.32,29.63,36.44,36.6,34.78,10.0,0.58,0.88,"724,760",-100328.11,1036715.4,990362.52,46.22,1.48,10.02,4.19,40.51,33.1,-33.1,-33.1,53.0,"17,623 M"
05/13/2026,1630,BIRK,33.07,-12.86%,Consumer Discretionary,1.057,1.65,$1.67,59.5,32.435,38.87,37.58,42.16,-2.0,-0.42,-0.06,"8,930,132",-101051.01,2191593.1,2337379.87,329.26,-11.65,-11.81,-15.94,43.16,33.37,43.16,43.16,0.0,"6,082 M"
05/13/2026,1630,BITO,10.88,-1.45%,,1.731,0.28,<empty>,23.63,8.61,10.74,10.12,14.37,-2.0,-0.99,-0.62,"108,027,048",-300146.06,1.1761597451E8,1.1034914289E8,-3.2,11.02,5.32,-0.73,11.06,9.55,-9.55,11.02,NaN,"1,888 M"
05/13/2026,1630,BJ,95.00,+3.25%,Consumer Staples,1.5,1.2,$2.50,120.08,86.68,93.56,95.21,95.48,1.0,0.27,0.6,"1,906,145",100635.49,1942708.5,1887814.11,30.2,-2.78,3.9,2.18,106.6,90.23,-90.23,-91.1,6.0,"12,131 M"
05/13/2026,1630,BJRI,41.34,-0.19%,Consumer Discretionary,1.252,1.97,$3.71,47.02,28.46,39.03,37.18,36.79,-2.0,0.82,-0.86,"395,235",100943.06,383280.62,387218.92,112.79,23.7,10.51,-3.19,44.59,33.42,-33.42,44.02,54.0,869 M
05/13/2026,1630,BK,134.99,+1.16%,Financials,1.055,1.33,$1.83,139.1499,87.41,133.85,125.37,114.92,3.0,0.5,0.19,"4,097,880",-100126.19,3707083.71,3762907.84,39.44,16.2,2.06,3.44,139.16,112.46,139.16,-130.03,43.0,"92,654 M"
05/13/2026,1630,BKNG,155.03,-3.44%,Consumer Discretionary,-1.283,6.85,$11.24,233.576544,150.618,173.54,173.63,197.89,-1.0,-0.46,-0.23,"6,826,608",200140.53,8034012.74,1.012125647E7,13.59,-8.62,-10.89,-6.57,194.16,151.56,194.16,194.16,53.0,"120,129 M"
05/13/2026,1630,BKV,27.76,-1.98%,Energy,1.063,1.49,($4.94),32.81,19.56,29.23,28.94,26.08,-7.0,-0.33,-0.15,"686,377",-100056.38,1091441.68,1018063.26,17.64,-3.44,-9.34,-0.14,33.51,26.2,-26.2,32.06,62.0,"3,037 M"
05/13/2026,1630,BLDR,72.32,-0.63%,Industrials,1.454,5.99,$7.80,151.03,70.61,82.28,84.55,111.08,-3.0,-0.3,-0.26,"2,779,737",-300562.1,2528829.73,2517567.17,34.79,-17.9,-13.26,-6.56,130.62,73.06,130.62,95.16,53.0,"7,779 M"
05/13/2026,1630,BLK,1094.10,+0.15%,Financials,1.47,17.18,$23.68,1219.9399,917.39,1059.89,1009.44,1080.44,4.0,1.0,0.6,"823,087",100341.47,806938.33,808602.63,52.74,18.39,5.26,0.85,1108.56,917.43,-917.43,-1031.1,43.0,"169,842 M"
05/13/2026,1630,BLMN,8.28,-0.48%,Consumer Discretionary,1.12,1.12,$1.40,10.7,5.19,6.81,6.2,6.8,-1.0,1.0,-0.97,"2,961,823",101578.06,3037658.04,3054997.05,124.3,50.27,37.77,1.97,7.62,5.31,-5.31,9.02,57.0,709 M
05/13/2026,1630,BLOK,64.22,+0.31%,,1,2.57,<empty>,75.89,45.58,61.46,56.2,60.37,-2.0,-0.99,-0.6,"116,707",100134.21,305362.13,327957.31,-54.49,22.67,11.34,-0.26,63.06,47.31,-47.31,66.02,NaN,"1,300 M"
