Date,Time,Symbol,Last,%Change,StandardDeviation,52High,52Low,SimpleMovingAvg,SimpleMovingAvg,SimpleMovingAvg,A_MCADays_Streak,A_MACD_BRR,A_MACDH_D_BRR,Volume,A_VolumeSpike,VolumeAvg,VolumeAvg,VolumeRateOfChange,A_Perf2M,A_Perf2Wk,A_Perf3D,A_3mnHigh,A_3mnLow,A_3mnHighLow,A_3wkHighLow,A_EarningsDays
5/28/2026,1630,/GC[Q26],4528.3,-0.09%,86.1,5626.8,3250.5,4596.1,4643.5,4394.9,4,0.3,0.5,44,0,149947,153245.9,-100,-0.3,-2.7,0.5,5434.6,4100.5,-4100.5,4783.1,NaN
5/28/2026,1630,/HG[N26],6.424,-0.03%,0.1231,6.716,4.3325,6.3114,6.0011,5.4749,2,-0.74,0.38,8,0,44490.34,44188.1406,-99.9839,17.0767,-2.3708,0.0078,7.11,5.47,7.11,7.11,NaN
5/28/2026,1630,/NG[N26],3.317,0.97%,0.143,7.439,2.495,2.944,2.84,3.409,3,0.55,0.37,192,0,108502.96,117379.5,-99.836,14.761,13.425,14.602,3.57,2.24,-2.24,-3.15,NaN
5/28/2026,1630,/NKD[M26],65805,0.08%,1706,66520,37295,62642,58808,52333,6,1,1,9,200500,5998,6090,-100,29,4,0,63880,50410,-50410,66520,NaN
5/28/2026,1630,/SI[N26],75.98,0.09%,4.856,121.785,32.865,78.379,75.963,66.052,2,-0.24,0.57,7,0,43860.92,44893.578,-99.981,8.264,-9.558,-1.669,97.62,61.47,-61.47,90.11,NaN
5/28/2026,1630,AAAU,44.335,1.04%,0.94,54.71,32.15,45.28,45.72,43.11,1,-0.26,0.51,"1,691,920",0,2276920.69,2346768.85,11.34,-0.44,-4.1,-0.24,53.61,43.45,-43.45,47.14,NaN
5/28/2026,1630,AAL,14.65,-1.81%,0.93,16.5,10.09,12.98,11.96,13.04,-1,0.97,-0.89,"55,951,762",-100272.56,6.00E+07,6.92E+07,-32.21,42.23,15.26,5.78,13.62,10.41,-10.41,-12.17,38
5/28/2026,1630,AAPL,312.51,0.53%,6.27,313.26,195.07,295.51,274.04,262.83,-3,1,-0.52,"48,154,718",300027.19,4.54E+07,4.41E+07,6.48,25.61,4.56,1.19,303.08,246.41,-246.41,-275.17,43
5/28/2026,1630,ABBV,218.63,1.50%,4.64,244.81,181.73,209.73,208.04,219.49,1,0.95,0.96,"5,189,233",-100136.48,6745382.13,6671368.89,-22.33,4.41,4.86,1.36,237.59,191.2,-191.2,220.03,43
5/28/2026,1630,ABNB,134.5,1.82%,2.5,147.25,110.81,136.07,134.35,128.53,6,0.35,0.32,"3,933,447",0,3674172.58,3809403.17,-45.73,9.47,1.15,1.62,147.25,122.38,147.25,-128.05,47
5/28/2026,1630,ABR,5.64,2.55%,0.46,12.575,5.4,6.55,7.25,9.02,9,0.02,0.45,"5,342,903",-401162.12,3956661.39,4175292.89,-29.6,-23.27,-4.08,1.26,9.59,6.03,9.59,9.14,44
5/28/2026,1630,ABT,86.3,0.72%,1.86,139.06,81.97,86.58,94.66,116.82,-4,0.55,-0.89,"10,151,614",-100135.48,1.32E+07,1.23E+07,-23.52,-17.01,2.95,-1.27,117.62,82.12,-82.12,-82.12,33
5/28/2026,1630,ACHC,23.76,-1.37%,1.26,30.1991,11.43,25.21,25.39,20.68,3,-0.22,0.17,"1,718,082",-100568.2,2907452.68,3098576.99,-24.25,3.71,-12.49,2.5,30.17,22.19,30.17,-22.04,42
5/28/2026,1630,ACHR,6.81,3.97%,0.29,14.62,4.8,6.21,5.87,8,5,0.98,0.56,"58,317,270",-100187.03,3.62E+07,3.51E+07,-2.3,33.79,4.45,7.08,8.61,5.41,-5.41,-6.16,50
5/28/2026,1630,ACI,15.92,-0.69%,0.44,22.78,15.545,16.33,16.75,17.62,-5,-0.21,-0.42,"4,865,702",-100131.12,6679591.51,6491199.22,7.86,-6.74,-3.75,-1.79,18.36,16.11,-16.11,18.06,36
5/28/2026,1630,ADBE,241.44,1.34%,6.52,421.48,224.13,247.34,244.19,304.33,-5,-0.67,-0.46,"3,385,268",200143.52,4994442.18,5410856.74,-24.43,2.81,2.27,-1.36,285.58,224.33,-224.33,265.06,10
5/28/2026,1630,ADYEY,10.78,-2.00%,0.31,19.94,9.45,10.92,10.69,14.2,-2,-0.82,-0.63,"813,561",100000.12,1680294.02,1748164.77,-46.07,10.11,4.66,-2.27,12.28,9.38,12.28,-10.1,NaN
5/28/2026,1630,AFK,27.64,0.80%,0.73,30.85,18.78,27.42,26.97,25.87,5,0.5,0.5,"31,680",-200043.51,65651.76,89099.89,-66.38,11.18,-1.88,2.79,31.62,24.47,-24.47,-26.06,NaN
5/28/2026,1630,AFRM,73,3.63%,2.54,100,42.095,66.67,58.42,67.38,3,0.83,0.45,"5,020,107",-100679.5,5266837.71,5437164.26,-32.59,71.64,14.91,11.93,71.13,42.42,-42.42,-60.1,63
5/28/2026,1630,AGCO,113.87,-0.36%,2.22,143.78,95.96,116.05,116.36,113.75,4,0.25,0.5,"484,114",-100144.17,712951.05,701449.56,-8.85,0.3,-1.8,0.91,137.61,108.47,-108.47,-108.04,43
5/28/2026,1630,AHR,49.46,-1.98%,0.76,54.67,34.03,50.49,49.55,47.29,-2,-0.49,-0.45,"3,229,578",-100128.05,2512051.6,2604299.97,79.25,4.94,-4.17,-1.45,55.62,47.41,-47.41,52.12,48
5/28/2026,1630,AIQUY,42.41,-0.26%,0.75,44.415,36.169,41.62,41.84,40.01,8,0.31,0.65,"103,121",0,185626.62,187856.05,-0.15,7.01,2.44,1.27,44.31,38.56,44.31,-40.08,41
5/28/2026,1630,AKAM,143.13,-0.90%,5.15,165.45,69.78,137.61,118.16,94.17,-10,-0.77,-0.25,"4,217,714",100355.06,6043768.36,5547572.82,-60.19,25,-11.18,-2.78,165.1,89.31,165.1,165.1,48
5/28/2026,1630,ALB,176.32,-0.65%,14.38,221,53.7,187.17,184.26,140.01,4,0.01,0.3,"1,714,839",-100466.15,2073247.32,2076653.08,-60.04,-1.74,-12.25,2.76,221.14,155.47,221.14,-166.06,42
5/28/2026,1630,ALCO,41.71,-0.41%,0.5,45.01,30.89,40.99,41.39,37.54,7,0.3,0.55,"19,449",300200.48,25956.75,27729.53,83.09,2.71,0.94,0.97,45.34,37.54,45.34,-40.08,51
5/28/2026,1630,ALGN,173.25,6.37%,4.39,208.305,122,166.01,174.02,157.92,8,0.21,0.64,"1,590,726",-100247.49,1082488.86,1153621.22,111.18,4.13,7.11,5.89,200.26,152.05,-152.05,-152.05,42
5/28/2026,1630,ALLY,42.8,-0.33%,0.73,47.27,34.3,42.86,42.04,41.49,6,0.49,0.45,"4,820,064",-100133.26,3375216.53,3559031.69,46.42,13.26,2.61,1.06,47.26,36.53,47.26,-41.05,33
5/28/2026,1630,ALNY,305.06,3.19%,5.39,495.55,284.28,296.03,309.19,386.28,1,0.77,0.85,"1,020,706",100140.2,1067695.18,1086029.37,-10.78,-3.88,4.66,2.56,343.31,284.12,-284.12,-284.12,43
5/28/2026,1630,AMAT,449.68,0.32%,12.79,462.4,153.47,425.44,395.24,291.25,6,0.68,0.63,"5,645,130",100261.09,6791801.1,6740433.05,-27.08,33.37,2.99,4.05,448.12,317.56,-317.56,-386.17,53
5/28/2026,1630,AMBA,91.84,1.39%,5.42,96.69,48.3,79.97,65.58,72.2,-2,1,-0.81,"2,792,220",100205.01,912519.73,964158.51,80.47,81.97,11.86,4.9,83.1,48.41,-48.41,96.02,0
5/28/2026,1630,AMD,518.09,4.55%,29.47,527.1999,108.6154,432.02,321.81,235.88,4,0.94,0.51,"31,328,180",300369.16,3.94E+07,3.78E+07,-30.2,156.49,16.29,10.82,469.12,188.6,-188.6,-339.17,46
5/28/2026,1630,AMG,302.96,-1.61%,3.99,334.78,172.54,300.66,290.84,273.92,-1,-0.57,-0.51,"297,086",0,341423.47,346454.6,-6.57,12.63,-0.17,0.33,318.18,254.38,318.18,-291.13,43
5/28/2026,1630,AMH,31.99,-0.28%,0.43,38.01,27.215,31.91,30.34,31.67,-3,-0.76,-0.26,"1,805,641",0,3107636.38,3579150.28,-71.94,16.41,1.75,-0.87,33.14,27.47,33.14,-30.08,43
5/28/2026,1630,AMLP,52.44,-0.47%,0.7,55.22,44.64,53.72,52.93,49.46,-6,-0.41,-0.06,"975,428",-100016.4,1604088.66,1571414.2,-19.3,-1.94,-1.37,-3.82,55.06,51.28,55.05,55.05,NaN
5/28/2026,1630,AMN,27.93,2.68%,1.48,31.65,14.865,26.19,22.04,19.49,1,-0.7,0.24,"763,146",200472.13,998787.12,1041476.37,-56.53,47.7,-9.52,0.98,32.12,17.38,32.12,32.12,48
5/28/2026,1630,AMPH,19.3,1.05%,0.73,31.2641,16.645,19.61,20.22,24.84,8,0.58,0.75,"621,213",100060.05,591209.04,641610.69,66.31,1.53,5.35,4.83,24.14,17.07,-17.07,-17.07,48
5/28/2026,1630,AMZN,274,0.79%,3.76,278.56,196,268.46,245.45,231.27,6,0.67,0.37,"40,548,338",-100334.2,4.45E+07,4.50E+07,12.97,37.45,1.43,2.88,279.16,199.42,279.16,-255.06,43
5/28/2026,1630,AN,193.74,-0.62%,7.09,228.9166,176.62,195.46,196.65,206.02,6,0.3,0.65,"339,586",-100334.19,397476.74,407858.21,24.66,0.65,1.38,1.98,218.18,177.05,-177.05,-177.05,44
5/28/2026,1630,AQWA,18.6848,-0.80%,0.25,20.92,18.145,18.89,19.14,19.48,6,0.3,0.57,"20,993",-100124.58,10902.16,30114.89,1305.36,0.48,-1.06,0.05,21.62,18.05,-18.05,-18.05,NaN
5/28/2026,1630,AR,35.81,1.99%,1.08,45.75,29.1,37.34,38.94,35.16,-6,-0.09,-0.56,"6,588,149",0,5301041.15,5597816.16,19.11,-20.69,-2.53,-2.56,46.41,35.62,46.41,40.17,42
5/28/2026,1630,ARE,50.06,0.26%,1.47,88.236,39.41,46.02,45.96,58.42,2,0.81,0.7,"1,413,088",-100849.22,2281362.56,2393230.59,-53.29,8.73,5.9,3.49,55.62,39.21,-39.21,-40.17,45
5/28/2026,1630,ARGT,96.05,0.49%,2.53,103.9699,66.49,90.82,91.27,87.29,6,0.57,0.86,"333,215",100032.2,288102.44,264904.57,228.13,9.87,8.81,6.25,97.35,83.6,97.35,-86.08,NaN
5/28/2026,1630,ARHS,6.86,3.16%,0.34,12.63,5.57,6.52,6.82,9.21,10,0.47,0.66,"1,288,831",-100165.09,1399561.25,1458138.14,-56.36,5.54,16.87,8.54,9.62,6.05,-6.05,-6.05,48
5/28/2026,1630,ARKK,81.01,3.93%,2,92.65,55.22,77.34,74.2,77.99,6,0.73,0.55,"8,472,087",100150.47,9326311.21,9744045.4,49.55,25.34,3.79,6.03,81.12,63.41,-63.41,-73.06,NaN
5/28/2026,1630,ARQQ,16.91,5.03%,1.64,62,11.52,14.8,14.25,25.46,1,1,0.63,"1,051,068",200526.04,451773.81,396765.18,67.42,43.55,22.27,-3.32,18.29,12.41,-12.41,19.03,134
5/28/2026,1630,AS,36.04,-1.66%,1.37,42.76,28.92,34.89,34.55,35.68,-1,0.57,-0.77,"4,461,382",-200151.07,4445032.79,4761702.61,21.57,14.67,9.95,2.21,38.61,31.47,-31.47,-33.1,55
5/28/2026,1630,ASBFF,25.76,0.00%,2.36,31.08,23.18,27.04,28.05,25.16,1,0.29,0.37,<empty>,NaN,2186.16,2774.45,-72.45,-11.17,-3.38,6.01,31.09,23.04,-23.04,-23.04,NaN
5/28/2026,1630,ASO,55.12,4.28%,1.76,62.445,39.87,52.24,54.43,53.02,6,0.3,0.74,"1,555,151",-200851.51,1362757.59,1438781.71,17.18,3.01,10.31,4.95,62.55,48.06,-48.06,-48.06,8
5/28/2026,1630,ATRO,88.17,3.72%,3.57,90.65,27.2701,78.91,74.14,60.19,3,0.66,0.76,"524,024",101060.11,532705.28,579967.61,24.58,36.11,10.09,9.04,84.61,61.41,-61.41,-70.17,43
5/28/2026,1630,AVB,184.83,-0.75%,1.63,209.86,160.095,184.93,175.32,180.74,-1,-0.77,-0.3,"799,535",-200121.05,1040405.33,1046106.6,-48.75,14.94,-0.87,-0.44,188.11,160.4,-160.4,-180.08,42
5/28/2026,1630,AVGO,426.58,1.12%,7.29,442.36,234.9,421.44,383.08,351.63,3,-0.51,0.34,"17,771,209",0,2.14E+07,2.37E+07,-22.03,41.87,2.35,3,442.09,290.41,442.09,442.09,4
5/28/2026,1630,AVO,11.25,-1.66%,0.49,15.53,10.08,12.59,13.33,12.76,-3,0,-0.33,"1,181,855",-300263.02,1003924.02,953419.75,28.92,-19.3,-9.71,-5.62,16.35,12.03,16.35,14.17,7
5/28/2026,1630,AVTR,9.15,8.93%,0.39,15.93,7.265,8.08,7.99,10.79,6,0.83,0.92,"13,511,892",100357.06,9283721.36,9550881.41,20.02,23.48,16.26,12.68,9.62,7.42,-7.42,-7.05,44
5/28/2026,1630,AWI,160.34,0.36%,2.22,206.0799,149.06,160.72,166.92,184.54,6,0.39,0.65,"277,181",200132.22,444974.96,498836.99,-22.09,-1.13,1.46,1.85,183.26,152.06,-152.06,-152.06,41
5/28/2026,1630,AXP,315.12,0.83%,2.05,387.49,286.15,314.41,312.87,337,6,0.6,0.43,"3,599,555",100039.48,3210968.43,3513484.36,7.43,7.82,1.78,1.07,340.28,291.47,340.28,-303.05,39
5/28/2026,1630,AZO,3007.08,-0.67%,151.75,4388.11,2945,3396.55,3435.11,3725.06,-3,-0.12,-0.04,"556,964",100137.01,233957.57,217523.56,141.76,-9.34,-10.68,-11.73,3882.61,3280.07,3882.61,3617.17,80
5/28/2026,1630,B,41.69,1.07%,2.13,54.69,18.83,41.57,41.03,39.4,3,0.53,0.53,"13,108,302",100647.13,1.33E+07,1.32E+07,-31.2,8.03,-7.09,2.48,51.61,36.47,-36.47,48.12,51
5/28/2026,1630,BA,228.78,2.00%,8.29,254.3499,176.77,226.71,218.76,219.52,4,0.47,0.34,"6,509,994",-100639.1,6855632.36,6992336.61,-23.32,20.08,-4.91,4.46,244.09,188.41,244.09,-214.06,41
5/28/2026,1630,BABA,126.16,-1.25%,5.25,192.67,103.71,134.56,131.27,149.61,-10,-0.5,-0.25,"11,509,957",201052.11,1.16E+07,1.15E+07,7.58,2.83,-13.48,-2.95,147.1,118.36,147.1,147.1,63
5/28/2026,1630,BAC,50.77,-0.65%,0.7,57.55,43.36,51.52,51.1,51.82,-2,-0.51,-0.41,"48,528,819",100043.48,3.59E+07,3.85E+07,69.2,8.09,1.87,-1.99,55.3,46.48,55.3,-49.08,31
5/28/2026,1630,BALL,56.24,-0.48%,0.89,68.29,44.83,57.49,59.63,55.21,8,0.08,0.53,"2,300,353",100130.16,2569267.57,2417479.45,-37.12,-5.11,-0.37,-0.48,67.62,55.06,-55.06,-55.06,46
5/28/2026,1630,BBN,15.98,0.44%,0.2,17.45,15.47,15.92,16.02,16.45,6,0.37,0.68,"230,489",-100100.16,198760.63,195978.59,49.02,2.04,0,1.78,17.62,15.06,-15.06,-15.06,NaN
5/28/2026,1630,BBWI,20.36,4.68%,1.28,33.96,14.275,18.38,18.68,22.36,6,0.59,0.76,"8,242,605",-200063.02,6253452.94,6230310.77,62.58,21.19,8.64,14.64,24.59,16.05,-16.05,-16.05,62
5/28/2026,1630,BBY,74.74,15.80%,4.74,84.99,55.1,59.94,61.81,69.74,10,1,1,"14,363,405",200740.01,4134876.59,4515990.54,332.27,18.67,34.62,21.27,68.59,55.1,-55.1,-55.1,0
5/28/2026,1630,BCO,107.08,0.85%,1.39,136.37,80.1,105.84,105.73,114.45,6,0.68,0.62,"369,648",0,484575.59,560177.73,-56.91,6.26,2.39,2.22,128.59,96.47,-96.47,-99.1,47
5/28/2026,1630,BDRY,13.15,2.14%,0.37,13.34,5.1,12.54,11.43,9.73,3,0.73,0.51,"86,021",300157.57,96204.46,167099.93,-60.45,32.43,-1.35,3.75,13.11,10.41,13.11,13.11,NaN
5/28/2026,1630,BEAM,32.8,2.85%,2.21,36.44,15.35,29.99,28.17,25.94,5,0.54,0.59,"1,799,494",-201095.24,2148183.93,2115854.84,2.42,47.81,2.98,14.53,34.12,22.41,34.12,-26.06,46
5/28/2026,1630,BEPC,39.86,1.76%,1.12,45.18,28.765,37.1,39.24,39.06,17,0.47,1,"1,475,961",-200342.19,1557226.55,1489435.06,15.14,1.3,7.12,6.29,44.62,34.17,-34.17,-34.17,44
5/28/2026,1630,BIDU,132.05,1.65%,6.69,165.3,81.17,135.04,124.23,125.37,2,-0.53,0.24,"2,383,454",-100260.09,2312737.46,2387263.96,-0.17,22.13,-12.26,3.33,152.1,106.41,152.1,-125.02,56
5/28/2026,1630,BIO,318.22,4.24%,25.13,343.12,211.43,269.54,276.61,293.32,11,1,1,"652,413",100339.08,386307.69,360657.34,142.92,19.9,30.68,10.59,313.26,237.1,-237.1,-237.1,43
5/28/2026,1630,BIP,39.56,2.12%,0.81,40.32,29.63,37.89,36.81,35.17,-4,0.83,-0.69,"791,309",-100328.21,956495.45,986660.92,-33.61,13.48,3.26,-0.2,40.61,33.2,-33.2,40.04,43
5/28/2026,1630,BIRK,44.07,2.99%,4.45,57.2,31.12,37.73,37.46,41.55,7,0.9,1,"2,223,526",100850.05,2550592.51,2480606.97,29.87,28.9,33.26,6.5,43.26,31.08,-31.08,-31.08,53
5/28/2026,1630,BITO,10.01,-1.96%,0.35,23.49,8.61,10.73,10.26,13.83,-12,-0.75,-0.37,"128,726,899",100256.1,1.20E+08,1.19E+08,0.68,10.36,-8,-3.29,11.12,9.62,11.12,11.12,NaN
5/28/2026,1630,BJ,86,2.14%,4.59,115.43,83.65,92.64,94.15,94.71,-6,0,0,"3,355,692",-200232.02,2133839.69,2102640.79,78.99,-13.66,-9.47,-0.74,102.59,85.03,102.59,99.06,57
5/28/2026,1630,BJRI,46.5,0.52%,1.69,47.07,28.46,41.93,38.95,37.25,6,1,0.89,"613,854",100943.16,360585.6,384089.21,10.19,33.85,12.48,4.35,44.12,33.52,-33.52,-36.17,43
5/28/2026,1630,BK,137.16,0.00%,2.09,139.1499,87.41,133.95,127.38,115.79,8,0.55,0.4,<empty>,-100126.24,3735732.78,3647721.43,-49.35,19.33,2.63,1.58,139.21,112.51,139.21,-130.08,37
5/28/2026,1630,BKNG,169.82,0.86%,5.15,233.576544,150.14,162.38,170.59,194.92,9,0.59,0.75,"7,321,751",0,7624833.24,8477165.42,-9.84,4.51,9.54,5.44,194.26,150.05,-150.05,-150.05,42
5/28/2026,1630,BKV,26.63,0.45%,0.85,32.81,19.56,28.99,28.66,26.47,-5,-0.1,-0.13,"697,415",-100056.48,962392.3,1023827.37,-63.52,-11.06,-4.07,-5.87,33.61,26.3,-26.3,32.16,52
5/28/2026,1630,BLDR,76.72,-0.97%,2.95,151.03,65.1,74.42,80.78,108.22,6,0.4,0.63,"2,471,035",-300562.2,2440097.03,2538238.66,-33.87,-4.61,6.08,3.47,105.62,65.05,-65.05,-65.05,43
5/28/2026,1630,BLK,1046.49,-2.23%,18.58,1219.9399,917.39,1070.66,1029.71,1078.16,-1,-0.77,-0.35,"846,043",100341.57,693309.79,781457.51,77.27,12.06,-4.35,-2.47,1111.09,917.53,1111.09,-1030.05,32
5/28/2026,1630,BLMN,8.32,0.18%,0.26,10.7,5.19,7.6,6.61,6.79,2,0.84,0.43,"1,327,158",101578.16,2812642.55,2928466.88,-71.44,58.17,0.48,6.46,9.12,5.41,9.12,9.12,47
5/28/2026,1630,BLOK,67.08,1.18%,1.73,75.89,46.9,63.53,58.29,60.68,5,0.86,0.56,"390,042",-100043.03,307776.1,321846.15,-19.65,38.22,4.45,4.94,66.09,47.41,-47.41,-60.06,NaN
5/28/2026,1630,BNDD,98.2003,0.43%,0.64,102.28,94.64,97.46,97.92,98.23,6,0.59,0.58,8,-100020.26,289.96,341.22,-31.83,-0.03,0.9,0.39,100.56,96.06,-96.06,-96.06,NaN
5/28/2026,1630,BNO,51.33,0.37%,2.24,60.81,26.59,55.72,52.84,36.48,-6,-0.12,-0.11,"5,254,206",-400395.47,6084100.93,6482147.18,-27.06,-2.6,-8.09,-6.67,61.17,34.62,61.17,61.17,NaN
5/28/2026,1630,BOOT,170.77,3.28%,9.77,210.25,133.1797,157.13,157.1,177.19,7,0.65,0.89,"923,725",-200849.09,758974.14,725462.55,30.82,14.43,17.58,10.42,197.62,133.38,-133.38,-138.06,43
5/28/2026,1630,BP,41.59,-0.14%,1.3,48.27,28.825,44.62,45.5,38.31,-5,0,-0.09,"10,903,113",-200239.4,1.37E+07,1.40E+07,13.49,-10.9,-5.78,-6.24,48.4,38.59,48.4,47.17,46
5/28/2026,1630,BRBR,8.66,0.81%,0.45,63.52,8.4,10.64,13.95,25.5,12,0.22,0.59,"3,743,324",100988.16,4446452.97,4205538.63,-45.36,-43.58,-6.38,-2.81,19.5,9.05,19.5,18.17,45
5/28/2026,1630,BRCB,8.5,1.43%,1.72,30.4,6.13,9.21,12.01,NaN,7,0.22,0.53,"894,514",-200780.1,567181.85,617731.46,94.86,-30.73,11.11,24.82,18.5,6.04,-6.04,-6.04,51
5/28/2026,1630,BRKR,54.39,11.87%,3,56.22,28.53,43.36,39.46,40.12,5,1,1,"4,792,850",101152.01,2180079.23,2180083.27,70.17,61.3,24.04,19.04,45.1,32.51,-32.51,-36.17,46
5/28/2026,1630,BROS,56.56,1.16%,2.2,77.88,44.58,53.86,53.17,56.77,3,0.6,0.73,"2,785,654",-100158.15,4182542.91,4178603.52,-78.22,21.14,16.86,8.52,60.15,45.42,60.15,-48.1,47
5/28/2026,1630,BTAL,11.595,-1.57%,0.27,19.29,11.585,12.13,12.85,14.43,-5,-0.37,-0.55,"945,983",-300160.26,916475.07,971235.4,133.89,-17.53,-3.46,-4.96,15.56,12.14,15.56,13.06,NaN
5/28/2026,1630,BTC,32.42,-2.14%,1.11,55.96,27.545,34.72,33.1,40.05,-12,-0.71,-0.42,"1,868,751",0,2264600.09,3001817.42,31.72,11.07,-7.9,-3.31,36.12,29.62,36.12,36.12,NaN
5/28/2026,1630,BTC-USD,-69.07,3.58%,3.7,20.44,-70.73,-57.93,-40.38,-17.39,-3,-0.16,-0.61,"730,201",-100367.06,958929.68,933140.11,-29.3,318.1,7.15,12,-11.59,-69.91,-12.01,-40.01,NaN
5/28/2026,1630,BTI,62.92,-1.75%,2.28,67.3,44.575,62.66,59.76,57.34,-7,-0.83,-0.3,"2,709,958",100330.12,4104755.91,4473077.63,-6.78,8.86,-3.72,-3.73,67.09,55.26,67.09,67.09,43
5/28/2026,1630,BUD,81.98,-2.36%,1.37,84.46,56.97,80.5,75.4,67.88,-1,-0.78,-0.57,"1,837,399",100127.17,1959115.88,1960708.02,-5.98,21.33,2.28,-1.76,83.15,67.47,-67.47,-73.17,43
5/28/2026,1630,BULL,6.33,1.77%,0.38,18.32,4.5,6.91,6.2,8.97,1,-0.54,0.03,"10,459,586",-200593.05,1.35E+07,1.33E+07,22.7,31.33,-10.59,2.43,8.26,5.38,8.26,8.16,53
5/28/2026,1630,BURL,300.52,-7.88%,14.7,351.85,218.52,306.09,319.27,292.54,-1,-0.43,-0.83,"3,050,450",400739.01,758878.48,825722.75,268.71,-3.91,4.98,-7.39,352.27,281.1,352.27,335.01,0
5/28/2026,1630,BUXX,20.2,-0.09%,0.02,20.46,20.18,20.23,20.25,20.3,-1,-0.51,-0.71,"194,087",-100000.46,400546.45,404017.83,-51.24,-0.49,-0.15,-0.3,20.45,20.41,-20.41,-20.16,NaN
5/28/2026,1630,BXP,60.63,-0.15%,0.8,79.33,49.72,59.42,56.45,65.27,-1,0.94,-0.39,"851,000",0,1811579.84,2244111.25,-54.28,17.89,3.82,0.56,61.62,50.56,-50.56,-57.08,41
5/28/2026,1630,BYD,83.21,1.20%,2.04,89.96,72.71,82,83.72,83.65,6,0.22,0.75,"919,448",100230.24,949419.89,976444.7,7.05,3.8,3.28,4.92,89.24,77.56,89.24,-77.05,39
5/28/2026,1630,BYDDF,11.54,-0.77%,0.54,18.95,11.2,12.46,13.08,13.04,4,0,0.27,"130,509",-300100.06,198482.08,211351.48,-16.29,-9.06,-10.76,-1.24,15.32,11.05,-11.05,-11.05,NaN
5/28/2026,1630,C,124.68,-0.57%,1.69,135.29,74.3,125.52,122.84,110.26,6,-0.32,0.32,"7,933,234",-100048.48,1.23E+07,1.31E+07,-57.81,16.11,0.47,-0.33,135.26,102.56,135.26,-120.06,31
5/28/2026,1630,CACC,560.41,1.38%,12.13,565.14,401.9,536.28,497.2,481.54,1,0.92,0.36,"166,516",100644.59,148910.54,176084.53,8.11,33.59,6.74,2.87,565.15,405.39,565.15,565.15,43
5/28/2026,1630,CAG,13.38,0.38%,0.3,22.98,13.14,13.81,14.55,17.25,2,0.33,0.61,"11,858,246",-500437.33,1.52E+07,1.50E+07,-19.82,-14.34,-5.04,-1.33,19.61,13.04,-13.04,-13.04,28
