Date,Time,Symbol,Last,%Change,Sector,Beta,StandardDeviation,Free Cash Flow Per Share - Current (LTM),52High,52Low,SimpleMovingAvg,SimpleMovingAvg,SimpleMovingAvg,A_MCADays_Streak,A_MACD_BRR,A_MACDH_D_BRR,Volume,A_VolumeSpike,VolumeAvg,VolumeAvg,VolumeRateOfChange,A_Perf2M,A_Perf2Wk,A_Perf3D,A_3mnHigh,A_3mnLow,A_3mnHighLow,A_3wkHighLow,A_EarningsDays,Market Cap
05/15/2026,1630,$COMP,26225.1445,-1.54%,,1.214,659.83,<empty>,26707.1412,18599.6866,25336.96,23565.65,22957.22,-1.0,-0.98,-0.44,<empty>,NaN,NaN,NaN,NaN,16.66,4.42,0.52,26036.06,20690.33,-20690.33,-24210.16,NaN,0
05/15/2026,1630,$DJI,49526.17,-1.07%,,1,333.93,<empty>,50512.79,41354.09,49452.53,47988.89,47457.75,-1.0,-0.9,-0.36,"587,924,735",-100100.4,5.0963776824E8,5.2436327447E8,14.25,5.39,0.05,-0.47,50130.06,45057.33,-45057.33,-48709.12,NaN,0
05/15/2026,1630,$DXY,99.270,+0.46%,,<empty>,0.399,<empty>,100.905,95.551,98.431,98.962,98.523,4.0,0.46,0.8,<empty>,NaN,NaN,NaN,NaN,-0.294,1.078,0.998,101.32,97.62,101.32,-98.07,NaN,0
05/15/2026,1630,/6B[M26],1.3324,-0.60%,,.3089,0.008,<empty>,1.3869,1.3011,1.3524,1.3432,1.3422,-4.0,-0.42,-0.07,"106,568",-100000.47,104968.74,106375.25,55.1434,-0.2396,-1.8273,-1.588,1.62,1.32,-1.32,1.1,NaN,0
05/15/2026,1630,/6C[M26],.72810,-0.21%,,.2666,0.00267,<empty>,0.74315,0.70845,0.73321,0.73041,0.72566,-10.0,-0.42,-0.25,"66,638",-300106.45,73028.94,73390.35938,11.5878,-0.71589,-1.2411,-0.42396,1.48,1.32,-1.32,1.1,NaN,0
05/15/2026,1630,/6E[M26],1.16415,-0.44%,,.1322,0.00426,<empty>,1.21105,1.119,1.17421,1.16793,1.17084,-4.0,-0.55,-0.25,"177,537",-200000.47,209696.28,207864.03125,52.41975,0.42702,-0.87279,-0.98239,1.62,1.44,-1.44,1.07,NaN,0
05/15/2026,1630,/6J[M26],.0063145,-0.36%,,.041,4.47E-5,<empty>,0.007078,0.006243,0.0063419,0.0063297,0.006513,-7.0,-0.76,-0.31,"95,682",200109.08,159446.98,160207.765625,-18.6813187,-0.3629191,-1.1351182,-0.7700165,0.62,0.11,-0.11,0.07,NaN,0
05/15/2026,1630,/BTC[K26],79165,-3.01%,,.9922,1961.0,<empty>,127240.0,60005.0,78996.0,74252.0,92388.0,-4.0,-1.0,-1.0,"11,533",100762.0,8614.0,9037.0,44.0,6.0,1.0,-2.0,83215.0,62591.0,83215.0,83215.0,NaN,0
05/15/2026,1630,/BZ[N26],109.24,+3.33%,,.055,3.85,<empty>,119.4,58.72,105.76,102.81,75.05,4.0,0.26,0.45,"24,502",-101000.49,60477.84,66081.16,0.9,5.53,0.38,1.69,119.48,67.62,119.48,-96.06,NaN,0
05/15/2026,1630,/CL[N26],101.16,+4.37%,,1.29,3.61,<empty>,119.48,54.98,98.72,97.12,70.59,4.0,-0.27,0.51,"187,724",100321.48,383078.44,399604.5,-4.62,5.35,-1.31,-0.87,119.48,62.62,119.48,111.11,NaN,0
05/15/2026,1630,/GC[M26],4543.6,-3.02%,,.1486,70.4,<empty>,5626.8,3207.4,4674.3,4742.6,4345.3,-3.0,-0.3,-0.6,"161,653",0.0,152218.4,150218.9,93.1,-9.3,-1.8,-3.8,5434.5,4100.4,-4100.4,-4510.1,NaN,0
05/15/2026,1630,/HG[N26],6.2895,-4.87%,,.037,0.2648,<empty>,6.716,4.3325,6.1619,5.8998,5.3888,-2.0,-0.94,-0.73,"69,233",0.0,44666.7,45440.3594,151.017,9.0791,5.4489,-5.1858,6.06,5.38,-5.38,7.02,NaN,0
05/15/2026,1630,/NG[M26],2.961,+2.32%,,.5784,0.091,<empty>,7.439,2.495,2.752,2.85,3.406,2.0,0.45,0.36,"135,482",0.0,115545.76,117222.234,182.007,-2.599,6.167,4.481,3.48,2.15,-2.15,-2.15,NaN,0
05/15/2026,1630,/NKD[M26],61840,-1.94%,,.352,1735.0,<empty>,63880.0,36490.0,60825.0,57118.0,51337.0,-2.0,-1.0,0.0,"5,875",200500.0,5959.0,6028.0,25.0,14.0,4.0,-1.0,63400.0,50410.0,-50410.0,-58390.0,NaN,0
05/15/2026,1630,/SI[N26],76.295,-10.59%,,.6496,5.539,<empty>,121.785,32.235,78.135,77.197,64.325,-2.0,-0.38,-0.75,"75,085",0.0,44772.82,48083.219,98.035,-3.983,0.6,-12.511,97.53,61.38,-61.38,90.02,NaN,0
