Date,Time,Symbol,Last,%Change,StandardDeviation,52High,52Low,SimpleMovingAvg,SimpleMovingAvg,SimpleMovingAvg,A_MCADays_Streak,A_MACD_BRR,A_MACDH_D_BRR,Volume,A_VolumeSpike,VolumeAvg,VolumeAvg,VolumeRateOfChange,A_Perf2M,A_Perf2Wk,A_Perf3D,A_3mnHigh,A_3mnLow,A_3mnHighLow,A_3wkHighLow,A_EarningsDays
5/29/2026,1630,ALNY,301.98,-1.01%,5.76,495.55,284.28,295.65,308.93,385.64,2,0.8,0.86,"2,278,069",-100042.01,1091704.89,1107870.37,145.81,-4.46,2.91,2.19,343.32,284.13,-284.13,-284.13,42
5/29/2026,1630,AMAT,450.06,0.08%,13.4,462.4,154.465,428.22,397.25,292.55,-1,0.69,-0.63,"8,549,508",100261.1,6859990.29,6753914.62,4.71,39.29,2.16,-1.06,448.13,317.57,-317.57,462.02,52
5/29/2026,1630,AMBA,72.18,-21.41%,5.88,96.69,48.3,80.14,65.95,72.21,-3,-0.87,-0.35,"7,413,648",-101376.01,1028123.35,1057394.9,599.78,48.37,-10.93,-22.86,84.06,48.42,-48.42,96.03,62
5/29/2026,1630,AMD,516.1,-0.38%,33.14,527.1999,111.01,440.11,328.15,237.58,5,0.96,0.51,"30,803,236",300369.17,3.95E+07,3.78E+07,-47.01,163.26,14.77,2.42,469.13,188.61,-188.61,-345.17,45
5/29/2026,1630,AMG,302.85,-0.04%,3.99,334.78,172.54,301.07,291.38,274.34,-2,-0.56,-0.49,"500,377",0,344173.2,348816.87,47.21,12.22,0.25,-1.88,318.19,254.39,318.19,313.02,42
5/29/2026,1630,AMH,32.08,0.28%,0.43,37.9,27.215,31.93,30.42,31.66,-4,-0.75,-0.26,"6,140,482",100128.01,3172882.44,3613690.6,79.71,14.86,2.3,0.12,33.15,27.48,33.15,-30.09,42
5/29/2026,1630,AMLP,51.6,-1.60%,0.89,55.22,44.64,53.59,52.92,49.47,-7,-0.25,0,"1,786,436",-100016.41,1615182.39,1585142.78,7.11,-3.12,-4.21,-3.24,55.06,51.29,55.06,55.06,NaN
5/29/2026,1630,AMN,28.97,3.72%,1.48,31.65,14.865,26.62,22.26,19.55,2,0.7,0.28,"1,859,146",200472.14,1012277.29,1052522.63,-51.38,54.67,-4.39,6.43,32.13,17.39,32.13,32.13,47
5/29/2026,1630,AMPH,18.85,-2.33%,0.71,31.2641,16.645,19.46,20.21,24.78,9,0.59,0.77,"849,067",100060.06,595181.98,642120.33,-57.2,-1.93,8.96,0.21,24.15,17.08,-17.08,-17.08,47
5/29/2026,1630,AMZN,270.64,-1.23%,3.59,278.56,196,268.74,246.67,231.52,7,-0.66,0.38,"54,749,561",-100334.21,4.49E+07,4.51E+07,57.63,34.68,1.28,2.02,279.17,199.43,279.17,-255.07,42
5/29/2026,1630,AN,187.72,-3.11%,5.74,228.9166,176.62,194.23,196.68,205.93,-1,-0.29,-0.63,"521,707",-100334.2,398558.92,408940.03,146.08,-2.59,-2.56,-2.11,218.19,177.06,-177.06,-177.06,43
5/29/2026,1630,AQWA,18.665,-0.11%,0.23,20.92,18.145,18.85,19.13,19.47,7,0.3,0.58,"9,502",-100124.59,10848.3,29759.84,77.75,0.3,-1.32,-1.22,21.62,18.06,-18.06,-18.06,NaN
5/29/2026,1630,AR,35.75,-0.17%,1.1,45.75,29.1,37.16,38.82,35.18,1,-0.07,0.56,"5,455,039",0,5289886.49,5600610.74,80.61,-19.17,-3.59,-0.14,46.42,35.29,46.42,40.17,41
5/29/2026,1630,ARE,49.68,-0.76%,1.56,88.236,39.41,46.48,45.99,58.3,-1,0.83,-0.68,"3,120,917",-100849.23,2319067.95,2414332.19,40.2,7.32,7.6,2.5,54.62,39.22,-39.22,-41.17,44
5/29/2026,1630,ARGT,97.7,1.72%,3.09,103.9699,66.49,91.14,91.49,87.35,7,0.66,0.95,"170,659",100032.21,288837.47,265457.19,-38.2,9.66,9.19,5.64,97.36,83.61,-83.61,-86.09,NaN
5/29/2026,1630,ARHS,6.77,-1.31%,0.37,12.63,5.57,6.48,6.81,9.18,11,0.51,0.69,"1,192,442",-100165.1,1388932.15,1416753.19,-38.98,3.99,15.14,5.12,8.27,6.06,-6.06,-6.06,47
5/29/2026,1630,ARKK,81.95,1.16%,2.29,92.65,55.64,77.65,74.41,78.01,7,0.79,0.63,"9,357,002",100150.48,9308005.45,9709809.06,46.6,29.01,5.06,6.11,81.13,63.42,-63.42,-73.07,NaN
5/29/2026,1630,ARQQ,16.51,-2.37%,1.7,62,11.52,14.91,14.31,25.37,-1,1,-0.61,"476,033",200526.05,458408.62,399126.24,-24.05,38.74,19.03,-0.48,18.3,12.42,19.04,19.04,133
5/29/2026,1630,AS,35.58,-1.28%,1.34,42.76,28.92,34.91,34.6,35.67,-2,0.58,-0.73,"4,095,803",-200151.08,4437429.65,4759900.96,26.37,14.74,6.75,-3.52,38.62,31.48,-31.48,38.02,54
5/29/2026,1630,ASBFF,25.76,0.00%,2.36,31.08,23.18,27.04,28.05,25.16,1,0.29,0.37,<empty>,NaN,2186.16,2774.45,-72.45,-11.17,-3.38,6.01,31.09,23.04,-23.04,-23.04,NaN
5/29/2026,1630,ASO,52.8,-4.21%,1.66,62.445,39.87,52.13,54.47,53.02,-1,0.31,-0.72,"1,484,493",-200851.52,1337866.87,1447514.22,43.24,-2.71,3.39,-3.17,62.56,48.07,-48.07,-48.07,7
5/29/2026,1630,ATRO,87,-1.33%,3.49,90.65,27.2701,79.69,74.49,60.46,-1,0.68,-0.76,"464,283",101060.12,535722.6,572689.19,-14.84,39.6,5.19,3.03,86.06,61.42,-61.42,-71.11,42
5/29/2026,1630,AVB,182.51,-1.26%,1.75,209.86,160.095,184.9,175.64,180.71,-2,-0.73,-0.24,"1,769,118",-200121.06,1042757.42,1050773.82,-11.6,12.97,-0.56,-1.39,188.12,160.41,-160.41,188.02,41
5/29/2026,1630,AVGO,446.77,4.73%,9.53,448.9,241.11,422.91,385.7,352.3,4,0.56,0.44,"41,798,353",100364.01,2.17E+07,2.39E+07,85.26,52.27,1.59,5.87,442.1,290.42,-290.42,-405.11,3
5/29/2026,1630,AVO,11.14,-0.98%,0.48,15.53,10.08,12.46,13.31,12.75,-4,0,-0.33,"2,322,598",-400260.01,1018003.78,983094.53,172.77,-18.69,-9.87,-4.38,16.36,12.03,16.36,14.16,6
5/29/2026,1630,AVTR,9.12,-0.33%,0.47,15.93,7.265,8.13,8.02,10.77,7,0.9,1,"13,814,306",100357.07,9421904.65,9649378.57,-7.77,20.16,14.86,12.04,9.62,7.43,-7.43,-7.06,43
5/29/2026,1630,AWI,157.9,-1.52%,2.01,206.0799,149.06,160.1,166.68,184.36,-1,0.4,-0.65,"532,363",200132.23,441107.64,493390.9,64.11,-1.15,-1.52,-1.13,183.27,152.07,-152.07,-152.07,40
5/29/2026,1630,AXP,316.47,0.43%,2.11,387.49,286.15,314.08,313.32,337.06,7,0.62,0.47,"4,531,023",100039.49,3235543.94,3534052.68,-33.39,6.38,1.18,1.85,340.29,291.48,340.29,-303.06,38
5/29/2026,1630,AZO,2935.19,-2.39%,173.12,4388.11,2931.65,3358.1,3426.57,3719.74,-4,-0.02,0,"494,570",-100237.01,241483.51,223248.77,113.63,-12.19,-13.15,-5.32,3882.62,3001.03,3882.62,3600.16,79
5/29/2026,1630,B,42.55,2.49%,2.12,54.69,19.43,41.73,41.07,39.5,4,0.54,0.57,"18,668,944",100647.14,1.33E+07,1.33E+07,27.38,10.66,-1.41,1.07,51.62,36.48,-36.48,48.13,50
5/29/2026,1630,BA,231.15,1.04%,7.85,254.3499,176.77,226.82,219.26,219.51,5,0.49,0.43,"6,941,936",-100639.11,6877161.72,7028977.77,-7.75,22.17,0.85,5.6,244.1,188.42,244.1,-214.07,40
5/29/2026,1630,BABA,124.22,-1.54%,5.58,192.67,103.71,134.18,131.07,149.62,-11,-0.46,-0.22,"12,504,288",201052.12,1.15E+07,1.16E+07,24.27,1.84,-11.98,-4.05,147.11,118.37,147.11,147.11,62
5/29/2026,1630,BAC,51.6,1.63%,0.72,57.55,43.36,51.43,51.19,51.84,1,0.52,0.44,"57,930,560",100043.49,3.62E+07,3.86E+07,60.42,9.25,3.51,-1.15,55.31,46.49,55.31,-49.09,30
5/29/2026,1630,BALL,54.67,-2.79%,0.83,68.29,44.83,57.17,59.53,55.22,-1,-0.06,-0.5,"8,187,757",-100231.01,2695031.27,2518769.82,159.47,-5.79,-3.44,-3.32,67.62,55.07,67.62,62.17,45
5/29/2026,1630,BBN,16.04,0.38%,0.19,17.45,15.47,15.91,16.02,16.45,7,0.44,0.78,"189,523",-100100.17,198666.21,196246.81,64.44,2.23,0.06,1.45,17.62,15.07,-15.07,-15.07,NaN
5/29/2026,1630,BBWI,20.02,-1.67%,1.31,33.96,14.275,18.41,18.68,22.32,7,0.63,0.83,"6,785,339",-200063.03,6321461.18,6266665.8,12.24,7.23,11.53,12.92,24.6,16.06,-16.06,21.02,61
5/29/2026,1630,BBY,77.95,4.29%,6.52,84.99,55.1,60.81,62.11,69.78,11,1,1,"10,247,835",300542.01,4270093.94,4610266.7,340.13,21.97,37.53,23.3,68.6,55.11,-55.11,-55.11,61
5/29/2026,1630,BCO,104.02,-2.86%,1.35,136.37,80.1,105.71,105.78,114.42,-1,-0.67,-0.58,"487,798",0,481604.6,559227.79,2.63,3.5,-2.7,-2.8,128.6,96.48,-96.48,-99.11,46
5/29/2026,1630,BDRY,12.94,-1.60%,0.32,13.34,5.1,12.6,11.47,9.75,-1,-0.72,-0.5,"67,581",200157.58,96420.94,167341.47,83.06,30.18,-0.08,0.47,13.12,10.42,13.12,13.12,NaN
5/29/2026,1630,BEAM,32.93,0.40%,2.27,36.44,15.6,30.12,28.32,26.02,6,0.61,0.66,"1,798,787",-201095.25,2150446.11,2096436.81,-36.96,50.37,11.51,10.54,34.13,22.42,34.13,-26.07,45
5/29/2026,1630,BEPC,39.98,1.30%,1.28,45.18,28.765,37.28,39.23,39.09,18,0.54,1,"1,388,633",-200342.2,1552320.68,1500922.2,-8.96,2.57,9.32,2.36,44.3,34.18,-34.18,-36.09,43
5/29/2026,1630,BIDU,135.31,2.47%,6.59,165.3,82.39,135.48,124.5,125.61,3,0.54,0.31,"2,813,598",-100260.1,2313543.35,2348739.72,-46.05,26.93,-5.57,6.69,152.11,106.42,152.11,-125.03,55
5/29/2026,1630,BIO,312.48,-1.80%,26.46,343.12,211.43,271.15,277.5,293.51,-1,1,-0.99,"521,587",100339.09,391008.65,364738.91,125.98,15.58,26.89,5.25,313.27,237.11,-237.11,-237.11,42
5/29/2026,1630,BIP,39.04,-0.17%,0.65,40.32,29.63,38.05,36.88,35.22,-5,-0.81,-0.62,"809,086",-100328.22,949995.88,990590.69,3.24,10.88,1.77,0.59,40.62,33.21,-33.21,40.05,42
5/29/2026,1630,BIRK,45.07,2.27%,4.85,57.2,31.12,38.04,37.62,41.52,8,1,1,"2,769,103",100850.06,2544729.64,2477891,80.53,32.29,32.05,3.51,43.27,31.09,-31.09,-31.09,52
5/29/2026,1630,BITO,10.02,0.10%,0.37,23.49,8.61,10.71,10.26,13.77,-13,-0.72,-0.37,"134,285,282",100256.11,1.20E+08,1.20E+08,16.58,9.51,-9.97,-3.38,11.13,9.43,11.13,11.13,NaN
5/29/2026,1630,BJ,85.28,-0.84%,4.91,115.43,83.65,92.21,93.97,94.59,1,0,0.01,"2,993,589",-200232.03,2140106.64,2132903.11,35.36,-13.82,-11.13,0.44,102.6,84.03,102.6,-84.02,56
5/29/2026,1630,BJRI,47.05,1.18%,1.93,47.9899,28.46,42.36,39.2,37.31,7,1,0.9,"402,971",100943.17,358388.6,379938.41,-27.41,35.08,12.78,4.56,44.06,33.53,-33.53,-37.16,42
5/29/2026,1630,BK,137.16,0.00%,2.09,139.15,87.41,134,127.38,115.79,8,0.55,0.4,<empty>,-100126.24,3735733,3647721,-49,19.3,2.63,1.58,139,112.5,139,-130,37
5/29/2026,1630,BKNG,167.43,-1.41%,5.29,233.576544,150.14,162.33,170.43,194.67,10,0.62,0.77,"8,489,894",0,7665716.13,8314861.96,-4.19,1.66,8.38,2.53,194.27,150.06,-150.06,-150.06,41
5/29/2026,1630,BKV,26.54,-0.34%,0.94,32.81,19.56,28.74,28.62,26.5,-6,-0.05,-0.13,"897,357",-100056.49,954014.03,1029280.36,-24.83,-9.33,-7.17,-1.99,33.62,26.31,33.62,32.17,51
5/29/2026,1630,BLDR,76.26,-0.60%,2.85,151.03,65.1,74.28,80.58,107.92,7,0.42,0.64,"10,163,752",-400069.01,2598510.66,2659107.02,402.12,-3.28,3.64,2.49,102.62,65.06,-65.06,-65.06,42
5/29/2026,1630,BLK,1046.88,0.04%,19.61,1219.9399,917.39,1069.72,1031.28,1077.6,-2,-0.74,-0.32,"1,078,103",100341.58,698032.31,786970.59,119.62,12.08,-5.18,-2.83,1111.1,917.54,1111.1,-1030.06,31
5/29/2026,1630,BLMN,8.44,1.44%,0.28,10.7,5.19,7.72,6.67,6.8,3,0.85,0.45,"2,956,804",101578.17,2809808.17,2903481.51,-56.34,58.05,3.69,6.57,9.13,5.42,-5.42,-6.17,46
5/29/2026,1630,BLOK,67.96,1.31%,2,75.89,46.9,63.96,58.6,60.72,6,0.89,0.61,"268,275",-100043.04,309247.2,319225.4,64.51,43.5,3.71,4.43,66.1,47.42,-47.42,-60.07,NaN
5/29/2026,1630,BNDD,97.5738,-0.64%,0.62,102.28,94.64,97.48,97.9,98.23,-1,0.59,-0.52,312,-100020.27,294.45,336.43,5572.68,-1.05,0.1,-0.57,100.57,96.07,-96.07,-96.07,NaN
5/29/2026,1630,BNO,50.59,-1.44%,2.49,60.81,27.14,55.32,52.8,36.58,-7,-0.06,-0.08,"4,582,627",-400395.48,5979555.63,6468707.52,13.76,-6.3,-10,-4.73,61.18,37.62,61.18,59.08,NaN
5/29/2026,1630,BOOT,169.87,-0.53%,10.43,210.25,133.1797,157.05,157.34,177.17,8,0.71,0.94,"696,323",-200849.1,758318.88,730874.86,57.31,21.39,16.06,3.52,190.6,133.39,-133.39,-138.07,42
5/29/2026,1630,BP,41.87,0.67%,1.4,48.27,28.825,44.34,45.44,38.35,-6,0,-0.09,"11,684,979",-200239.41,1.36E+07,1.41E+07,13.75,-11.57,-5.1,-1.83,48.41,38.6,48.41,47.17,45
5/29/2026,1630,BRBR,8.36,-3.46%,0.37,63.52,8.3,10.17,13.77,25.35,13,0.24,0.61,"4,108,611",100988.17,4440828.74,4231929.28,-32.62,-48.2,-8.63,-2.79,19.51,9.06,19.51,12.17,44
5/29/2026,1630,BRCB,8.32,-2.12%,1.44,30.4,6.13,9.02,11.85,NaN,8,0.28,0.6,"1,065,150",-200780.11,577462.33,620477.86,599.52,-32.14,16.2,11.98,18.51,6.05,-6.05,-6.05,50
5/29/2026,1630,BRKR,58.89,8.27%,4.6,58.98,28.53,44.47,39.96,40.25,6,1,1,"6,051,594",200863.01,2260748.56,2230312.65,129.5,71.64,33.36,25.51,45.11,32.52,-32.52,-37.17,45
5/29/2026,1630,BROS,58,2.55%,2.6,77.88,44.58,53.89,53.31,56.71,4,0.67,0.83,"3,801,533",-100158.16,4198726.49,4147758.53,-34.51,20.86,16,8.27,60.16,45.43,60.16,-48.11,46
5/29/2026,1630,BTAL,11.55,-0.39%,0.31,19.1999,11.47,12.09,12.81,14.4,-6,-0.32,-0.48,"474,718",-300160.27,903674.83,967073.34,-29.63,-19.51,-3.67,-2.45,15.57,12.03,15.57,13.07,NaN
5/29/2026,1630,BTC,32.48,0.19%,1.18,55.96,27.545,34.65,33.13,39.95,-13,-0.69,-0.42,"1,788,703",0,2230374.55,2895721.4,74.96,10.4,-9.8,-3.22,36.13,29.43,36.13,36.13,NaN
5/29/2026,1630,BTC-USD,-69.64,0.83%,3.99,18.805,-74.08,-59.22,-41.35,-17.77,-4,-0.16,-0.6,"851,620",-100367.07,962843.5,929329.65,-13.59,405.74,1.74,2.68,-11.58,-69.9,-12,-43,NaN
5/29/2026,1630,BTI,61.79,-1.80%,1.73,67.3,45.04,62.8,59.83,57.36,-8,-0.73,-0.16,"3,863,416",100330.13,4073614.3,4462165.51,5.26,6.06,-7.36,-4.85,67.1,55.27,67.1,67.1,42
5/29/2026,1630,BUD,79.99,-2.43%,1.37,84.46,56.97,80.72,75.6,67.98,-2,-0.72,-0.45,"2,015,267",100127.18,1942991.27,1955472.33,56.41,17.24,-0.93,-3,83.06,67.48,-67.48,84.02,42
5/29/2026,1630,BULL,6.4,1.11%,0.38,18.32,4.5,6.88,6.22,8.93,2,-0.52,0.07,"16,258,509",-200593.06,1.36E+07,1.34E+07,99.74,38.23,-12.33,2.24,8.27,5.39,8.27,8.17,52
5/29/2026,1630,BURL,323.83,7.76%,15.68,351.85,218.52,306.28,319.74,292.77,1,0.49,0.88,"2,326,546",400841.01,789367.76,851161.1,363.96,3.63,10.7,-0.84,352.28,281.11,352.28,335.02,61
5/29/2026,1630,BUXX,20.22,0.10%,0.02,20.46,20.18,20.24,20.25,20.3,-2,-0.43,-0.59,"220,944",-100000.47,398579.64,403356.69,-5.06,-0.07,-0.05,-0.2,20.46,20.42,-20.42,20.02,NaN
5/29/2026,1630,BXP,60.01,-1.02%,0.81,79.33,49.72,59.5,56.59,65.25,-2,-0.93,-0.36,"2,007,136",0,1817520.43,2247081.92,9.29,15.8,1.78,-0.99,61.1,50.57,-50.57,61.02,41
5/29/2026,1630,BYD,82.68,-0.64%,1.64,89.96,72.71,81.79,83.74,83.64,7,0.28,0.83,"1,482,999",100230.25,963769.3,980267.08,38.89,3.13,4.14,2.48,89.25,77.57,89.25,-77.06,38
5/29/2026,1630,BYDDF,11.655,1.00%,0.52,18.95,11.2,12.37,13.05,13.02,5,0.01,0.34,"115,496",-200100.07,198264.46,210537.59,-80.9,-12.17,-7.96,-1.85,15.33,11.06,-11.06,-11.06,NaN
5/29/2026,1630,C,125.9,0.98%,1.71,135.29,74.3,125.41,123.18,110.41,7,0.33,0.35,"17,326,741",-100048.49,1.24E+07,1.32E+07,-1.02,17.37,0.87,-0.76,135.27,102.57,135.27,-120.07,30
5/29/2026,1630,CACC,573.64,2.36%,13.83,579.795,401.9,539.72,499.45,482.02,2,0.95,0.41,"239,089",0,148287.22,177188.44,20.16,35.98,4.94,3.92,565.16,405.4,-405.4,-506.17,42
