Date,Time,Symbol,Last,Net Chng,%Change,Open,High,Low,RSI,HistoricalVolatility,ImpVolatility,A_TrendValue,A_TradeValue,A_BB_Bottom,A_BB_Top,A_BB_Streak,A_BBHighLow,A_BBHighLowDays,A_IVPercentile,A_HVPercentile,A_BB_Top_Slope,A_BB_Bot_Slope
06/01/2026,1630,$COMP,27086.8082,+114.1882,+0.42%,26952.5792,27190.2067,26913.1238,75.02,0.15,NaN,22061.97,25739.22,25905.54,27296.26,6208.01,2719021.01,1.44,0.0,39.1,1.5,13.7
06/01/2026,1630,$DJI,51078.88,+46.42,+0.09%,51161.10,51161.10,50767.32,68.6,0.11,NaN,46615.52,49307.66,49338.0,51513.86,7208.01,5116110.01,2.08,0.0,28.1,10.6,3.6
06/01/2026,1630,$DXY,99.171,+.263,+0.27%,98.957,99.385,98.919,54.958,0.045,NaN,98.492,97.951,98.554,99.722,7201.08,9954.03,8.17,0.0,21.1,0.0,4.7
06/01/2026,1630,/6B[M26],1.3456,-.0005,-0.04%,1.3450,1.3476,1.3406,49.1199,0.0625,0.0616,1.3283,1.3394,1.33,1.3564,-5203.1,-133.1,15.1,15.1,46.1,-1.0,0.0
06/01/2026,1630,/6C[M26],.72300,-.00235,-0.32%,.72525,.72565,.72250,34.95035,0.027,0.0458,0.72945,0.7289,0.72012,0.73133,-12118.03,-72.03,18.03,29.1,1.1,-2.2,-2.0
06/01/2026,1630,/6E[M26],1.16385,-.00345,-0.30%,1.16680,1.16725,1.16140,43.54554,0.04456,0.0575,1.1511,1.1682,1.15402,1.17522,-7101.07,-116.07,14.07,15.1,20.1,-0.7,-1.4
06/01/2026,1630,/6J[M26],.0062695,-.0000175,-0.28%,.0062845,.0062855,.0062645,38.1250635,0.0467269,0.0672,0.0062925,0.006328,0.0062306,0.0063549,-4114.07,-1.01,17.09,8.1,0.1,0.0,0.0
06/01/2026,1630,/BTC[M26],71540,-195.00,-0.27%,0,0,0,34.0,0.0,0.0,65685.0,78815.0,69677.0,80435.0,-9111.0,-7075000.0,17.0,46.0,14.0,-3.0,-5.0
06/01/2026,1630,/BZ[Q26],95.30,+4.18,+4.59%,92.41,97.80,92.37,41.49,0.56,NaN,80.3,102.82,86.92,112.89,-4108.02,-8994.02,22.02,0.2,81.1,0.0,-1.8
06/01/2026,1630,/CL[N26],92.47,+5.11,+5.85%,88.50,94.78,88.45,44.96,0.49,0.63,73.28,96.13,84.47,104.86,-7108.01,-8635.02,22.02,65.1,72.1,-0.1,-0.1
