Date,Time,Symbol,Last,Net Chng,%Change,Open,High,Low,RSI,HistoricalVolatility,ImpVolatility,A_TrendValue,A_TradeValue,A_BB_Bottom,A_BB_Top,A_BB_Streak,A_BBHighLow,A_BBHighLowDays,A_IVPercentile,A_HVPercentile,A_BB_Top_Slope,A_BB_Bot_Slope
05/15/2026,1630,$COMP,26225.1445,-410.0774,-1.54%,26288.9232,26460.7573,26097.5373,69.8,0.16,NaN,22528.26,24491.83,24924.69,27160.26,15212.02,2670714.02,5.34,0.0,50.1,13.7,11.9
05/15/2026,1630,$DJI,49526.17,-537.29,-1.07%,49930.26,49930.26,49503.57,55.61,0.11,NaN,48731.46,48708.57,48987.92,50255.54,13101.02,5020054.02,2.35,0.0,37.1,0.0,1.7
05/15/2026,1630,$DXY,99.270,+.451,+0.46%,98.929,99.320,98.923,59.228,0.056,NaN,97.118,98.009,97.712,99.301,3204.01,9932.01,1.06,0.0,39.1,0.0,0.0
05/15/2026,1630,/6B[M26],1.3324,-.0081,-0.60%,1.3398,1.3403,1.3314,37.252,0.0682,0.0762,1.3434,1.3454,1.335,1.3669,-4104.01,-133.01,5.01,63.1,62.1,0.0,0.0
05/15/2026,1630,/6C[M26],.72810,-.00155,-0.21%,.72975,.73005,.72720,40.03058,0.04162,0.045,0.7292,0.73075,0.72665,0.73737,-6108.01,-73.01,8.01,19.1,34.1,-0.3,0.0
05/15/2026,1630,/6E[M26],1.16415,-.0052,-0.44%,1.16850,1.16870,1.16325,40.15803,0.04915,0.0606,1.17535,1.16775,1.16385,1.1808,-3104.01,-116.01,4.01,23.1,26.1,0.0,0.0
05/15/2026,1630,/6J[M26],.0063145,-.000023,-0.36%,.0063315,.0063330,.0063105,44.8648048,0.1013446,0.0777,0.0063865,0.006243,0.0062673,0.0064491,-1104.03,1.07,7.12,10.1,66.4,0.0,0.0
05/15/2026,1630,/BTC[K26],79165,-2455.00,-3.01%,81555,81895,78675,54.0,0.0,0.0,62590.0,75130.0,76414.0,84124.0,15101.0,8272500.0,7.0,42.0,10.0,2.0,3.0
05/15/2026,1630,/BZ[N26],109.24,+3.52,+3.33%,106.57,109.73,106.05,56.19,0.58,NaN,67.34,101.6,99.18,114.3,-3202.06,-9607.07,12.07,0.2,84.3,0.0,4.7
05/15/2026,1630,/CL[N26],101.16,+4.24,+4.37%,97.71,101.57,97.23,53.7,0.57,0.89,62.04,94.59,93.28,108.56,-2204.07,-8985.07,12.07,80.1,81.1,0.0,8.0
05/15/2026,1630,/GC[M26],4543.6,-141.70,-3.02%,4654.5,4670.1,4513.8,39.0,0.2,0.2,4868.5,4522.2,4480.1,4763.2,-1101.0,-451380.0,4.0,61.1,48.1,-2.7,0.0
05/15/2026,1630,/HG[N26],6.2895,-0.322,-4.87%,6.58,6.587,6.268,55.5789,0.317,0.332,5.666,5.904,5.8376,6.8135,7101.02,672.03,3.09,69.2,53.1,4.7,0.4
05/15/2026,1630,/NG[M26],2.961,0.067,2.32%,2.92,2.982,2.894,59.165,0.451,0.511,2.819,2.505,2.622,3.067,10214.01,298.01,4.16,15.1,17.1,10.6,3.2
05/15/2026,1630,/NKD[M26],61840,-1225.00,-1.94%,63095,63305,61020,58.0,0.0,NaN,56490.0,58620.0,58657.0,65480.0,14101.0,6388000.0,5.0,0.0,58.0,6.0,2.0
05/15/2026,1630,/SI[N26],76.295,-9.033,-10.59%,84.000,84.380,76.090,46.108,0.61,0.583,72.25,71.31,69.543,91.687,7101.02,8917.02,2.12,58.1,77.1,4.6,-0.9
05/15/2026,1630,AAAU,44.83,-1.05,-2.29%,44.87,45.02,44.485,40.19,0.22,0.24,48.92,44.48,44.26,47.11,-1102.01,-4449.01,54.01,64.1,53.1,-2.0,0.0
05/15/2026,1630,AAL,12.31,-.39,-3.07%,12.51,12.595,12.28,51.56,0.46,0.54,12.84,11.17,11.36,13.81,4101.06,1337.06,6.13,52.1,45.1,4.1,2.8
05/15/2026,1630,AAPL,300.23,+2.02,+0.68%,297.90,303.20,296.52,75.66,0.23,0.27,258.16,265.07,277.69,310.78,9214.03,30320.01,3.29,25.1,50.1,21.2,12.1
05/15/2026,1630,ABBV,210.39,-.38,-0.18%,213.10,214.92,209.02,55.33,0.26,0.28,223.02,190.75,198.7,216.02,3204.01,21492.01,1.13,40.1,57.1,0.4,0.9
05/15/2026,1630,ABNB,132.85,-.82,-0.61%,132.905,134.01,131.225,41.43,0.2,0.37,119.94,135.95,130.84,142.97,-10105.01,-13123.01,5.01,33.1,13.1,-0.2,0.0
05/15/2026,1630,ABR,5.79,-.05,-0.86%,5.75,5.985,5.67,23.51,0.73,0.59,7.11,7.73,5.14,7.95,-6106.01,-567.01,7.02,82.2,99.4,-1.4,-12.8
