Date,Time,Symbol,Last,%Change,StandardDeviation,52High,52Low,SimpleMovingAvg,SimpleMovingAvg,SimpleMovingAvg,A_MCADays_Streak,A_MACD_BRR,A_MACDH_D_BRR,Volume,A_VolumeSpike,VolumeAvg,VolumeAvg,VolumeRateOfChange,A_Perf2M,A_Perf2Wk,A_Perf3D,A_3mnHigh,A_3mnLow,A_3mnHighLow,A_3wkHighLow,A_EarningsDays
06/03/2026,1630,$COMP,26853.9756,-0.89%,376.34,27190.2067,19226.2154,26432.09,24596.03,23274.25,-1.0,-0.83,-0.21,<empty>,NaN,NaN,NaN,NaN,22.74,3.8,-0.44,26725.06,20690.45,-20690.45,27190.02,NaN
06/03/2026,1630,$DJI,50687.07,-1.21%,570.6,51369.61,41981.14,50183.52,48873.51,47829.0,-1.0,-0.98,-0.48,"546,852,298",100100.04,5.1193687002E8,5.2016733506E8,11.15,8.99,2.68,-0.68,50830.07,45057.45,-45057.45,-49236.09,NaN
06/03/2026,1630,$DXY,99.523,+0.31%,0.158,100.643,95.551,98.9,98.891,98.589,1.0,0.64,0.68,<empty>,NaN,NaN,NaN,NaN,-0.467,0.404,0.587,101.45,98.2,-98.2,-98.17,NaN
06/03/2026,1630,/6B[M26],1.3418,-0.38%,0.0034,1.3869,1.3011,1.347,1.3449,1.3424,-1.0,-0.32,-0.41,"56,906",-100000.59,88281.78,102025.9844,-32.3442,1.4747,0.1717,-0.275,1.22,1.44,1.22,-1.11,NaN
06/03/2026,1630,/6C[M26],.71995,-0.47%,0.00275,0.74315,0.70845,0.72767,0.72839,0.72555,-1.0,-0.1,-0.26,"74,090",-200106.57,64638.74,72702.67188,64.81659,-0.08327,-1.16008,-0.74447,1.6,1.44,-1.44,1.17,NaN
06/03/2026,1630,/6E[M26],1.16050,-0.26%,0.00211,1.21105,1.1377,1.16799,1.16928,1.17076,-1.0,-0.37,-0.38,"144,459",-100000.59,169902.52,203135.96875,33.15666,0.25485,-0.12479,-0.53141,1.32,1.56,1.32,-1.08,NaN
06/03/2026,1630,/6J[M26],.0062535,-0.10%,2.04E-5,0.007078,0.006243,0.006319,0.0063195,0.0064825,-3.0,-0.3,-0.23,"145,024",200109.2,146704.88,152846.078125,105.8859439,-0.7932101,-0.7459725,-0.5249344,0.19,0.23,0.19,0.17,NaN
06/03/2026,1630,/BTC[M26],65470,-0.18%,4459.0,127240.0,60005.0,75884.0,74871.0,89515.0,-4.0,0.0,0.0,2,-100128.0,8407.0,8537.0,-100.0,-7.0,-16.0,-8.0,83215.0,65090.0,83215.0,82725.0,NaN
06/03/2026,1630,/BZ[Q26],97.86,+0.05%,6.59,119.4,58.72,101.94,102.68,77.01,3.0,0.01,0.26,<empty>,0.0,45424.54,59786.84,52.16,-10.26,-11.84,6.72,119.6,81.59,-81.59,-90.03,NaN
06/03/2026,1630,/CL[N26],96.20,+2.60%,5.18,119.48,54.98,96.75,97.61,72.42,3.0,0.04,0.41,"240,338",0.0,301516.2,368741.77,26.51,-14.15,-7.53,9.62,119.6,75.62,119.6,-86.03,NaN
06/03/2026,1630,/GC[Q26],4462.7,-1.27%,45.6,5626.8,3250.5,4586.7,4643.1,4411.8,-1.0,-0.3,-0.5,"103,294",0.0,140546.7,150351.9,-7.7,-5.1,-0.5,-2.3,5249.6,4100.5,-4100.5,-4396.0,NaN
06/03/2026,1630,/HG[N26],6.4840,-2.88%,0.1239,6.716,4.3325,6.4058,6.0689,5.506,-1.0,-0.79,-0.49,"52,440",0.0,43931.06,44688.3125,-10.4646,14.1248,4.682,1.4076,7.14,5.5,7.14,7.14,NaN
06/03/2026,1630,/NG[N26],3.255,+2.78%,0.134,7.439,2.495,3.001,2.849,3.414,-3.0,0.56,-0.34,"127,441",0.0,112565.9,118683.688,2.85,15.96,4.461,-0.55,3.6,2.27,-2.27,3.02,NaN
06/03/2026,1630,/NKD[M26],68095,-0.22%,2483.0,68790.0,37320.0,63827.0,59730.0,52703.0,9.0,1.0,1.0,<empty>,100501.0,5869.0,6045.0,31.0,28.0,12.0,3.0,65695.0,50411.0,-50410.0,-59355.0,NaN
06/03/2026,1630,/SI[N26],72.980,-3.41%,2.472,121.785,34.6,78.425,76.227,66.595,-1.0,-0.21,-0.56,"33,281",0.0,42216.02,43403.125,-36.89,-0.26,-1.338,-3.446,90.59,61.5,-61.5,-72.04,NaN
06/03/2026,1630,AAAU,43.80,-1.02%,0.51,54.71,32.15,45.11,45.63,43.33,-1.0,-0.26,-0.55,"1,175,887",0.0,1866013.02,2214350.99,82.0,-4.97,-0.9,-2.25,52.59,43.49,-43.49,-43.05,NaN
06/03/2026,1630,AAL,13.57,-2.58%,0.96,16.5,10.09,13.42,12.24,13.06,-5.0,-0.91,-0.52,"71,589,101",0.0,5.988098879E7,6.748390351E7,92.44,25.18,12.52,-7.31,15.06,10.45,15.05,15.05,34.0
06/03/2026,1630,AAPL,310.26,-1.57%,5.63,316.94,195.07,302.07,278.95,264.41,-1.0,-0.95,-0.31,"50,576,819",300027.23,4.570312523E7,4.456914451E7,-4.0,21.23,3.78,-0.58,312.06,246.45,-246.45,-290.17,40.0
06/03/2026,1630,ABBV,217.13,+0.80%,2.69,244.81,181.73,211.28,208.81,219.75,-4.0,0.96,-0.81,"5,663,983",-100136.52,6205395.19,6618594.03,-0.73,3.97,1.58,-0.27,235.62,191.24,-191.24,220.07,39.0
06/03/2026,1630,ABNB,133.59,-0.57%,1.59,147.25,110.81,134.99,134.67,128.75,-1.0,-0.4,-0.45,"3,601,937",0.0,3642859.22,3700128.97,4.68,6.91,1.85,0.21,147.29,122.42,147.29,-128.09,43.0
06/03/2026,1630,ABR,5.30,-2.21%,0.21,12.575,5.23,6.07,7.08,8.89,13.0,0.07,0.59,"4,356,096",-401162.16,4004659.15,3991171.57,-22.61,-29.33,-8.78,-7.83,9.62,5.05,9.62,7.17,40.0
