Date,Time,Symbol,Last,%Change,Sector,Beta,StandardDeviation,Free Cash Flow Per Share - Current (LTM),52High,52Low,SimpleMovingAvg,SimpleMovingAvg,SimpleMovingAvg,A_MCADays_Streak,A_MACD_BRR,A_MACDH_D_BRR,Volume,A_VolumeSpike,VolumeAvg,VolumeAvg,VolumeRateOfChange,A_Perf2M,A_Perf2Wk,A_Perf3D,A_3mnHigh,A_3mnLow,A_3mnHighLow,A_3wkHighLow,A_EarningsDays,Market Cap
5/20/2026,1630,/GC[M26],4526.2,-0.20%,,0.1486,87.8,<empty>,5626.8,3250.5,4628.4,4690.9,4367.9,-1,-0.3,-0.5,"21,652",0,149000.9,150199.5,-76.4,2.6,-3.6,-1,5434.6,4100.4,-4100.4,4783.1,NaN,0
5/20/2026,1630,/HG[N26],6.292,-0.61%,,0.037,0.2196,<empty>,6.716,4.3325,6.2085,5.9317,5.426,-6,-0.78,-0.36,"5,634",0,44177.2,44396.9063,-79.9159,14.6815,2.7265,-0.6944,7.06,5.42,7.06,7.06,NaN,0
5/20/2026,1630,/NG[M26],3.041,1.23%,,0.5784,0.118,<empty>,7.439,2.495,2.828,2.844,3.406,-2,0.51,-0.36,"2,089",0,109674.88,115855.688,-98.049,4.43,9.31,0.562,3.52,2.19,-2.19,-3.15,NaN,0
5/20/2026,1630,/NKD[M26],61865,0.54%,,0.352,1152,<empty>,63880,36490,61234,57662,51753,1,-1,0,873,200500,5883,6042,-76,17,0,1,63850,50410,63880,63880,NaN,0
5/20/2026,1630,/SI[N26],75.46,-0.95%,,0.6496,5.081,<empty>,121.785,32.74,77.839,76.342,65.097,-6,-0.28,-0.56,"6,236",0,44299.7,46975.094,-81.272,8.857,-4.378,-3.405,97.57,61.42,-61.42,90.06,NaN,0
5/20/2026,1630,AAAU,44.83,1.43%,,0.1642,0.83,<empty>,54.71,32.15,45.64,46.27,42.83,1,-0.29,0.51,"2,451,405",0,2273072.51,2370027.45,195.8,0.98,-3.13,0,53.56,43.4,-43.4,47.09,NaN,"2,761 M"
5/20/2026,1630,AAL,12.95,7.38%,Industrials,1.335,0.45,$1.67 ,16.5,10.09,12.31,11.59,12.97,1,0.71,0.46,"85,389,973",-100272.51,6.04E+07,6.64E+07,125.67,24.16,0.08,5.2,14.58,10.36,-10.36,13.08,43,"8,565 M"
5/20/2026,1630,AAPL,302.25,1.10%,Information Technology,1.066,7.66,$8.74 ,303.2,193.46,285.88,268.61,260.56,-5,1,-0.54,"38,229,843",300027.14,4.41E+07,4.35E+07,-58.38,21.88,5.13,0.67,295.06,246.36,-246.36,303.03,48,"4,439,253 M"
5/20/2026,1630,ABBV,212.3,-0.68%,Health Care,0.3085,3.54,$11.29 ,244.81,180.25,205.79,208.77,219.06,-1,0.77,-0.98,"5,128,998",-100136.43,6809783.29,6737539.14,-50.3,3.53,3.55,0.91,237.54,191.15,-191.15,-191.15,48,"375,090 M"
5/20/2026,1630,ABNB,135.55,3.35%,Consumer Discretionary,1.208,3.41,$7.52 ,147.25,110.81,138.03,133.99,128.3,1,0.4,0.16,"6,548,459",0,3631700.12,4013127.58,129.16,5.47,-3.1,2.03,147.2,120.61,147.2,147.08,52,"80,450 M"
5/20/2026,1630,ABR,5.78,-0.52%,Financials,1.175,1.02,$0.89 ,12.575,5.67,7.13,7.47,9.17,4,-0.12,0.19,"4,876,585",-401162.07,3662303.01,4046655.6,55.95,-23.04,-30.28,-0.17,9.54,6.03,9.54,-6.03,49,"1,112 M"
5/20/2026,1630,ABT,88.38,-0.50%,Health Care,0.6435,2.05,$4.24 ,139.06,81.97,87.97,96.93,117.95,7,0.39,0.95,"7,834,359",-100135.43,1.31E+07,1.21E+07,-60.14,-16.2,2.41,4.63,117.57,82.07,-82.07,-82.07,38,"153,941 M"
5/20/2026,1630,ACHC,24.07,-3.41%,Health Care,0.759,1.13,($3.23),30.1991,11.43,26.27,25.4,20.57,-4,-0.37,-0.15,"1,539,541",-100568.15,2974869.42,3255340.2,-85.92,5.9,-4.86,-6.74,30.12,16.62,30.12,30.12,47,"2,214 M"
5/20/2026,1630,ACHR,5.78,-2.20%,Industrials,2.844,0.29,($0.90),14.62,4.8,6.04,5.85,8.08,-7,-0.89,-0.35,"47,082,421",-200281.03,3.22E+07,3.25E+07,73.6,0.35,-9.83,-4.46,8.56,5.36,-5.36,7.07,55,"4,409 M"
5/20/2026,1630,ACI,17.05,-0.87%,Consumer Staples,0.2592,0.4,$0.97 ,22.78,15.545,16.48,16.85,17.7,7,0.46,0.92,"5,092,755",-100131.07,6602458.93,6390961.86,-3.14,-1.39,6.36,3.96,19.6,16.06,-16.06,-16.06,41,"8,432 M"
5/20/2026,1630,ADBE,253.37,-0.64%,Information Technology,1.452,6.71,$24.58 ,421.48,224.13,247.41,245.98,306.77,4,0.76,0.62,"4,789,627",200143.47,5661904.47,5575247.03,-6.62,2.1,1.28,2.33,285.53,224.28,-224.28,-232.04,15,"102,412 M"
5/20/2026,1630,ADYEY,11.1,1.19%,Financials,2.36,0.37,$33.73 ,19.94,9.45,11,10.64,14.36,3,0.78,0.57,"757,305",100000.07,1758528.96,1930843.16,-4.25,12.35,-1.16,8.4,12.58,9.33,-9.33,-10.05,NaN,"35,006 M"
5/20/2026,1630,AFK,26.81,1.86%,,0.7379,0.82,<empty>,30.85,18.56,27.36,26.88,25.73,-6,-0.49,-0.33,"39,135",-200043.46,77673.14,85759.98,-64.39,9.03,-4.9,-0.22,31.59,24.42,-24.42,29.07,NaN,119 M
5/20/2026,1630,AFRM,67.12,2.79%,Financials,3.503,1.3,$2.37 ,100,42.095,65.34,56.31,67.54,1,-0.79,0.28,"5,927,180",-100679.45,5252295.72,5533138.16,19.53,53.21,2.35,1.98,71.08,42.37,71.08,-60.05,67,"22,478 M"
5/20/2026,1630,AGCO,114.77,2.91%,Industrials,1.121,2.73,$7.39 ,143.78,95.96,116.82,116.91,113.7,1,0.25,0.43,"585,117",-100144.12,719868.11,714910.57,-28.04,5.04,-4.54,1.32,141.61,108.42,-108.42,123.12,48,"8,310 M"
5/20/2026,1630,AHR,51.68,1.71%,Real Estate,0.5607,0.8,$1.81 ,54.67,33.705,50.51,49.78,47.04,2,0.57,0.57,"1,940,082",0,2391347.2,2445251.75,44.62,7.42,3.32,4.72,55.57,47.36,-47.36,52.07,53,"9,960 M"
5/20/2026,1630,AIQUY,41.07,2.19%,Materials,0.7789,0.74,$5.45 ,44.415,36.169,41.87,41.55,39.96,3,0.08,0.24,"118,991",0,194231.22,215942.72,-38.3,7.06,-3.18,2.62,44.26,38.51,44.26,-40.03,46,"118,505 M"
5/20/2026,1630,AKAM,143.55,1.56%,Information Technology,0.5109,18.86,$5.29 ,165.45,69.78,125.27,114.19,92.34,-5,-0.92,-0.52,"18,000,493",100355.01,6041694.91,5844806.55,241.02,29.93,17.67,-4.86,156.07,89.26,165.05,165.05,53,"20,870 M"
5/20/2026,1630,ALB,170.21,0.72%,Materials,1.364,12.44,$3.47 ,221,53.7,191.61,183.23,137.47,-6,-0.02,0,"2,321,489",-100466.1,2053352.45,2137381.23,4.8,8.62,-11.63,-5.64,221.09,155.42,221.09,221.09,47,"20,074 M"
5/20/2026,1630,ALCO,40.96,1.46%,Consumer Staples,0.9973,0.37,$1.66 ,45.01,30.89,41.08,41.12,37.31,2,0.17,0.37,"18,220",300200.43,28198.53,28302.41,0.37,6.47,0.17,1.97,45.29,37.49,45.29,-40.03,56,304 M
5/20/2026,1630,ALGN,163.38,5.30%,Health Care,1.786,6.47,$8.11 ,208.305,122,170.73,174.52,157.24,3,0.03,0.27,"1,518,298",-100247.44,1125551.52,1145897.13,-21.44,-5.66,-6.07,3.9,200.21,157.03,200.21,192.17,47,"11,701 M"
5/20/2026,1630,ALLY,42.62,4.33%,Financials,1.107,0.94,($0.36),47.27,32.5018,43.27,41.43,41.35,1,0.46,0.23,"2,517,727",-100133.21,3466175.09,3556470.12,-9.28,10.9,-3.79,1.5,47.21,36.48,47.21,45.16,38,"13,064 M"
5/20/2026,1630,ALNY,298.48,1.42%,Health Care,0.3326,5.21,$4.88 ,495.55,284.19,297.88,311.11,389.59,3,0.61,0.72,"799,240",100140.15,1115615.42,1105278.49,-63.54,-4.39,-1.49,4.01,346.62,284.07,-284.07,-284.07,48,"39,851 M"
5/20/2026,1630,AMAT,426.85,4.90%,Information Technology,1.667,17.2,$6.72 ,448.45,153.47,414.3,385.56,284.73,1,-0.57,0.41,"6,888,397",100261.04,6707040.34,6850221.79,-2.29,19.55,-0.41,-2.24,448.07,317.51,448.07,448.07,58,"338,752 M"
5/20/2026,1630,AMBA,83,8.23%,Information Technology,2.181,3.71,$1.36 ,96.69,48.3,73.75,61.92,71.55,1,0.95,0.65,"989,987",-100163.58,814335.3,886166.93,32.61,53.65,9.96,2.27,81.07,48.36,-48.36,-62.16,5,"3,641 M"
5/20/2026,1630,AMD,447.58,8.10%,Information Technology,2.293,37.65,$5.27 ,469.215,107.6671,392.7,292.9,227.98,1,-0.85,0.21,"36,137,499",300369.11,3.89E+07,3.87E+07,-14.19,122.31,6.22,5.54,469.07,188.55,469.07,469.07,51,"729,824 M"
5/20/2026,1630,AMG,301.34,2.18%,Financials,1.144,4.14,$37.82 ,334.78,172.54,296.7,287.88,271.61,1,0.53,0.42,"355,410",0,343041.18,362031.23,-24.99,8.33,-1.53,2.53,320.62,254.33,-254.33,318.13,48,"7,959 M"
5/20/2026,1630,AMH,32.2,1.55%,Real Estate,0.8179,0.47,$2.25 ,38.11,27.215,31.6,29.99,31.74,3,0.78,0.2,"2,704,377",100146.58,3242565.9,3844894.96,-14.54,17.6,-0.74,5.19,33.09,27.42,33.09,33.09,48,"11,611 M"
5/20/2026,1630,AMLP,54.4,-0.80%,,0.506,0.55,<empty>,55.22,44.64,53.45,52.82,49.35,-1,0.76,-0.71,"1,207,408",-100016.35,1580612.25,1557525.72,-35.67,2.91,3.05,0.65,54.11,51.23,-51.23,-52.17,NaN,"12,805 M"
5/20/2026,1630,AMN,26.86,-0.22%,Health Care,0.2947,3.86,$18.27 ,31.65,14.865,24.59,21.24,19.24,-5,-0.89,-0.47,"1,387,324",200472.08,1010718.79,1162357.62,2.13,49.14,28.09,-6.12,32.07,17.62,32.07,32.07,53,"1,042 M"
5/20/2026,1630,AMPH,18.08,1.46%,Health Care,0.9111,2.66,$2.88 ,31.2641,16.645,20.3,20.22,24.95,3,0.46,0.44,"868,756",-100485.08,581057.64,615113.27,113.33,-7.28,-24.35,7.17,29.62,17.03,29.62,-17.02,53,797 M
5/20/2026,1630,AMZN,265.01,2.19%,Consumer Discretionary,1.448,4.18,($0.23),278.56,196,266.31,239.67,230.06,1,-0.7,0.21,"34,933,152",-100334.15,4.49E+07,4.58E+07,-65.4,29.04,-3.63,0.33,279.11,199.37,279.11,279.11,48,"2,850,742 M"
5/20/2026,1630,AN,184.67,3.40%,Consumer Discretionary,0.7722,9.88,($2.85),228.9166,176.25,198.45,196.03,206.14,1,-0.12,0.07,"489,120",-100334.14,403487.55,416628.62,-40.06,1.77,-9.82,0.28,218.13,180.43,218.13,218.13,49,"6,179 M"
5/20/2026,1630,AQWA,18.49,0.95%,,0.9155,0.31,<empty>,20.92,18.145,19.09,19.19,19.49,1,-0.2,0.32,"25,479",-100124.53,12099.19,33859.21,284.48,-0.03,-4.13,0.05,21.58,18.43,21.58,20.17,NaN,24 M
5/20/2026,1630,AR,37.98,-2.57%,Energy,0.4376,1.17,$3.08 ,45.75,29.1,37.9,39.39,35.09,-1,0.22,-0.81,"5,111,244",0,5431632.87,5594109.43,-28.35,-11.86,3.09,-0.68,46.36,33.6,46.36,-36.09,47,"11,768 M"
5/20/2026,1630,ARE,47.84,4.36%,Real Estate,1.156,1.92,$8.24 ,88.236,39.41,44.83,46,59.06,1,0.72,0.57,"1,541,954",-200849.17,2370639.33,2408680.16,-35.12,0.95,4.39,6.38,55.58,39.16,-39.16,-39.16,41,"8,337 M"
5/20/2026,1630,ARGT,90.07,2.17%,,0.9374,1.67,<empty>,103.9699,66.49,90.33,90.64,87.09,1,0.28,0.38,"124,422",100032.15,285983.12,262408.93,-81.09,5.28,-4.15,3.68,97.3,83.55,97.3,-86.03,NaN,799 M
5/20/2026,1630,ARHS,5.99,3.63%,Consumer Discretionary,2.347,0.69,$0.10 ,12.63,5.57,6.76,6.85,9.31,5,0.3,0.19,"1,429,361",-100165.04,1398255.55,1456401.15,33.1,-11.65,-21.08,4.17,10.58,6.05,10.58,8.16,53,848 M
5/20/2026,1630,ARKK,75.84,2.71%,,1.981,1.84,<empty>,92.65,55.02,76.81,73.59,77.9,1,-0.65,0.3,"8,316,631",200150.42,9746887,1.00E+07,11.74,9.67,-4.7,1.26,81.07,63.36,81.07,81.07,NaN,"7,447 M"
5/20/2026,1630,ARQQ,13.09,7.56%,Information Technology,2.67,0.99,($2.18),62,11.52,14.17,13.99,25.89,1,-0.86,0.3,"334,588",-200218.24,326818.59,304538.02,25.82,-3.75,-16.52,-1.87,18.58,12.36,-12.36,16.09,1,205 M
5/20/2026,1630,AS,34.84,2.99%,Consumer Discretionary,1.118,1.33,$0.80 ,42.76,28.92,34.7,34.25,35.72,3,0.39,0.4,"7,502,489",-200151.02,4391193.3,4922506.64,131.64,13.34,-6.32,6.09,43.62,31.42,-31.42,-33.05,60,"20,271 M"
5/20/2026,1630,ASBFF,25.76,0.00%,Consumer Staples,0.4235,2.36,<empty>,31.08,23.18,27.04,28.05,25.16,1,0.29,0.37,<empty>,NaN,2186.16,2774.45,-72.45,-11.17,-3.38,6.01,31.09,23.04,-23.04,-23.04,NaN,"18,028 M"
5/20/2026,1630,ASO,50.6,2.74%,Consumer Discretionary,1.031,1.62,$3.32 ,62.445,39.87,52.85,54.63,52.95,1,0.02,0.4,"1,100,271",-200851.46,1487698.98,1479441.88,3.95,-2.65,-7.09,0.1,62.58,49.05,62.58,58.17,13,"3,264 M"
5/20/2026,1630,ATRO,84.99,7.07%,Industrials,1.101,3.73,$0.68 ,86.2699,27.2701,75.9,72.65,58.92,1,0.59,0.76,"743,196",101060.06,566780.65,598923.1,69.52,33.32,8.7,8.14,84.56,61.36,-61.36,-66.15,48,"3,046 M"
5/20/2026,1630,AVB,186.69,0.85%,Real Estate,0.8055,1.82,$11.84 ,209.86,160.095,183.03,173.83,180.77,1,-0.87,0.37,"915,838",-200124.09,1010613.31,999679.69,-36.25,15.69,0.13,3.23,188.06,160.35,188.06,188.06,47,"25,971 M"
5/20/2026,1630,AVGO,417.76,1.63%,Information Technology,1.418,7.39,$6.12 ,442.36,226.18,419.79,374.02,348.68,-4,-0.61,-0.27,"16,312,553",0,2.25E+07,2.38E+07,-25.25,34.54,-1.81,-1.75,438.1,290.36,442.04,442.04,9,"1,977,955 M"
5/20/2026,1630,AVO,12.33,0.82%,Consumer Staples,0.5968,0.59,$0.54 ,15.53,10,13.15,13.42,12.78,3,0.01,0.34,"981,797",-200548.23,1014206.8,905567.14,-2.59,0.9,-9.4,3.18,16.3,12.45,16.3,-12.02,10,874 M
5/20/2026,1630,AVTR,7.88,3.14%,Health Care,0.9303,0.25,$0.65 ,15.93,7.265,7.96,7.95,10.87,1,0.64,0.54,"22,537,206",100357.01,9433528.66,9608319.04,53.76,4.93,-6.52,3.41,9.62,7.37,-7.37,9.09,49,"5,380 M"
5/20/2026,1630,AWI,157.35,2.96%,Industrials,1.186,4.28,$5.53 ,206.0799,149.06,164.71,167.79,185.3,1,0.26,0.4,"393,872",200132.17,453836.34,538626.12,0.15,-3.97,-5.34,1.4,202.62,155.03,202.62,182.17,46,"6,716 M"
5/20/2026,1630,AXP,309.82,0.16%,Financials,1.075,3.89,$20.73 ,387.49,281.465,315.57,311.8,336.6,1,-0.58,0.29,"4,577,145",100039.43,3286014.68,3687794.22,-0.23,4.85,-3.75,-1.17,346.62,291.42,-291.42,325.13,44,"211,398 M"
5/20/2026,1630,AZO,3419.36,2.15%,Consumer Discretionary,0.4089,84.78,$95.97 ,4388.11,3210.72,3488.78,3471.88,3746.25,3,0.43,0.33,"358,592",100342.01,201813.04,192398.69,2.72,4.16,-3.46,2.96,3882.56,3281.42,3882.56,-3280.02,3,"56,340 M"
5/20/2026,1630,B,40.94,3.65%,Materials,-0.1084,2.62,$2.99 ,54.69,18.4135,41.19,41.25,38.94,-6,-0.53,-0.47,"10,837,969",100647.08,1.33E+07,1.35E+07,-19.86,10.23,-1.54,0.81,51.56,36.42,-36.42,48.07,55,"68,595 M"
5/20/2026,1630,BA,222.2,3.34%,Industrials,1.208,7.63,($1.82),254.3499,176.77,228.82,217.6,219.63,1,-0.5,0.15,"7,708,546",-100639.05,7010382.22,6851392.7,59.23,13.88,-3.36,0.78,241.07,188.36,244.04,244.04,46,"175,161 M"
5/20/2026,1630,BABA,134.47,-0.86%,Consumer Discretionary,0.4747,4.24,($3.11),192.67,103.71,135.39,131.95,149.38,-5,-0.67,-0.42,"7,035,407",201052.06,1.14E+07,1.13E+07,-5.14,9.85,-4.93,1.42,156.61,118.31,-118.31,147.05,68,"322,612 M"
5/20/2026,1630,BAC,51.23,1.05%,Financials,1.205,1.29,$7.63 ,57.55,42.35,51.79,50.68,51.68,4,0.45,0.25,"47,739,417",100043.43,3.66E+07,3.93E+07,76.23,8.63,-4.42,2.93,55.25,46.43,55.25,-49.03,36,"363,558 M"
5/20/2026,1630,BALL,56.81,3.08%,Materials,1.063,1.83,$2.21 ,68.29,44.83,58.74,60.17,55.14,3,0.02,0.36,"3,821,620",100130.11,2527569.77,2386009.47,3.7,-0.44,-3.71,2.92,68.6,55.03,68.6,62.16,51,"15,125 M"
5/20/2026,1630,BBN,15.62,0.64%,,0.679,0.22,<empty>,17.45,15.38,16,16.05,16.47,1,-0.23,0.2,"258,242",-100100.11,194853.23,189834.45,96.3,-1.2,-2.86,-0.51,17.57,16.36,17.57,16.16,NaN,965 M
5/20/2026,1630,BBWI,16.88,4.78%,Consumer Discretionary,1.434,1.17,$4.16 ,33.96,14.275,18.61,18.81,22.62,1,-0.53,0.2,"5,947,075",200559.24,5936411.79,5960723.1,-0.07,-13.03,-12.08,-1.23,25.62,17.37,25.62,20.17,4,"3,399 M"
5/20/2026,1630,BBY,60.98,2.85%,Consumer Discretionary,1.251,1.46,$5.96 ,84.99,55.1,58.63,61.58,69.81,5,0.45,0.8,"4,128,129",100545.39,3827466.33,4349002.63,28.86,-2.9,3.9,8.35,68.54,55.05,-55.05,-55.05,5,"12,848 M"
5/20/2026,1630,BCO,106.65,4.25%,Industrials,1.058,1.78,$13.03 ,136.37,80.1,106.54,105.84,114.33,1,0.63,0.52,"402,083",101129.57,488276.14,552701.95,54.89,9.18,-2.16,2.78,136.58,96.42,-96.42,-99.05,52,"4,392 M"
5/20/2026,1630,BDRY,12.11,-4.27%,,0.7135,0.53,<empty>,13.34,5.03,12.18,11.2,9.6,-5,-0.78,-0.49,"110,161",500157.52,104839.93,167949.94,-12.78,20.98,0,-8.12,13.06,10.36,13.06,13.06,NaN,38 M
5/20/2026,1630,BEAM,27.11,2.96%,Health Care,2.141,2.07,($3.74),36.44,15.35,29.77,27.71,25.64,-8,-0.37,-0.1,"2,137,154",-201095.19,2134316.33,2115177.21,48.87,10.07,-16.17,-2.94,34.07,22.36,34.07,34.07,51,"2,789 M"
5/20/2026,1630,BEPC,36.94,2.21%,Utilities,1.135,0.63,($1.86),45.18,27.72,37.36,39.43,38.94,12,0.14,0.71,"986,508",-200342.14,1564589.25,1468789.68,-60.89,-4.25,-1.23,1.71,44.57,34.12,-34.12,-34.12,49,"6,737 M"
5/20/2026,1630,BIDU,135.22,-1.79%,Communication Services,0.4514,6.95,($4.60),165.3,81.17,133.91,123.57,124.3,-5,-0.74,-0.45,"2,232,698",-100260.04,2264004.44,2318332.52,38.2,18.34,-3.82,-0.08,150.07,106.36,152.05,152.05,61,"46,009 M"
5/20/2026,1630,BIO,287.86,2.42%,Health Care,1.102,14.47,$13.21 ,343.12,211.43,265.34,273.21,292.5,6,0.46,1,"551,089",100339.03,366606.11,346569.18,-15.24,8.84,11.13,16.29,313.21,237.05,-237.05,-237.05,48,"7,704 M"
5/20/2026,1630,BIP,39.19,2.00%,Utilities,1.046,1.01,($2.86),40.32,29.63,36.98,36.66,34.96,1,0.75,0.85,"630,434",-100328.16,988070.15,980854.31,-28.13,7.46,5.55,3.27,40.56,33.15,-33.15,-33.15,48,"18,028 M"
5/20/2026,1630,BIRK,33.21,2.18%,Consumer Discretionary,1.055,3.02,$1.94 ,57.2,31.12,36.96,36.93,41.7,2,0,0.11,"1,949,524",-200850.04,2323860.47,2351365.63,6.6,-0.39,-16.14,6.48,43.21,31.03,43.21,-31.03,57,"6,108 M"
5/20/2026,1630,BITO,10.6,1.15%,,1.724,0.24,<empty>,23.63,8.61,10.79,10.22,14.1,-7,-0.89,-0.45,"134,759,367",100256.05,1.19E+08,1.15E+08,82.16,9.62,-4.93,-1.94,11.07,9.6,11.07,11.07,NaN,"1,801 M"
5/20/2026,1630,BJ,95.35,-2.37%,Consumer Staples,1.5,1.86,$2.50 ,120.08,86.68,94.22,95.12,95.22,-1,-0.53,-0.86,"2,108,633",100635.54,1895111.87,1899209.94,11.24,-1.74,3.14,-1.05,102.54,90.28,-90.28,-91.15,2,"12,175 M"
5/20/2026,1630,BJRI,43.87,4.15%,Consumer Discretionary,1.251,2,$3.71 ,47.02,28.46,40.03,37.85,36.97,1,0.9,0.8,"346,869",100943.11,365315.77,385801.35,47.9,25.13,9.54,4.3,44.07,33.47,-33.47,-36.12,48,922 M
5/20/2026,1630,BK,137.16,0.62%,Financials,1.059,2.09,$1.83 ,139.1499,87.41,133.95,127.38,115.79,8,0.55,0.4,"3,073,291",-100126.24,3735732.78,3647721.43,-49.35,19.33,2.63,1.58,139.21,112.51,139.21,-130.08,37,"94,144 M"
5/20/2026,1630,BKNG,156.95,1.56%,Consumer Discretionary,-1.288,6.28,$11.24 ,233.576544,150.14,165.36,171.35,196.25,4,0.39,0.37,"8,111,291",100140.58,7494053.85,9455989.4,-6.17,-9.26,-6.75,1.83,194.21,151.61,194.21,181.17,47,"121,617 M"
5/20/2026,1630,BKV,29.15,-1.19%,Energy,1.055,1.43,($4.94),32.81,19.56,29.54,28.78,26.29,5,0.35,0.37,"856,073",-100056.43,1088414.52,1032450.71,-30.25,0.17,-2.35,2.24,33.56,26.25,-26.25,-27.04,56,"3,189 M"
5/20/2026,1630,BLDR,71.23,7.29%,Industrials,1.453,3.57,$7.80 ,151.03,65.1,77.66,82.12,109.62,1,0.24,0.31,"3,275,173",-300562.15,2475757.07,2477198.65,-44.79,-12.3,-11,1.16,114.62,70.03,114.62,92.17,48,"7,661 M"
5/20/2026,1630,BLK,1051.57,1.47%,Financials,1.466,19.3,$23.68 ,1219.9399,917.39,1066.33,1017.34,1079.49,-4,-0.85,-0.34,"760,441",100341.52,749078.81,789657.32,32.65,9.78,-2.05,-2.8,1108.61,917.48,1111.04,1111.04,37,"163,239 M"
5/20/2026,1630,BLMN,7.86,3.29%,Consumer Discretionary,1.096,0.96,$1.40 ,10.7,5.19,7.13,6.37,6.77,-6,-0.89,-0.48,"2,972,313",101578.11,2904630.26,3023657.65,100.27,35.05,-3.2,-2.24,9.07,5.36,9.07,9.07,52,673 M
5/20/2026,1630,BLOK,62.29,2.55%,,1,1.77,<empty>,75.89,46.9,62.02,57.09,60.49,-7,-0.81,-0.34,"330,030",100134.26,300718.5,325747.84,8.56,21.07,-5.51,-0.73,66.07,47.36,66.04,66.04,NaN,"1,308 M"
5/20/2026,1630,BNDD,96.7223,0.56%,,0.4794,0.61,<empty>,102.28,94.64,97.42,97.96,98.25,1,-0.34,0.09,8,-100020.21,323.07,360.94,-90.04,-2,-1.59,0.21,100.51,97.03,100.51,98.1,NaN,9.7 M
5/20/2026,1630,BNO,55.64,-5.39%,,0.0183,2.01,<empty>,60.81,26.59,56.04,52.28,35.89,-1,-0.4,-0.43,"7,514,199",-400395.42,6310114.65,6228105.53,97.25,5.14,3.94,-3.55,61.12,33.58,61.12,-51.09,NaN,871 M
5/20/2026,1630,BOOT,142.27,0.52%,Consumer Discretionary,1.675,11.68,$4.13 ,210.25,133.1797,158.56,157.27,177.31,2,-0.32,0.14,"1,280,382",-200849.04,748051.87,693759.75,150.77,-9.89,-17.24,-1.1,204.58,133.33,-133.33,174.09,48,"4,318 M"
