Date,Time,Symbol,Last,%Change,Sector,Beta,StandardDeviation,Free Cash Flow Per Share - Current (LTM),52High,52Low,SimpleMovingAvg,SimpleMovingAvg,SimpleMovingAvg,A_MCADays_Streak,A_MACD_BRR,A_MACDH_D_BRR,Volume,A_VolumeSpike,VolumeAvg,VolumeAvg,VolumeRateOfChange,A_Perf2M,A_Perf2Wk,A_Perf3D,A_3mnHigh,A_3mnLow,A_3mnHighLow,A_3wkHighLow,A_EarningsDays,Market Cap
05/18/2026,1630,$COMP,26090.7339,-0.51%,,1.212,605.92,<empty>,26707.1412,18599.6866,25421.27,23639.71,22982.06,-2.0,-0.95,-0.29,<empty>,NaN,NaN,NaN,NaN,17.78,4.08,-1.18,26249.06,20690.34,-20690.34,26707.02,NaN,0
05/18/2026,1630,$DJI,49686.12,+0.32%,,1,319.17,<empty>,50512.79,41354.09,49464.71,48032.58,47485.52,-2.0,-0.89,-0.35,"461,523,684",-100100.41,5.079704865E8,5.2216698334E8,-9.19,7.49,1.52,-0.01,50130.07,45057.34,-45057.34,50201.02,NaN,0
05/18/2026,1630,$DXY,98.991,-0.30%,,<empty>,0.424,<empty>,100.905,95.551,98.478,98.965,98.527,5.0,0.5,0.82,<empty>,NaN,NaN,NaN,NaN,-1.239,0.52,0.546,101.33,97.62,101.33,-98.08,NaN,0
05/18/2026,1630,/6B[M26],1.3432,+0.84%,,.3089,0.0084,<empty>,1.3869,1.3011,1.3519,1.3432,1.3423,1.0,-0.38,0.08,"108,609",-100000.48,104128.7,106836.2344,66.9931,1.3277,-0.7317,-0.6729,1.11,1.33,1.11,1.11,NaN,0
05/18/2026,1630,/6C[M26],.72870,+0.10%,,.2666,0.00289,<empty>,0.74315,0.70845,0.73291,0.73024,0.72569,-11.0,-0.39,-0.24,"52,481",-300106.46,71682.02,73179.59375,-12.61323,-0.31464,-0.90433,-0.26006,1.49,1.33,-1.33,1.11,NaN,0
05/18/2026,1630,/6E[M26],1.16705,+0.29%,,.1322,0.00459,<empty>,1.21105,1.12215,1.17346,1.16803,1.17095,-5.0,-0.52,-0.23,"189,667",-200000.48,206765.82,208535.85938,7.07241,1.48261,-0.3756,-0.51149,1.21,1.45,1.21,1.08,NaN,0
05/18/2026,1630,/6J[M26],.0063095,-0.10%,,.041,4.27E-5,<empty>,0.007078,0.006243,0.0063412,0.0063291,0.0065112,-8.0,-0.72,-0.26,"120,501",200109.09,158518.48,159021.5625,-17.2371873,0.1507937,-1.1282614,-0.6612611,0.62,0.12,-0.12,0.08,NaN,0
05/18/2026,1630,/BTC[K26],76910,-2.90%,,.9922,1951.0,<empty>,127240.0,60005.0,79021.0,74422.0,92187.0,-5.0,-1.0,-1.0,"9,894",100762.0,8647.0,9049.0,127.0,8.0,-4.0,-4.0,83215.0,62591.0,83215.0,83215.0,NaN,0
05/18/2026,1630,/BZ[N26],109.28,+0.02%,,.055,3.81,<empty>,119.4,58.72,106.51,103.14,75.24,5.0,0.27,0.48,"45,237",-101000.5,57474.64,66163.36,-8.31,-1.53,-3.94,3.53,119.49,67.62,119.49,-96.07,NaN,0
05/18/2026,1630,/CL[N26],102.49,+1.46%,,1.29,3.6,<empty>,119.48,54.98,99.55,97.34,70.76,5.0,0.28,0.52,"325,122",100321.49,370495.8,401170.69,26.31,3.47,-2.52,1.48,119.49,62.62,119.49,-89.08,NaN,0
05/18/2026,1630,/GC[M26],4570.8,+0.20%,,.1486,72.5,<empty>,5626.8,3207.4,4660.8,4730.4,4351.5,-4.0,-0.3,-0.5,"150,136",0.0,152251.0,150707.2,8.8,-5.2,0.8,-2.7,5434.5,4100.4,-4100.4,4783.0,NaN,0
05/18/2026,1630,/HG[N26],6.3360,+0.65%,,.037,0.2582,<empty>,6.716,4.3325,6.1765,5.9098,5.3983,-3.0,-0.91,-0.61,"53,617",0.0,44971.62,45247.2813,-0.8066,15.7577,8.1321,-4.2756,6.06,5.39,-5.39,7.03,NaN,0
